Q Predictions Mean,AverageReturn_all_test_tasks,Train Time (s),KL Loss,Epoch,R Predictions Mean,(Previous) Eval Time (s),QF Loss,R Predictions Max,V Predictions Min,Number of env steps total,R Predictions Min,Sample Time (s),Policy Loss,Log Pis Max,Q Predictions Min,Epoch Time (s),Total Train Time (s),Number of rollouts total,Z mean train,Z variance train,VF Loss,Z mean eval,R Predictions Std,Log Pis Std,KL Divergence,Z variance eval,Policy log std Max,Policy mu Std,Log Pis Mean,AverageReturn_all_train_tasks,Policy log std Mean,Policy mu Max,V Predictions Max,Q Predictions Max,Q Predictions Std,V Predictions Mean,Number of train steps total,Policy log std Std,V Predictions Std,Policy log std Min,RF Loss,Policy mu Mean,Log Pis Min,Policy mu Min
2713.68,1615.50280762,75.62742468899887,9.579931259155273,266,0.00656195,3.9995647779978754,350.67,0.0135593,762.38,2674000,-0.000163415,10.449140709009953,-2731.54,15.3517,606.401,90.0761301760067,23798.1198973189,16040,1.80228,0.0521716,138.938,1.72884,0.00231566,3.89395,95.79930877685547,0.0193908,0.0862009,1.25843,3.32259,1645.13231266,-0.689932,3.1473,3760.06,3778.96,741.295,2726.8,534000,0.305849,717.606,-2.62245,600.685,-0.111773,-8.9831,-2.81912
2800.02,1594.60309152,75.49515731300198,8.606432914733887,267,0.00631686,3.9746693289998802,452.778,0.0147136,829.623,2684000,2.6701e-06,10.257623375007825,-2812.29,19.3216,845.019,89.72745001700969,23887.85701643791,16100,1.78938,0.0303789,317.217,1.52692,0.00251083,4.12411,86.0643310546875,0.0230181,-0.00140035,1.30563,3.88547,1639.88977467,-0.705239,3.19884,3805.97,3837.8,706.826,2814.41,536000,0.332349,685.776,-2.76679,650.412,-0.0767168,-5.48902,-4.33366
2756.56,1631.249557,74.92076861699752,7.586101531982422,268,0.00610597,3.986504115000571,322.504,0.0141031,583.492,2694000,-0.00160019,10.221149277000222,-2768.86,14.3725,574.962,89.12842200899831,23976.98097185091,16160,1.18596,0.0266465,100.524,1.8345,0.00243359,3.83202,75.86101531982422,0.0293804,-0.0635834,1.28481,3.71897,1614.4094246,-0.708661,3.03223,3902.55,3894.7,743.32,2766.23,538000,0.313285,724.818,-2.79482,510.571,-0.102716,-6.27057,-2.75826
2861.0,1601.66944678,74.68575663399679,8.990389823913574,269,0.00599312,3.9842620260023978,282.833,0.0154327,1087.89,2704000,-0.000876233,10.481453644002613,-2871.81,16.9441,1026.09,89.1514723040018,24066.182462466903,16220,1.85534,0.0329609,317.092,1.92356,0.00265506,3.9423,89.90390014648438,0.022611,-0.0225822,1.31399,3.78192,1586.03263706,-0.698905,3.12461,3826.85,3833.44,685.146,2885.44,540000,0.331628,665.66,-2.63019,515.049,-0.0643174,-6.28054,-2.96698
1966.97,1609.06577456,75.29805446899991,4.624279499053955,270,0.00569445,4.036425586000405,4218.71,0.0118102,561.63,2714000,-0.000916568,10.41642750399842,-1980.31,11.3391,584.167,89.75090755899873,24155.939100070907,16280,0.676163,0.0438673,1261.79,2.21997,0.00207279,2.96405,46.242794036865234,0.0283588,-0.06889,0.969163,1.17065,1630.1473132,-0.722231,2.74005,3078.57,3057.21,673.021,1983.35,542000,0.298167,653.898,-2.50917,137.833,-0.0818362,-9.92033,-3.34986
3189.08,1625.25116351,73.71848361799857,14.114066123962402,271,0.00616793,4.0443410750012845,673.936,0.0133179,1315.47,2724000,-0.000392518,10.49573949700789,-3195.27,21.2829,1269.14,88.25856419000775,24244.165889048916,16340,2.54005,0.0650909,205.21,1.80223,0.00237591,4.31999,141.14065551757812,0.0281324,0.139942,1.3925,4.41793,1638.27758076,-0.664421,4.2137,4305.59,4293.95,688.417,3195.69,544000,0.336922,672.31,-2.8806,517.311,-0.211068,-7.5921,-3.48806
2876.5,1629.59810832,74.42807285000163,11.207659721374512,272,0.00642169,4.0146009549971495,769.915,0.0161432,1028.45,2734000,-0.000737192,10.40059174199996,-2877.19,14.4262,1050.53,88.84326554699874,24332.994325946915,16400,1.96248,0.0246372,208.244,1.89324,0.00262432,3.76302,112.07659912109375,0.0235579,-0.0191691,1.26294,3.41598,1691.90146165,-0.695178,2.82986,3955.49,3940.26,737.686,2884.9,546000,0.324757,712.917,-2.66202,605.115,-0.134062,-6.25911,-2.76439
3145.78,1574.94875294,74.46000918100253,8.438443183898926,273,0.00634688,4.002163730998291,348.861,0.0150998,749.088,2744000,-0.000183929,10.363776549995237,-3155.04,14.2347,754.37,88.82594946199606,24421.79730128691,16460,1.31512,0.0525781,308.417,1.69292,0.00234853,3.75469,84.38442993164062,0.0191779,0.0684815,1.29869,3.6891,1609.63103862,-0.695383,2.92269,4052.12,4031.23,620.208,3167.2,548000,0.318566,610.72,-2.94876,530.662,-0.0346854,-5.92429,-3.03445
2972.63,1631.90751603,74.69545429999926,6.977775573730469,274,0.00540123,3.982297873997595,368.189,0.0144926,925.099,2754000,-0.000283684,10.4471026589963,-2983.31,16.0324,883.088,89.12485483299315,24510.972196953913,16520,1.70042,0.0354577,101.353,1.63844,0.00208875,3.73894,69.77775573730469,0.0188129,-0.120422,1.28708,3.65969,1664.41758304,-0.695064,2.92465,3889.85,3900.79,619.224,2983.73,550000,0.296405,603.047,-2.52154,127.38,-0.060535,-6.36362,-3.29962
3137.93,1623.67732728,75.18995463099782,8.004767417907715,275,0.00663283,4.034007028003543,395.431,0.0149931,977.191,2764000,-0.00051283,10.234075118012697,-3141.64,16.875,814.907,89.45803677701406,24600.516002769924,16580,1.29325,0.0392431,137.896,1.92687,0.00237277,3.82635,80.04766845703125,0.0265294,-0.0368389,1.32606,3.99218,1576.08633621,-0.708104,3.09985,4004.19,4007.42,638.337,3143.92,552000,0.31342,620.849,-2.77572,688.917,-0.042643,-8.78723,-3.13983
2732.65,1609.8977148,74.53670648099796,7.602897644042969,276,0.0063975,4.12192186899847,436.362,0.0175231,504.259,2774000,-0.000821383,10.454100414986897,-2744.39,14.7235,382.106,89.11272876498333,24689.512585264907,16640,1.07863,0.0228406,142.53,1.77979,0.00247272,3.8211,76.02897644042969,0.0277118,0.154859,1.26753,3.49214,1657.76035809,-0.700526,3.37003,3704.34,3730.9,729.566,2742.65,554000,0.306509,710.449,-2.58085,537.35,-0.0816475,-7.78267,-2.75186
2769.95,584.972729038,73.81640985100239,12.652400016784668,277,0.00685749,4.007985808999365,444.645,0.0156006,874.308,2784000,-0.000726577,10.405250301995693,-2783.91,17.2656,843.011,88.22964596199745,24777.877409496905,16700,1.85671,0.0239631,136.926,0.306276,0.0025618,4.21912,126.52400207519531,0.0379537,0.0208938,1.32206,3.86195,1571.87496562,-0.691652,3.23246,3804.18,3829.77,753.228,2790.31,556000,0.332342,731.677,-2.83962,778.998,-0.12852,-7.94211,-3.20123
2998.07,1624.05912091,75.10464289900119,9.825630187988281,278,0.00664632,4.145620616996894,390.491,0.0149631,1088.81,2794000,0.000201956,10.491478283991455,-3007.43,17.2738,985.593,89.74174179998954,24867.597937132894,16760,1.98669,0.0325389,146.32,1.62302,0.00264367,4.01003,98.25630187988281,0.0181073,-0.067946,1.31465,3.77169,1634.40025128,-0.689887,2.80355,3907.95,3909.81,657.861,3002.44,558000,0.321751,638.227,-2.76855,830.95,-0.109514,-6.5575,-2.97744
3190.28,1585.27277613,74.98662559399963,6.380292892456055,279,0.00662639,4.126522520000435,327.123,0.0158447,1429.81,2804000,-0.000886237,10.419276788012212,-3198.05,17.3427,1350.29,89.53242490201228,24957.01721879191,16820,1.16265,0.0276255,125.366,1.86297,0.0024992,3.89422,63.80292892456055,0.0406119,-0.00493711,1.36502,4.43214,1656.17848861,-0.722222,3.47291,3903.99,3919.84,473.303,3198.28,560000,0.320384,462.688,-2.75432,739.234,-0.0537492,-6.49431,-3.55356
2230.05,1497.07528034,74.62267776399676,4.692594051361084,280,0.00610956,4.015466259999812,3395.62,0.0153496,655.85,2814000,0.000163006,10.474528336995718,-2240.06,16.5728,609.365,89.11267236099229,25046.0762810719,16880,0.654947,0.0476732,1230.34,2.41192,0.00218856,3.3228,46.925941467285156,0.0230108,-0.0998848,1.06714,1.80696,1521.22427218,-0.726628,3.53742,3896.94,3898.77,848.63,2246.37,562000,0.303923,833.406,-2.46279,355.359,-0.0139323,-7.55749,-3.30945
3015.2,1599.21582221,75.69510876799905,7.792715549468994,281,0.00618988,3.9642809789984312,390.089,0.0129412,1297.44,2824000,-0.000549819,10.443016971988982,-3019.84,16.8744,1287.46,90.10240671898646,25136.163481806885,16940,1.0376,0.0305322,168.662,2.20263,0.002153,3.96709,77.92715454101562,0.0228895,0.0183677,1.32586,4.12281,1602.47246131,-0.701307,3.048,4038.92,4054.43,556.506,3023.48,564000,0.324132,541.76,-2.74846,489.617,-0.136912,-7.66338,-3.17967
3105.53,1623.90219662,75.51524545099892,13.190142631530762,282,0.00673991,3.9515351589980128,464.947,0.013624,1187.21,2834000,-0.000396779,10.450995825998689,-3124.34,16.6963,1107.92,89.91777643599562,25226.14360701088,17000,1.17046,0.0418354,185.965,1.89572,0.00243538,4.2624,131.90142822265625,0.0218463,0.0776911,1.35351,4.21486,1634.30668199,-0.68137,3.98604,4123.43,4128.18,720.718,3118.18,566000,0.346229,700.008,-2.91779,711.645,-0.152539,-7.1973,-2.95751
2774.69,1636.36672328,75.0106602320011,10.64477252960205,283,0.00678446,4.016068810000434,512.576,0.0144185,953.89,2844000,0.000184438,10.399677923000127,-2792.11,18.0849,908.594,89.42640696500166,25315.54759957088,17060,1.12639,0.0231256,231.461,1.78261,0.00250685,3.96116,106.44772338867188,0.0292533,-0.00606835,1.24721,3.37016,1598.74135507,-0.704261,3.2273,3842.63,3840.22,748.479,2782.45,568000,0.314568,727.694,-2.67777,691.53,-0.0838908,-5.81535,-3.42596
2997.06,1643.73222736,75.07422370699715,9.592041015625,284,0.00682175,3.996438993002812,528.238,0.015438,865.885,2854000,-0.00102836,10.480408950999845,-3001.56,20.5066,831.289,89.5510716509998,25405.129006552877,17120,1.15926,0.0272296,698.864,1.90076,0.0026002,3.81341,95.92041015625,0.0202795,0.121554,1.2748,3.58139,1611.086349,-0.70313,2.9817,4011.98,3992.64,727.563,3023.29,570000,0.323849,718.469,-2.53479,773.796,-0.0783773,-8.59259,-2.72081
2825.3,1637.40641885,74.5562004659987,11.10275936126709,285,0.0072511,4.028870472000563,432.778,0.0149657,672.011,2864000,0.000480535,10.170105094002793,-2839.57,16.1112,677.864,88.75517603200205,25493.868893352883,17180,1.18468,0.0277463,112.208,1.69496,0.00253529,4.02317,111.02759552001953,0.0451152,0.0528339,1.28309,3.63069,1644.00672392,-0.705204,3.00235,3978.14,3955.7,772.252,2843.73,572000,0.334552,754.643,-2.77414,904.459,-0.113457,-6.96074,-3.21966
3121.97,1600.66220884,74.72663873000056,7.891810894012451,286,0.0063742,4.015899619000265,383.092,0.0173321,-8.49652,2874000,-0.00110182,10.405402508997213,-3132.32,15.3661,-18.8862,89.14794085799804,25582.993604233885,17240,1.20421,0.0327225,84.9298,1.84229,0.00262708,3.87481,78.91810607910156,0.0209517,-0.0939287,1.31147,4.02299,1632.66856188,-0.714061,3.57242,3977.7,3995.24,599.612,3128.07,574000,0.32687,583.844,-2.6722,605.782,-0.0934002,-6.42827,-3.21749
3136.39,1630.32437559,74.94192567999926,7.8766398429870605,287,0.00622165,3.9946634379994066,444.706,0.017376,-221.671,2884000,-0.000375353,10.228665754006215,-3137.96,17.5555,-133.66,89.16525487200488,25672.277020963884,17300,1.1735,0.0312032,148.152,1.79445,0.00275985,3.8894,78.76639556884766,0.025615,0.015866,1.32859,3.9757,1614.35589573,-0.700325,3.41175,4009.69,4010.01,640.363,3136.23,576000,0.328536,627.636,-2.72909,574.499,0.0130535,-8.01894,-3.06178
2896.72,1662.94407464,74.72376861500015,11.906455039978027,288,0.00756613,4.11529033899933,704.529,0.016285,-320.546,2894000,0.000209603,10.445779274003144,-2904.41,18.3137,-386.916,89.28483822800263,25761.480431950895,17360,2.00287,0.0222268,137.15,1.67467,0.0027014,4.15259,119.06454467773438,0.0261609,0.0114811,1.31492,3.86063,1627.04189202,-0.704784,2.9358,3960.77,3997.14,758.607,2906.76,578000,0.342621,737.234,-2.86508,1211.6,-0.112472,-7.46465,-3.88503
2578.0,1671.7742007,75.55001209499824,8.117928504943848,289,0.00608246,4.0360944509993715,466.838,0.0157519,475.757,2904000,-0.000962069,10.339671823996468,-2587.26,14.8095,428.6,89.92577836999408,25851.414953368887,17420,1.52917,0.0282074,270.497,1.40737,0.00240335,3.70864,81.17928314208984,0.0224953,-0.075499,1.22368,3.23566,1629.60163495,-0.702725,3.11076,4022.72,4051.24,865.578,2590.54,580000,0.324112,842.289,-2.62211,365.045,-0.0297079,-8.40991,-2.84011
2927.09,1622.12205467,74.96424749600192,11.272906303405762,290,0.00683932,4.047153064999293,352.134,0.0159589,936.58,2914000,-0.00110576,10.306065739991027,-2940.62,16.3586,893.743,89.31746630099224,25940.708082334877,17480,1.20066,0.0350911,307.948,1.88357,0.00247259,4.02758,112.72905731201172,0.0489327,-0.0826521,1.33215,3.99169,1648.14341427,-0.683718,3.94972,3944.55,3964.89,736.702,2933.4,582000,0.319083,708.334,-2.77174,773.623,-0.088829,-7.80712,-2.99263
2923.0,1560.22641755,75.21632775999751,8.74759578704834,291,0.00667059,4.0253859869990265,420.21,0.014056,916.378,2924000,-0.00163573,10.360825839994504,-2934.55,16.9407,769.557,89.60253958699104,26030.20874431187,17540,1.16921,0.027471,427.578,1.56912,0.00256489,3.77006,87.4759521484375,0.0265262,-0.115067,1.29059,3.79103,1596.06273985,-0.700986,3.00588,3933.7,3957.23,723.968,2918.95,584000,0.301505,700.959,-2.60743,767.193,-0.0384546,-9.19742,-3.18393
3332.75,1567.82233154,74.23103745000117,8.413849830627441,292,0.005735,3.925712811000267,622.994,0.0129199,641.63,2934000,0.000190312,10.40223006499582,-3338.31,16.7639,429.7,88.55898032599725,26118.977251319877,17600,1.57578,0.076599,179.618,1.6594,0.00193391,3.75646,84.13849639892578,0.0407249,0.000324726,1.34024,4.13715,1571.54775442,-0.715701,3.09791,4371.99,4365.61,792.214,3340.66,586000,0.322802,780.359,-2.76471,218.416,-0.0267016,-8.64325,-3.24408
3134.52,1642.81176691,75.47430487800011,7.474523067474365,293,0.00611898,4.137726774002658,404.274,0.0150463,947.993,2944000,-0.000974114,10.403125403005106,-3139.62,17.6946,850.532,90.01515705500788,26209.034163662887,17660,1.22411,0.0395912,172.449,1.74856,0.00250911,3.85302,74.74523162841797,0.0287303,-0.0803096,1.32031,3.90491,1592.16616373,-0.710308,3.20561,4127.23,4129.95,661.927,3143.19,588000,0.317685,643.813,-2.81288,439.033,-0.0549658,-7.68307,-2.98089
3157.05,1619.15400073,75.13504859200111,8.296549797058105,294,0.00623912,4.181938052999612,669.836,0.0149201,-5.52546,2954000,-0.00136454,10.393319284994504,-3172.3,18.8256,-0.814786,89.71030592999523,26298.578050571876,17720,2.05803,0.0451393,192.717,1.44173,0.00263606,3.92356,82.96549987792969,0.0241251,-0.022459,1.34993,4.19955,1640.31108543,-0.701544,2.84993,4007.11,4032.1,598.643,3164.08,590000,0.31738,583.354,-2.7984,560.736,-0.066531,-5.25656,-2.95255
2832.27,1664.55270331,74.19356431000051,7.747811794281006,295,0.00613603,4.0182274200014945,409.782,0.0126809,743.698,2964000,-0.000424836,10.624568785984593,-2843.2,16.7892,696.599,88.8363605159866,26387.560808108876,17780,1.10224,0.0227153,329.012,1.59016,0.00225948,3.82321,77.47811889648438,0.0188076,-0.0884228,1.26289,3.48464,1651.86229027,-0.713763,2.72752,3912.25,3932.9,743.071,2837.62,592000,0.324654,722.904,-2.87309,421.876,-0.0671149,-7.24218,-2.87204
2812.9,1646.68593936,75.87501252199945,12.360629081726074,296,0.00616742,4.167154149999988,628.875,0.0137699,848.352,2974000,0.000278233,10.520246806994692,-2830.38,17.0683,828.938,90.56241347899413,26477.85003495287,17840,1.91307,0.0321486,106.457,1.71275,0.00259791,4.20636,123.60629272460938,0.0382493,0.144258,1.32338,3.86258,1595.21495611,-0.666714,3.20993,4007.88,4026.48,803.39,2828.01,594000,0.330461,780.379,-2.66176,544.331,-0.103829,-7.23553,-2.81085
2744.79,1590.63032091,74.88268144700123,9.452956199645996,297,0.00667958,3.8961043790004624,557.406,0.0148371,457.253,2984000,-0.000267994,10.551007631991524,-2751.58,16.3739,444.468,89.32979345799322,26567.267011405867,17900,1.64369,0.0270606,182.451,1.2541,0.00267824,3.62178,94.5295639038086,0.0346551,-0.0440505,1.24368,3.28775,1628.92142844,-0.702335,3.02343,3957.26,3961.71,792.117,2756.76,596000,0.321957,782.141,-2.58606,685.481,-0.0509501,-5.54494,-3.30191
3131.71,1630.25961273,74.45978606800054,7.6877923011779785,298,0.0066096,3.9854957180032216,396.918,0.0141076,741.908,2994000,-0.0015709,10.267329495014565,-3139.37,14.6991,721.505,88.71261128101833,26656.11988817289,17960,1.19972,0.0261195,147.737,1.80539,0.00229596,3.88623,76.87792205810547,0.0241168,-0.0213766,1.327,4.1924,1669.09924269,-0.735532,2.96981,4026.96,4037.4,682.154,3136.44,598000,0.34598,663.049,-2.96032,707.266,-0.116,-7.4795,-2.98806
2967.97,1664.44807405,74.12681557399992,8.76327896118164,299,0.00651165,4.128499965998344,426.746,0.016039,-480.415,3004000,-0.000929557,10.441265470009967,-2975.71,18.7822,-501.822,88.69658101000823,26744.692797128893,18020,1.17743,0.0263627,320.701,1.64851,0.00254642,3.98525,87.6327896118164,0.0215671,-0.0662224,1.31057,3.90701,1721.4889939,-0.711443,3.65838,3991.31,3999.3,768.101,2978.93,600000,0.318631,750.913,-2.83761,725.081,-0.130607,-7.98628,-3.02033
3428.97,1667.92647836,75.04688410399831,7.089188575744629,300,0.00577841,4.007369942999503,1284.55,0.0129913,1702.09,3014000,-0.00199397,10.558889674994134,-3461.73,17.0466,1632.37,89.61314372199195,26834.265589285893,18080,1.33432,0.0466001,120.793,1.76,0.00197912,3.77959,70.89188385009766,0.0254446,0.285206,1.34437,4.28357,1676.98976753,-0.708648,2.76844,4182.12,4156.3,505.002,3463.97,602000,0.315002,498.827,-2.67238,302.163,-0.0678969,-7.08568,-4.02322
3062.59,1598.64631388,74.83127869300006,7.4289727210998535,301,0.00618676,3.9691780749999452,374.53,0.0141336,562.761,3024000,-0.000675055,10.413597094007855,-3074.23,18.6792,527.763,89.21405386200786,26923.5411345169,18140,1.12114,0.0227372,145.221,1.32371,0.00231965,3.75232,74.28972625732422,0.0290751,-0.0710357,1.30034,3.8861,1644.48607726,-0.722813,3.21551,4012.03,4009.34,667.6,3071.37,604000,0.322293,656.12,-2.73477,456.983,-0.0325057,-7.61957,-2.85007
2957.52,1595.06004828,75.08258747600121,11.422019004821777,302,0.00683385,4.033259007999732,382.862,0.0152669,1120.92,3034000,6.45426e-05,10.455718945995613,-2971.47,17.1143,1060.05,89.57156542999655,27013.099316020896,18200,1.93423,0.031258,132.576,1.73411,0.00243726,4.13047,114.22018432617188,0.0250787,0.0203012,1.3121,3.84245,1628.04971432,-0.692445,3.83734,4218.17,4203.8,770.267,2974.52,606000,0.334345,752.541,-2.82796,771.063,-0.0732546,-9.1289,-3.05787
2735.46,1695.71199086,75.99463077300243,8.491188049316406,303,0.00642024,4.022532661998412,484.754,0.0149034,643.693,3044000,0.000412795,10.468290828001045,-2752.2,16.6891,597.48,90.48545426300188,27103.580980176903,18260,1.46977,0.0270858,193.663,1.85147,0.00231911,3.75365,84.91188049316406,0.0346236,0.486438,1.23951,3.2734,1658.95801063,-0.71149,3.12836,4038.05,4012.71,835.166,2745.22,608000,0.318957,818.192,-2.73362,508.726,-0.0981523,-7.91598,-3.06895
3975.15,737.311152041,75.67708446499819,23.14937400817871,304,0.00554882,4.020923887001118,5047.5,0.0144498,-906.646,3054000,-0.000208804,10.282428227001219,-3924.17,23.5228,-1065.98,89.98043657900052,27193.537662173898,18320,1.33712,0.0485861,3154.25,6.48968,0.00211312,4.53241,231.49374389648438,0.0983847,0.667667,1.44286,4.64461,296.631329839,-0.71343,5.85524,6523.71,6479.98,1065.63,3970.75,610000,0.38952,1055.67,-3.07927,224.242,-0.146312,-6.32594,-5.08231
3803.92,1186.49554897,75.04794430599941,25.506677627563477,305,0.00578964,3.999725171001046,486.525,0.0153805,1743.85,3064000,-0.000276125,10.379883324985713,-3816.51,16.1408,1739.6,89.42755280198617,27282.986987480883,18380,3.76566,0.109137,323.816,4.5429,0.00214348,3.8912,255.0667724609375,0.0362643,0.170911,1.37126,3.95772,921.802130878,-0.599471,2.95953,5899.61,5916.82,1300.61,3804.85,612000,0.234164,1288.18,-2.02481,333.295,-0.0265425,-7.28667,-3.11713
4545.3,1493.31626585,74.50788156999988,42.361698150634766,306,0.00511336,4.024402883998846,22272.2,0.0138237,-1004.24,3074000,-0.00259922,10.578968079993501,-4481.69,53.5965,-23.8404,89.11125253399223,27372.043129213875,18440,5.1116,0.0354864,5147.64,4.4114,0.00263965,4.6209,423.6169738769531,0.0497896,1.36052,1.5266,5.80075,1467.70780976,-0.56546,9.30951,5949.53,5942.58,806.416,4516.76,614000,0.360642,859.466,-2.3581,271.403,-0.539708,-6.71611,-6.36798
4205.3,1056.69463949,75.57033072400009,30.754425048828125,307,0.00622276,3.9712425929974415,1025.9,0.0152878,490.445,3084000,-0.00164345,10.3666365730096,-4211.45,38.1984,958.473,89.90820989000713,27462.067927732885,18500,4.06739,0.0369429,322.177,4.08804,0.00253506,4.10821,307.54425048828125,0.0530068,-0.0463394,1.38945,4.52437,1426.6880497,-0.677273,8.3006,5210.16,5235.98,764.901,4205.63,616000,0.289694,740.654,-2.72274,543.594,-0.154513,-6.34556,-4.52963
4037.98,1550.81745445,74.16462752199732,23.670686721801758,308,0.00589912,4.090677346997836,417.878,0.0129436,1946.93,3094000,-0.000236875,10.340055342989217,-4046.11,15.486,1806.17,88.59536021198437,27550.50893735487,18560,4.24299,0.0499846,530.038,2.64684,0.00224762,3.73432,236.7068634033203,0.035657,-0.0551776,1.36246,4.27112,1605.01658041,-0.680261,3.13661,4896.08,4890.23,590.916,4061.69,618000,0.276178,580.889,-2.48002,427.647,-0.0981582,-7.77595,-3.37853
3472.07,1622.25908595,75.01832855400062,19.58983039855957,309,0.00517926,3.938752652000403,644.234,0.0126904,865.973,3104000,-0.00165307,10.47328591400219,-3484.54,20.2921,996.138,89.43036712000321,27640.08541954086,18620,2.85556,0.0248464,155.521,2.9247,0.00231185,3.81096,195.89830017089844,0.0407995,-0.128624,1.3199,3.86299,1596.77037877,-0.686973,4.1552,4605.46,4619.08,798.448,3482.74,620000,0.287025,781.058,-2.67326,277.271,-0.096635,-6.66798,-3.00955
3424.06,1603.74995993,75.15194751400122,16.618993759155273,310,0.0057119,4.087472254999739,409.844,0.0153907,1261.56,3114000,-0.00111162,10.330093298991414,-3431.79,15.2331,1251.53,89.56951306799237,27729.570060296857,18680,2.40245,0.0192117,126.274,2.82748,0.00239859,3.71745,166.18994140625,0.0255771,-0.153471,1.2843,3.58901,1632.99424749,-0.690639,3.04316,4403.88,4406.16,674.483,3431.9,622000,0.302018,656.141,-2.50613,468.355,-0.0642819,-10.8714,-3.41428
3393.32,1650.70275979,75.01520887299921,16.202085494995117,311,0.00661474,4.0048374100006185,559.977,0.015722,-1076.75,3124000,-0.00154,10.342787801000668,-3396.44,16.8932,-1067.06,89.3628340840005,27818.94229302885,18740,3.11281,0.0224683,282.48,2.68533,0.0024988,3.91394,162.02085876464844,0.020977,-0.0976009,1.30683,3.71011,1689.18555992,-0.687803,2.95473,4265.71,4255.87,655.716,3405.25,624000,0.301917,642.466,-2.7702,574.974,-0.0741902,-5.88416,-3.80587
3054.35,1412.10650009,75.50586956199913,15.287179946899414,312,0.00682527,4.017106013998273,462.083,0.0155652,-903.232,3134000,-0.000968226,10.37602786098796,-3069.54,15.7734,-892.559,89.89900343698537,27908.886170829843,18800,1.90145,0.0179002,154.649,2.08156,0.00269689,3.84723,152.87179565429688,0.0189772,0.203929,1.28246,3.61049,1398.47982704,-0.68654,3.76119,4161.87,4138.28,710.558,3073.22,626000,0.304005,692.769,-2.67091,829.672,-0.130416,-5.89058,-3.20183
2868.31,1436.61133379,74.5098876890006,91.16203308105469,313,0.00700862,4.064624688999174,15191.7,0.0132601,-874.638,3144000,0.000856241,10.305954392002604,-2819.58,23.2734,-831.49,88.88046677000239,27997.739980032846,18860,10.57,0.326613,4577.95,2.13343,0.00210948,5.14057,911.6203002929688,0.0414135,0.386787,1.46302,4.45298,820.055472714,-0.611937,4.26995,4417.1,4426.62,791.489,2864.89,628000,0.260119,788.74,-2.10556,422.988,0.0981191,-8.55844,-3.76997
3308.13,1639.92515194,74.97341708800013,23.579214096069336,314,0.00588855,4.040979114997754,4346.2,0.0160829,-1205.18,3154000,-0.00228227,10.395223478015396,-3298.19,17.9266,-1152.8,89.40961968101328,28087.11427714686,18920,3.07714,0.0359374,1062.62,2.62121,0.00255194,3.7948,235.79212951660156,0.0235114,0.404548,1.31994,3.67021,1542.77681846,-0.619583,3.86951,4615.87,4576.23,803.606,3307.48,630000,0.310875,810.49,-2.25922,527.57,-0.253109,-7.09998,-3.98983
2730.45,1584.52053955,74.31038318799983,17.181543350219727,315,0.00697638,4.007459194999683,1353.81,0.0148161,1194.23,3164000,-7.18083e-05,10.426653212012752,-2738.93,13.9899,1086.92,88.74449559501227,28175.885114731867,18980,2.80225,0.0256857,542.966,2.59042,0.00255658,3.93226,171.8154296875,0.0329978,-0.0552855,1.24753,3.17966,1639.92193121,-0.671847,3.57566,4141.9,4150.6,870.386,2739.91,632000,0.30729,859.81,-2.58834,806.877,-0.165294,-10.2798,-3.15002
3005.2,1543.21682426,74.61076531299841,18.574872970581055,316,0.00714921,4.036676919000456,890.421,0.0170542,-1115.48,3174000,-8.79841e-05,10.60070001299755,-3008.19,16.1985,-1090.87,89.24814224499642,28265.146409028872,19040,2.74308,0.0290465,327.026,2.67421,0.00278346,3.91806,185.7487335205078,0.0226692,0.00970587,1.3041,3.57871,1616.65436863,-0.655929,3.59309,4172.39,4184.3,758.379,3001.78,634000,0.313504,742.726,-2.64798,879.397,-0.134992,-9.0221,-2.99568
2944.24,1635.57586802,75.33379297300053,20.934728622436523,317,0.00742465,4.052845356000034,427.338,0.0161018,406.594,3184000,-2.81253e-05,10.513007868001296,-2960.81,15.5782,386.325,89.89964619700186,28354.969655048877,19100,2.6548,0.0256394,150.315,2.11363,0.00281903,4.1248,209.34727478027344,0.0241744,-0.0823696,1.28988,3.67047,1566.15694269,-0.669229,3.11984,4085.48,4103.95,818.997,2964.72,636000,0.325718,793.715,-2.5533,1126.26,-0.151414,-8.50219,-2.84499
3106.57,1613.40193315,74.80914529599977,16.528615951538086,318,0.00669259,3.9785476550023304,377.888,0.0148725,974.21,3194000,-9.80042e-06,10.60570478898444,-3119.96,15.2745,950.809,89.39339773998654,28444.30017823986,19160,2.29604,0.0102592,199.901,2.98279,0.00265791,3.72898,165.28616333007812,0.0495091,-0.0647632,1.30494,3.75014,1583.98744953,-0.694626,3.47986,4077.96,4087.65,731.976,3109.61,638000,0.306062,712.801,-2.6232,827.372,-0.0555381,-6.61531,-3.41953
2926.43,1580.83972696,74.96642956900178,14.559529304504395,319,0.00661297,3.9180426749990147,414.95,0.0156828,583.466,3204000,-0.00103334,10.203941620002297,-2936.44,17.2241,566.308,89.08841386400309,28533.41280160586,19220,2.10574,0.00582077,130.025,3.09757,0.0029781,3.80951,145.5952911376953,0.0480549,0.498411,1.30649,3.72893,1616.67087994,-0.683396,4.53639,4061.65,4065.27,761.605,2938.04,640000,0.321193,744.335,-2.65833,912.394,-0.0452248,-5.79783,-3.59016
