Policy Loss,Epoch,KL Loss,(Previous) Eval Time (s),Policy mu Max,Log Pis Mean,V Predictions Std,Q Predictions Std,Policy log std Mean,Train Time (s),VF Loss,Q Predictions Mean,Policy mu Mean,V Predictions Max,QF Loss,Q Predictions Max,AverageReturn_all_train_tasks,Z variance eval,R Predictions Min,Policy log std Std,V Predictions Min,Number of rollouts total,KL Divergence,Policy log std Min,Policy mu Min,Epoch Time (s),Number of env steps total,Z variance train,Log Pis Max,RF Loss,Policy mu Std,R Predictions Max,Number of train steps total,R Predictions Mean,Sample Time (s),R Predictions Std,Z mean train,Log Pis Std,V Predictions Mean,Policy log std Max,Log Pis Min,AverageReturn_all_test_tasks,Total Train Time (s),Q Predictions Min,Z mean eval
-1024.26,199,3.4074230194091797,3.9568999569964944,4.52641,0.108073,228.693,231.21,-1.00446,151.08882909500244,99.8635,1017.1,0.0759563,1285.52,345.656,1287.2,610.429653838,0.100053,-0.00870653,0.276017,-11.6141,5329,34.0742301940918,-3.16533,-3.97979,161.07378735200473,804000,0.111485,30.3063,178.565,0.613902,-0.00106483,800000,-0.00440019,6.028058300005796,0.00110728,0.591383,3.12788,1025.17,-0.154603,-11.2994,705.325980951,32255.903429384,-42.2135,0.670501
-981.832,200,4.216493606567383,4.377536590000091,4.6163,-0.0768178,214.552,220.376,-0.976263,150.21435189499607,72.9331,974.477,0.0109181,1232.33,347.58,1244.38,636.348068786,0.0954941,-0.00819519,0.267038,-54.6326,5353,42.16493606567383,-2.66404,-3.48181,160.8477330050082,808000,0.0877513,29.2239,95.2047,0.588649,-0.00143511,804000,-0.00468153,6.255844520012033,0.0010793,0.66071,3.00193,981.017,-0.0578138,-10.1973,687.21856386,32417.019507803,-75.702,0.672522
-945.003,201,2.642207622528076,4.648107505003281,3.08171,-0.342575,199.567,203.329,-0.984805,152.10358294600155,96.8928,936.461,0.015245,1220.47,377.846,1215.83,693.439851209,0.0604809,-0.00758131,0.260036,115.049,5377,26.422075271606445,-2.47511,-3.11565,162.7777874989988,812000,0.0889745,14.7629,188.385,0.56232,-0.000626755,808000,-0.00444517,6.0260970479939715,0.00116869,0.623646,2.84154,942.692,0.0010758,-7.9374,723.307733976,32579.247795312993,72.9389,0.668659
-929.874,202,3.24369215965271,4.099914976002765,3.55189,-0.463773,224.258,230.286,-1.00041,149.87374571399414,159.54,923.261,0.0364714,1218.5,435.62,1223.87,709.364846752,0.0679276,-0.00817514,0.260518,182.769,5402,32.436920166015625,-2.78333,-2.71088,160.05346882699087,816000,0.0664013,18.0471,102.778,0.530794,-0.000932838,812000,-0.00437688,6.079808136993961,0.000995479,0.248864,2.74562,934.38,-0.180531,-9.34307,719.085353425,32739.355790176975,-64.6008,0.614834
-933.362,203,3.1499593257904053,4.156332749997091,3.06122,-0.178049,222.896,225.481,-0.989843,151.04564145900076,122.439,925.924,0.00628647,1210.27,468.244,1197.83,744.865531167,0.0593727,-0.00813142,0.276001,201.754,5427,31.49959373474121,-2.4328,-3.15047,161.3466095140102,820000,0.126095,19.2157,102.378,0.56642,-0.00167401,816000,-0.00451724,6.1446353050123435,0.00100922,0.485633,2.96934,934.875,-0.0996401,-7.94349,699.405549156,32900.66345385799,169.361,0.5212
-972.631,204,3.954650640487671,4.119006269000238,2.75563,-0.0309006,202.166,203.627,-0.974465,150.96132536599907,93.4655,964.505,-0.033007,1210.78,343.583,1218.39,705.228524822,0.0583847,-0.00840224,0.26714,194.909,5451,39.546504974365234,-2.51728,-3.95421,160.9152519949639,824000,0.0825684,26.2288,55.626,0.600312,-0.00208346,820000,-0.00479141,5.834920359964599,0.000945803,0.614509,2.83552,971.644,-0.147169,-8.36045,682.04153224,33061.52251458296,198.722,0.616989
-985.662,205,3.370579957962036,4.064844017004361,3.11895,0.0694066,215.026,223.065,-1.00912,150.37248745699617,126.362,978.074,0.0282169,1253.93,374.774,1241.53,676.449497791,0.0678691,-0.00791736,0.275285,197.92,5476,33.7057991027832,-2.35268,-3.57705,160.67127029399853,828000,0.073399,22.2823,70.6552,0.594687,-0.000931886,824000,-0.00447288,6.233938819998002,0.00112025,0.613923,3.02844,988.962,-0.0354466,-10.4942,734.475645173,33222.752753793946,-89.6206,0.5176
-985.913,206,4.066892147064209,4.62542985699838,2.82846,-0.10461,215.461,219.116,-1.0172,151.1919941110027,121.075,981.525,0.0419011,1274.47,410.212,1280.65,679.405215336,0.0879726,-0.00779475,0.272559,180.142,5500,40.66891860961914,-2.6344,-3.9121,161.84356682799262,832000,0.0691671,17.8109,83.825,0.556807,-0.00096663,828000,-0.00440201,6.026142859991523,0.0010214,0.509541,2.91443,987.03,-0.147483,-8.31895,670.740548762,33384.29288169394,37.9147,0.652109
-1017.71,207,3.4677586555480957,4.323885555000743,2.35929,0.0517947,228.179,234.941,-1.01665,151.28927214999567,88.7271,1010.33,0.0526937,1286.08,345.551,1302.59,761.809732857,0.111166,-0.0086848,0.270604,207.584,5524,34.67758560180664,-2.56036,-2.53646,161.80224527899554,836000,0.0900463,17.1982,116.922,0.579436,-0.00127091,832000,-0.00434166,6.189087573999132,0.00102937,0.561631,2.91356,1014.46,-0.098255,-7.56714,688.148129063,33545.89844063594,-31.7725,0.623728
-997.891,208,3.944798707962036,4.128806133005128,3.05434,0.0163365,220.135,226.668,-0.991506,150.2494392180015,87.9359,989.632,-0.0120008,1253.9,321.432,1253.78,487.717918897,0.122266,-0.00882356,0.264182,197.315,5549,39.4479866027832,-2.66364,-3.87913,160.43559063901193,840000,0.106873,19.4601,155.514,0.588305,-0.00144587,836000,-0.00493623,6.057345288005308,0.0011095,0.620808,2.87181,997.398,-0.23796,-7.33377,475.019657685,33706.660215557946,-9.84992,0.131695
-1002.12,209,3.431781768798828,4.457053772996005,3.20852,0.230059,216.372,219.396,-1.01807,152.41801408699394,123.684,994.495,0.0338645,1259.5,372.591,1256.84,738.803434618,0.0963995,-0.00777967,0.281212,86.7758,5576,34.31781768798828,-2.6198,-2.94548,163.02858496897534,844000,0.108008,21.0039,41.9946,0.600605,-0.00147151,840000,-0.00450578,6.1535171089853975,0.000870457,0.565066,2.98092,1003.99,-0.0793547,-10.3343,714.643032517,33869.607180525934,3.27586,0.598547
-1076.35,210,3.4227542877197266,4.3771613410062855,2.12036,-0.106528,318.581,320.934,-0.980136,152.12852679599746,136.953,1075.82,-0.0229827,1732.6,563.734,1727.95,729.49756087,0.109266,-0.00814973,0.258408,180.244,5600,34.227542877197266,-2.32622,-2.9526,162.6304182810054,848000,0.133287,15.3474,95.955,0.586325,-0.000371642,844000,-0.00445358,6.12473014400166,0.00118829,0.592608,2.65817,1078.74,0.12046,-8.97836,667.365517853,34032.25190948393,179.545,0.653224
-1012.22,211,4.12445068359375,4.393190978997154,2.59542,0.0330587,245.59,247.444,-0.995152,150.99876654899708,97.8787,1004.77,0.0311909,1289.9,300.56,1280.89,699.922403763,0.0774485,-0.00811568,0.271363,166.677,5626,41.2445068359375,-2.67943,-2.87942,161.49193921899132,852000,0.058786,19.9251,186.255,0.593361,-0.000213688,848000,-0.00469571,6.099981690997083,0.00117752,0.547331,2.97496,1014.26,-0.152992,-11.069,695.614228336,34193.410782420935,160.741,0.609347
-1003.92,212,3.6729114055633545,4.0619778120017145,2.72417,-0.191556,236.946,239.255,-0.988925,154.1861343579949,101.861,997.997,0.0100692,1274.57,322.866,1290.08,760.675821078,0.0914229,-0.00795758,0.264445,192.825,5650,36.7291145324707,-2.56529,-2.06483,164.22195162797289,856000,0.0586253,13.9463,75.0669,0.581773,-0.00112953,852000,-0.00453228,5.973839457976283,0.000938086,0.532403,2.76277,1001.33,-0.131727,-9.4039,714.129330522,34358.352907759916,188.764,0.573814
-1059.91,213,3.1341137886047363,4.784465856995666,2.36538,-0.00531676,213.965,215.762,-1.00292,152.4390672810041,124.13,1052.22,0.00702635,1403.82,337.393,1402.99,717.874602974,0.0601209,-0.00781414,0.254808,196.674,5675,31.341136932373047,-2.29815,-2.39747,164.26749980900786,860000,0.0796554,14.1087,120.272,0.586928,-0.000678936,856000,-0.00450237,7.043966671008093,0.00102937,0.58549,2.69052,1053.79,-0.0388869,-9.68062,757.471435557,34522.12079405791,190.079,0.612596
-1036.7,214,4.3700079917907715,4.286992402994656,2.97295,0.191831,220.935,226.447,-1.00388,151.55724419299804,113.559,1026.9,-0.00893976,1292.98,375.921,1302.11,793.162305476,0.0651508,-0.00868339,0.272926,97.9154,5700,43.700077056884766,-2.44229,-2.96066,162.06069811300404,864000,0.0807575,21.7829,213.494,0.616498,-0.000379213,860000,-0.00483968,6.216461517011339,0.00122206,0.670012,3.00292,1035.3,-0.156538,-8.23652,711.705747606,34684.11098364992,-12.712,0.562502
-1027.05,215,3.5882527828216553,4.218280763998337,3.21725,0.0430007,196.299,200.097,-1.01499,150.99648825199984,82.7825,1019.75,-0.036829,1324.17,313.696,1325.41,759.671119232,0.0823026,-0.0082602,0.262109,159.375,5725,35.88252639770508,-2.67257,-3.59017,161.3913823799885,868000,0.0648108,21.834,157.863,0.599942,-0.00183227,864000,-0.00497786,6.176613363990327,0.000974772,0.566179,2.88042,1026.29,-0.127927,-8.91579,730.637750368,34845.50985658391,3.00169,0.609978
-990.174,216,3.1111161708831787,4.227797324994754,3.07993,0.0354628,206.002,210.019,-1.00829,151.38121128999774,101.115,984.147,-0.00417279,1290.08,382.884,1300.76,597.225546093,0.0966889,-0.00821202,0.265811,192.796,5750,31.111160278320312,-2.51241,-2.90399,161.82600249599636,872000,0.0692296,24.1632,48.6381,0.595965,-0.00142787,868000,-0.004567,6.216993881003873,0.000987603,0.512819,2.90615,987.155,-0.228382,-8.9624,723.533832697,35007.48371294491,1.78503,0.634309
-1090.36,217,3.4763734340667725,4.377625528999488,2.42231,0.339922,263.843,266.983,-1.01516,152.80489554499945,121.151,1083.35,0.0517161,1534.54,483.244,1550.63,667.484441919,0.0830531,-0.00786051,0.281547,202.16,5774,34.76373291015625,-2.2887,-2.44206,163.40393763601605,876000,0.076644,13.407,233.111,0.612028,-0.000269491,872000,-0.00455467,6.221416562017112,0.00131029,0.631999,2.91525,1091.57,-0.115473,-14.7723,689.682967566,35171.00091014193,7.67988,0.600782
-1047.06,218,3.814275026321411,4.49256151499867,4.18382,0.0906766,240.454,243.902,-0.99776,152.25195785499818,115.086,1041.77,0.0155924,1322.62,405.998,1314.03,737.0517875,0.0558518,-0.00768822,0.271055,81.2858,5798,38.14274978637695,-2.49329,-3.1746,162.82603826398554,880000,0.0724064,21.5944,189.272,0.611132,3.5348e-05,876000,-0.0044964,6.081518893988687,0.0012511,0.630976,3.06826,1051.05,-0.111442,-7.54241,737.459307929,35333.467670225924,-15.0754,0.573372
-992.227,219,3.153810977935791,4.135051602999738,2.92598,0.0256689,231.29,235.636,-1.03482,152.28116672299802,171.589,985.869,0.0339646,1337.25,469.339,1334.15,744.908119921,0.102388,-0.00749056,0.27487,164.779,5822,31.538108825683594,-2.79225,-2.45247,162.52982938999048,884000,0.0710812,20.642,83.7298,0.565294,-0.00204259,880000,-0.00424829,6.113611063992721,0.00093011,0.48271,3.0237,993.981,-0.158254,-7.89868,723.998872622,35496.01965153693,-15.8252,0.398134
-1057.95,220,3.8681747913360596,4.159083471000486,2.82885,0.0488079,238.8,242.797,-1.0161,151.54985955399752,102.627,1047.28,-0.00684763,1326.44,412.888,1328.48,713.122730726,0.080141,-0.00814756,0.294588,118.247,5847,38.68174743652344,-3.27086,-2.76962,161.85899191800854,888000,0.0868057,19.858,182.724,0.611365,-0.00133264,884000,-0.00455105,6.150048893010535,0.00109666,0.596041,3.13197,1053.69,-0.110537,-11.0638,725.136461245,35657.95577691794,-7.60618,0.651952
-1046.92,221,4.223023891448975,4.238826595006685,2.40583,0.228814,214.284,215.64,-1.01684,151.61182493100205,99.6336,1040.33,0.0323335,1302.02,384.833,1321.83,820.42466136,0.0782028,-0.00716543,0.263444,166.7,5871,42.2302360534668,-2.3115,-2.93667,162.17847375503334,892000,0.0285553,12.4132,126.314,0.593959,-0.00107937,888000,-0.00452701,6.327822229024605,0.00100105,0.537651,2.64479,1042.71,-0.0799006,-7.40296,750.545367409,35820.09225939798,177.231,0.44062
-1055.59,222,4.5813307762146,4.1982188890033285,2.96538,0.214546,223.431,227.69,-1.01597,148.74547272900236,101.603,1049.15,0.01016,1318.56,394.714,1325.82,396.050023302,0.0710501,-0.00883378,0.270154,201.571,5895,45.81330871582031,-2.43811,-2.43467,159.11091357800615,896000,0.0255667,13.7782,124.735,0.599266,-0.00203115,892000,-0.004693,6.167221960000461,0.0010052,0.528543,2.84782,1056.1,-0.129297,-8.57664,726.833131756,35979.472524645964,149.054,0.589191
-1063.08,223,3.5594189167022705,4.469682169001317,3.28649,0.267973,248.919,252.654,-1.02306,152.54183483299857,161.611,1053.35,0.0289953,1372.03,331.682,1378.17,762.564631361,0.0804014,-0.00818522,0.291145,194.92,5920,35.59418869018555,-2.71348,-2.48269,163.09820464302175,900000,0.0667024,17.0569,212.79,0.617975,-0.00106074,896000,-0.00448009,6.086687641021854,0.00109659,0.536769,3.14724,1058.68,-0.1818,-10.1276,411.785842041,36142.357647201985,62.9938,0.61301
-1009.47,224,3.824579954147339,4.258482179000566,2.4217,-0.0343112,224.663,227.402,-1.00962,152.06485054599761,100.028,1000.82,-0.0328803,1309.18,1069.42,1318.22,666.414422003,0.120765,-0.00899392,0.263309,169.209,5944,38.24580001831055,-2.37055,-2.94401,162.5648622449953,904000,0.214824,17.087,116.352,0.588653,-0.00179968,900000,-0.00470593,6.24152951999713,0.000981442,0.535641,2.88826,1008.86,0.10334,-9.47675,746.185095189,36305.02065370299,175.423,0.747751
-1062.75,225,3.693288564682007,4.358750076004071,2.27529,0.234984,213.274,216.002,-1.01049,150.88643377900007,125.421,1056.5,0.000303231,1357.51,401.005,1371.17,718.185054182,0.0988043,-0.00838651,0.264719,188.45,5970,36.932884216308594,-2.65348,-3.07755,161.32394992400077,908000,0.0820419,19.9656,104.373,0.608096,-0.000345327,904000,-0.0045434,6.078766068996629,0.00115179,0.581419,2.87649,1057.42,-0.218771,-8.66493,684.122415389,36466.48113326298,195.138,0.603191
-1064.23,226,3.8953826427459717,4.49731411600078,3.16064,0.213911,225.138,233.679,-1.00406,151.53342898999836,145.782,1054.15,-0.00237412,1324.19,364.514,1323.97,718.758123819,0.0802969,-0.00840572,0.271946,63.8542,5995,38.953826904296875,-2.51048,-2.81941,162.25058329699095,912000,0.0816505,21.0981,111.205,0.61915,-0.00123229,908000,-0.0046292,6.2198401909918175,0.00113705,0.57752,2.93701,1058.66,-0.156197,-9.65536,616.875501292,36628.72698389997,-43.7357,0.604344
-1046.89,227,2.4404311180114746,4.49468714199611,3.58099,0.0353653,218.827,222.272,-1.01719,151.90977962499892,82.4859,1038.32,0.0101404,1348.34,350.083,1357.4,744.548413229,0.0806812,-0.0082808,0.259758,109.673,6021,24.40431022644043,-3.05362,-3.66342,162.56589755999448,916000,0.093484,19.8211,170.921,0.568771,-3.55387e-05,912000,-0.00429532,6.161430792999454,0.00121867,0.520795,2.7245,1043.46,-0.166182,-8.55349,724.816623023,36791.03364705697,35.0298,0.628269
-1079.65,228,3.0215249061584473,4.237181507000059,4.12795,0.31698,227.067,235.631,-1.03112,151.75369125299767,200.793,1070.66,0.0510214,1377.45,379.383,1386.86,772.802555273,0.0564885,-0.00856141,0.270431,65.69,6046,30.215248107910156,-2.63404,-3.04593,162.14407864899113,920000,0.0577668,27.1243,194.014,0.61395,-0.000793188,916000,-0.00446676,6.153205888993398,0.00116826,0.607365,3.21062,1073.83,-0.144768,-9.62272,773.804015494,36953.12025720095,-29.3319,0.569624
-1136.43,229,3.0174262523651123,4.18190414399578,2.5818,0.184271,252.88,254.988,-1.03216,151.44201772900124,153.062,1129.36,0.0264456,1523.96,456.299,1527.53,784.070735883,0.0613733,-0.00860294,0.281261,190.94,6071,30.17426109313965,-2.723,-2.98563,161.86710388397478,924000,0.20073,19.1281,217.19,0.607908,-0.0010762,920000,-0.00430429,6.243182010977762,0.00120987,0.57262,2.95634,1141.57,-0.0490274,-8.72345,750.997097213,37114.990270945935,159.782,0.587665
-1033.62,230,4.609447002410889,4.1865619189993595,2.57281,0.162893,257.541,262.94,-1.03271,151.23184669899638,131.116,1028.63,0.0135531,1376.08,534.339,1380.91,763.157876804,0.0424881,-0.00761826,0.283468,153.746,6095,46.09446716308594,-2.79056,-2.63002,161.67983211698447,928000,0.0499158,17.8368,82.3045,0.581393,-0.00119521,924000,-0.00434266,6.261423498988734,0.000957014,0.267392,2.92716,1033.1,-0.159018,-12.0111,730.159146751,37276.90181551392,-27.2544,0.587188
-1061.99,231,4.156357765197754,4.420393203996355,3.52164,0.0827802,238.547,241.394,-1.00375,150.55559028100106,107.926,1054.47,0.014685,1361.01,498.806,1368.94,761.085794867,0.063648,-0.00988989,0.269936,72.4676,6121,41.563575744628906,-2.7442,-2.92945,161.19915809799568,932000,0.0593235,14.6631,119.16,0.604767,-0.00115845,928000,-0.00470555,6.223174612998264,0.00104697,0.606839,2.80528,1061.51,-0.189473,-10.5619,738.820796691,37438.16884177193,153.823,0.492285
-1092.41,232,4.373060703277588,4.490093047999835,3.26393,0.0368425,241.206,244.239,-1.00017,151.67640323099477,96.9942,1086.67,0.0388367,1370.77,355.643,1368.94,447.72852532,0.0831911,-0.00878591,0.268558,185.984,6148,43.73060607910156,-2.69173,-3.16929,162.314253139004,936000,0.0649326,22.2747,142.682,0.607944,-0.00173187,932000,-0.00466066,6.147756860009395,0.000966308,0.563725,2.9402,1096.88,-0.0929034,-11.4141,669.128476587,37600.22649291493,1.87292,0.623833
-1094.69,233,3.1140685081481934,4.235693718997936,2.79573,0.215077,231.91,237.615,-0.99753,151.00065721200372,86.4534,1085.45,0.0372291,1375.03,348.423,1379.55,741.959446895,0.0549675,-0.00830426,0.282528,156.882,6174,31.140684127807617,-2.40077,-2.99168,161.34324510399892,940000,0.0897121,20.531,246.778,0.615342,-0.000840895,936000,-0.00445312,6.106894172997272,0.00123819,0.635575,2.91528,1095.64,-0.0729242,-8.40785,746.374980106,37761.70988645393,2.91607,0.503135
-1100.02,234,3.685082197189331,4.377992511006596,2.54972,0.343569,252.932,254.633,-1.02522,150.76241944699723,119.248,1093.25,0.0452856,1397.59,544.219,1396.05,668.077595393,0.102073,-0.00652405,0.282211,140.279,6199,36.85082244873047,-2.50051,-3.05802,161.32987749000313,944000,0.0445119,16.1698,50.056,0.607405,-0.00157072,940000,-0.00423179,6.1894655319993035,0.000772936,0.503759,2.95151,1104.87,-0.093124,-8.43294,665.219261168,37922.89420447693,84.556,0.593037
-1048.37,235,3.5511982440948486,4.2344263839986525,2.55134,0.0615998,235.735,236.361,-1.01265,150.49716349200025,134.099,1041.99,0.0249244,1379.87,417.822,1363.77,640.954428027,0.0692102,-0.00763297,0.266301,182.637,6224,35.51198196411133,-2.35921,-2.1848,160.90355591500702,948000,0.0518323,14.0119,146.99,0.595835,-0.00149914,944000,-0.00463071,6.171966039008112,0.00104417,0.395038,2.83811,1053.62,-0.160647,-10.6782,673.908357639,38083.87384954895,178.943,0.343027
-1078.31,236,3.7300987243652344,4.31244719800452,3.82454,0.0268728,231.95,235.955,-1.00148,150.37637463599822,89.6825,1076.31,-0.0235339,1378.7,362.78,1378.21,757.628178038,0.110803,-0.00844844,0.271479,191.921,6248,37.300987243652344,-2.54233,-4.76386,160.6155941390025,952000,0.0798449,26.6817,164.629,0.606674,-0.00224542,948000,-0.00482489,5.9267723049997585,0.00108462,0.59732,2.97078,1082.15,-0.20462,-8.23222,742.253416795,38244.62189374995,35.4966,0.660633
-1078.43,237,2.9933292865753174,4.446945114999835,2.86112,0.0427077,209.666,213.902,-1.0254,150.04940199300472,89.6819,1070.35,0.00709398,1366.88,405.65,1376.31,794.106663276,0.0765888,-0.00872117,0.269695,118.487,6273,29.933292388916016,-2.3872,-2.77287,160.61014463199535,956000,0.0735022,16.0219,89.6382,0.591582,-0.000398502,952000,-0.0045821,6.113797523990797,0.00103659,0.489241,2.81359,1079.83,-0.0706999,-8.9863,777.573114622,38405.293165903946,132.242,0.589746
-1061.76,238,2.584646224975586,4.510073604003992,4.77258,0.279502,260.64,266.449,-1.02956,151.54193124200538,117.453,1053.26,0.0336266,1331.87,339.694,1349.45,751.836855762,0.07013,-0.00686173,0.277053,175.376,6299,25.84646224975586,-3.00461,-2.71435,162.24623650102876,960000,0.112699,21.895,74.0844,0.596225,-0.00145561,956000,-0.00418478,6.194231655019394,0.000854614,0.465813,3.04547,1060.45,-0.0333025,-8.05056,754.805715905,38567.213546085964,-26.1846,0.596186
-1091.01,239,4.0910964012146,4.186153401999036,2.86699,0.23708,229.073,232.616,-1.01489,149.26260872100102,77.62,1082.93,-0.000155615,1397.1,440.279,1391.43,785.038013487,0.101999,-0.00828459,0.269617,121.121,6323,40.91096115112305,-3.00324,-3.7779,159.53671487700922,964000,0.0666108,29.711,112.6,0.618765,-0.00172629,960000,-0.00461919,6.087952754009166,0.00108404,0.577191,3.08139,1088.91,-0.251642,-8.59823,745.475928738,38726.54552023399,77.4264,0.582728
-1071.57,240,3.4803719520568848,3.9834258999981103,2.90719,-0.000187621,211.292,217.283,-1.00752,151.88122393799858,85.0392,1062.29,-0.0242871,1367.07,385.148,1363.77,705.800472125,0.0959122,-0.0072197,0.258048,175.408,6347,34.80371856689453,-2.26238,-2.76978,161.86328240299918,968000,0.0889018,17.7911,47.7843,0.597109,-0.000552966,964000,-0.00463877,5.998632565002481,0.000956569,0.571733,2.86635,1070.06,-0.231855,-9.41108,782.110475812,38888.592341587995,43.8586,0.625947
-1151.33,241,3.0790703296661377,4.169384476001142,2.8397,0.336738,278.683,282.535,-1.00227,150.4104518690001,178.248,1143.06,0.00138328,1693.92,558.752,1699.11,609.412656614,0.0786134,-0.00762299,0.282297,188.461,6371,30.79070281982422,-2.57789,-3.23623,160.8352359970013,972000,0.0944094,16.6613,113.298,0.636522,-0.000415259,968000,-0.00458983,6.255399652000051,0.00101522,0.555802,3.04399,1147.71,-0.127227,-8.10074,766.323705551,39049.514560631986,181.403,0.633594
-1110.19,242,2.972087860107422,4.258444404993497,3.239,0.337291,218.73,223.31,-1.04579,151.79879144500592,142.401,1105.82,0.0795809,1378.1,440.892,1402.57,804.492419866,0.0950514,-0.00694165,0.269868,159.25,6397,29.72087860107422,-2.35029,-2.43415,162.25532479699905,976000,0.0730866,19.4281,72.2862,0.596307,-0.00184326,972000,-0.00441054,6.198088946999633,0.000884531,0.462502,2.96179,1110.15,0.13925,-7.5537,693.863288996,39211.82979167299,153.218,0.616853
-1228.51,243,4.280673980712891,4.32041056700109,3.30117,0.537481,269.245,272.251,-1.02451,149.58974601399677,170.378,1225.09,0.00150425,1646.87,645.877,1660.43,761.424452328,0.0644621,-0.00764205,0.296031,192.938,6421,42.806739807128906,-3.52303,-3.62611,160.06279005500983,980000,0.0748921,22.3792,141.882,0.665842,-0.00187627,976000,-0.00483906,6.152633474011964,0.00105214,0.494434,3.12039,1231.4,0.000388503,-9.21616,701.469992083,39371.98408562101,151.428,0.601197
-1086.99,244,3.7421398162841797,4.414177357997687,2.74015,-0.0472872,249.726,252.326,-1.0096,151.2095021750065,114.805,1081.07,-0.00714804,1431.55,341.985,1436.23,811.749716245,0.0871323,-0.00730323,0.276363,156.582,6446,37.4213981628418,-2.44615,-3.30963,161.8087156960246,984000,0.0450581,17.8167,85.8235,0.583137,-0.00174917,980000,-0.00450238,6.185036163020413,0.00101865,0.534628,2.90403,1084.48,-0.15708,-10.9345,762.23281662,39533.67807038702,154.503,0.572706
-1066.33,245,2.7526683807373047,4.301890820999688,3.0944,0.0539523,230.222,232.458,-1.0243,151.83057261000067,177.133,1061.24,0.00888466,1431.25,487.064,1438.94,753.409796247,0.0593471,-0.00798517,0.260355,170.142,6471,27.526683807373047,-2.74759,-3.19205,162.19093173600413,988000,0.125143,17.5509,167.761,0.581965,-0.00174779,984000,-0.00453974,6.058468305003771,0.00105984,0.321938,2.83633,1068.93,-0.16537,-11.0219,463.076997047,39696.16818305603,63.3042,0.518315
-1099.17,246,4.196469783782959,4.602474676001293,2.43045,0.31145,239.626,243.807,-1.00848,150.66047013500065,88.2235,1091.87,-0.00547703,1403.25,318.179,1408.04,793.623619183,0.102472,-0.00763834,0.279658,186.986,6496,41.96469497680664,-2.51546,-2.63734,161.33756310700846,992000,0.053766,18.5232,129.316,0.612805,-0.000668123,988000,-0.00466799,6.07461829600652,0.00104449,0.580354,3.01048,1101.51,-0.150515,-10.2562,755.176482559,39857.109304566024,32.0495,0.620441
-1097.18,247,3.0564138889312744,4.208612299997185,2.48235,0.268602,234.992,242.081,-1.01053,151.04714944299485,82.4689,1085.66,0.0357301,1423.76,382.807,1427.22,830.642070905,0.0741743,-0.00848343,0.280411,185.932,6520,30.564138412475586,-2.78172,-3.50655,161.21384073199442,996000,0.0697355,21.9996,130.787,0.620605,-0.00114663,992000,-0.00440318,5.958078989002388,0.00108487,0.486176,2.9756,1097.82,-0.13132,-8.94007,765.221162148,40018.41761658601,47.921,0.573122
-1079.89,248,2.643141746520996,4.304746066998632,3.01538,0.051561,252.203,257.163,-1.01062,149.9456986879959,143.534,1071.74,0.0226139,1467.75,391.31,1477.84,635.836878001,0.0564186,-0.00779953,0.277779,182.381,6544,26.43141746520996,-2.82861,-3.57894,160.45037793898518,1000000,0.13577,20.7223,151.359,0.596084,-0.000424524,996000,-0.00452563,6.199933183990652,0.001078,0.495052,3.0382,1081.08,-0.176599,-11.1103,777.602532399,40178.83780251,20.7144,0.617991
-1153.23,249,3.4245567321777344,4.276439608001965,2.59396,0.373719,229.636,235.729,-1.04233,151.55259568399924,132.6,1145.09,0.0985591,1423.77,385.243,1430.74,820.090577124,0.0703969,-0.00678383,0.272783,170.149,6570,34.245567321777344,-2.37473,-2.33008,161.97696699199878,1004000,0.0627567,14.7389,91.0779,0.609205,-0.0021643,1000000,-0.00422756,6.147931699997571,0.000819674,0.515765,2.87982,1147.93,-0.201331,-10.1378,801.38601263,40340.69732839501,167.467,0.561222
-1076.68,250,3.294407606124878,4.16088041200419,2.35242,0.0672862,250.608,252.201,-1.01702,151.5806890390013,105.76,1071.96,0.0340697,1411.53,509.49,1423.59,815.352250904,0.0770557,-0.00787751,0.272955,165.283,6594,32.94407653808594,-2.59774,-2.44224,161.78919574499741,1008000,0.0674122,15.8799,98.5993,0.590136,-0.000547483,1004000,-0.00453773,6.047626293991925,0.000973538,0.50301,2.80772,1075.31,-0.123763,-9.80103,764.064499704,40502.551400348006,163.326,0.639882
-1146.23,251,2.47566819190979,4.228048282995587,3.89537,0.354445,243.274,249.027,-1.04941,150.68619160699745,98.2761,1136.68,0.0806884,1499.52,574.497,1499.07,821.051329946,0.0856205,-0.00767128,0.271898,166.716,6619,24.756681442260742,-2.4146,-2.4117,161.04988055799186,1012000,0.121504,15.3892,188.264,0.595849,-0.00129442,1008000,-0.0042748,6.135640667998814,0.000990618,0.47604,2.85251,1147.8,0.00940251,-10.7517,786.897363267,40663.46132211601,-49.2239,0.650623
-1125.42,252,4.198070526123047,4.090222617000109,2.89329,0.19188,236.852,241.468,-1.00851,150.47709143599786,112.63,1117.33,0.00576332,1435.13,408.55,1429.94,807.647540224,0.0838308,-0.00831983,0.26922,119.53,6645,41.98070526123047,-2.88765,-3.00737,160.73334192997572,1016000,0.075301,22.9913,96.1559,0.61127,-0.00164374,1012000,-0.00467509,6.166027876977751,0.00112348,0.611704,2.86035,1130.09,-0.0365027,-9.57384,800.194493765,40824.20232675499,9.51387,0.597798
