Epoch,VF Loss,Sample Time (s),Q Predictions Std,R Predictions Min,V Predictions Max,Z variance train,Policy mu Mean,Log Pis Max,Policy log std Min,V Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Total Train Time (s),Policy log std Max,Number of rollouts total,R Predictions Mean,Log Pis Std,Number of env steps total,Policy mu Max,Q Predictions Mean,R Predictions Max,Z mean eval,Policy log std Mean,KL Divergence,Z mean train,Policy log std Std,Z variance eval,Policy mu Min,R Predictions Std,Log Pis Min,Q Predictions Max,Q Predictions Min,V Predictions Std,KL Loss,(Previous) Eval Time (s),V Predictions Min,QF Loss,Number of train steps total,AverageReturn_all_train_tasks,Policy mu Std,Epoch Time (s),RF Loss,Policy Loss,Train Time (s)
256,2.6561,4.1678843240079,86.0385,0.00448915,167.253,0.767619,-0.0138426,12.3967,-2.20705,79.8556,-2.41336,-27.5998515142,43590.331815912024,0.191498,21560,0.00959781,2.00597,1228000,2.68087,75.1622,0.0153663,0.0323683,-0.401289,31.1146183013916,0.00842433,0.244522,0.789238,-3.01688,0.00168621,-10.1557,165.621,-686.401,85.0481,3.111461877822876,40.723829751004814,-677.934,6.39646,514000,-26.9756270229,0.53866,170.21271233201696,50.185,-80.3939,125.32099825700425
257,2.22956,4.204655995017674,65.3669,0.0055024,162.166,0.803063,-0.0142276,9.25652,-2.12717,95.8688,-2.61186,-30.9979565475,43760.11237395304,0.109211,21640,0.00973317,1.88374,1232000,2.51225,90.1108,0.0152092,0.0359284,-0.401825,30.24567222595215,0.277006,0.237063,0.78163,-2.31432,0.0015761,-11.6464,159.33,-723.651,63.7181,3.0245673656463623,40.42189799500193,-715.35,5.26579,516000,-26.8731578537,0.498978,170.29455573201994,38.2071,-95.5639,125.66800174200034
258,2.97971,4.123879967017274,66.8301,0.00530378,146.154,0.784663,-0.0173683,8.31893,-2.4209,76.5992,-2.34447,-30.1011479565,43928.70772111805,0.156386,21720,0.00995061,2.03748,1236000,2.43472,71.6159,0.0146708,0.0222418,-0.415944,30.605836868286133,0.142239,0.251917,0.784145,-2.13374,0.00153613,-9.01777,143.176,-720.332,65.5952,3.0605838298797607,39.90983876700193,-708.52,6.16518,518000,-28.3451742988,0.550791,168.2785127750176,36.8588,-76.616,124.24479404099839
259,2.70426,4.143523564991483,73.4364,0.00523962,164.492,0.763618,-0.0221995,5.68963,-2.16198,84.2389,-2.45329,-29.6390858659,44096.30514666803,0.105122,21800,0.00978407,2.00232,1240000,2.25673,79.3835,0.0147578,0.0157716,-0.401703,30.476774215698242,0.0636848,0.241217,0.766359,-2.27114,0.00157798,-9.1533,161.892,-568.572,71.7735,3.047677516937256,40.22883261899551,-561.526,6.05417,520000,-27.8057022414,0.532336,167.22032767198834,39.0852,-84.528,122.84797148800135
260,2.92737,4.166460382031801,100.738,0.00517597,173.594,0.831791,-0.0185416,12.7876,-2.32857,93.9572,-2.59211,-29.9472521942,44263.98648155806,0.118693,21880,0.00974702,1.9349,1244000,3.5405,88.7571,0.0153956,0.017146,-0.39634,34.219093322753906,0.369906,0.23778,0.771085,-2.1806,0.00162739,-9.60887,170.961,-843.009,98.7816,3.4219093322753906,40.608537170999625,-835.918,5.45766,522000,-27.6284022899,0.491345,167.7326641690379,38.5526,-94.7328,122.95766661600646
261,2.97248,4.129360014012491,78.9061,0.00589389,145.794,0.804683,-0.0308755,6.73758,-2.31312,88.0421,-2.65919,-30.9741673962,44432.88944634507,0.189907,21960,0.00989318,1.77584,1248000,2.27854,83.4327,0.0139964,0.0261894,-0.391173,29.47878646850586,0.396468,0.242683,0.762434,-2.45374,0.00153923,-7.92097,143.986,-850.777,78.0401,2.94787859916687,40.558949382997525,-844.466,5.2568,524000,-26.7229815668,0.497249,168.6243818320072,43.1036,-88.1163,123.93607243499719
262,3.64021,4.225056150004093,102.984,0.00532684,153.362,0.735935,-0.00912054,18.1164,-2.0868,69.5738,-2.34782,-32.335497776,44602.687485740076,0.237932,22040,0.00960221,2.11296,1252000,2.78366,64.0288,0.0137955,0.0173812,-0.408698,30.31650733947754,0.0615992,0.247276,0.751212,-2.60475,0.00160985,-8.80547,150.578,-693.661,101.9,3.0316507816314697,40.83971226200083,-689.506,5.87718,526000,-27.0914750676,0.553045,169.92870761300583,47.3056,-69.136,124.8639392010009
263,2.68476,4.198078900997643,59.3724,0.004808,169.09,0.74912,-0.0211016,8.74156,-2.17097,106.678,-2.79132,-29.5037908046,44773.45666534608,0.131573,22120,0.00950889,1.66136,1256000,2.56416,101.934,0.0140764,0.0314418,-0.390924,29.440353393554688,0.257483,0.233386,0.792002,-2.29951,0.00163366,-9.18185,166.316,-638.49,58.6998,2.944035291671753,40.7109829789988,-620.711,4.87849,528000,-27.0420809897,0.451966,170.8268542549995,38.1472,-106.852,125.91779237500305
264,2.81429,4.161519905006571,87.5244,0.00448708,165.446,0.796085,-0.0317664,12.4118,-2.32279,85.3796,-2.52921,-31.6324227922,44944.19042183308,0.139897,22200,0.00967484,1.9264,1260000,3.22153,80.3569,0.0139972,0.0299461,-0.402024,30.4571590423584,0.13838,0.238416,0.741595,-2.51788,0.00160305,-8.09994,163.441,-870.805,86.6982,3.0457160472869873,40.655507919997035,-865.267,5.5252,530000,-27.7304887588,0.525843,170.7368723460022,27.4586,-85.4318,125.9198445209986
265,2.51749,4.253295068971056,58.8588,0.00509767,156.089,0.752177,0.00034832,5.64735,-2.26252,97.6963,-2.64241,-30.8808055139,45115.30970154405,0.1605,22280,0.00971365,1.83075,1264000,2.1799,92.4684,0.0150705,0.0216009,-0.391256,29.201948165893555,0.264852,0.235691,0.755642,-2.27992,0.00160205,-9.24777,153.057,-470.595,57.0393,2.9201948642730713,40.65444836200186,-461.735,4.95708,532000,-27.7577074312,0.493696,170.4584808839718,25.3409,-97.5225,125.55073745299887
266,2.53886,4.171572304985602,78.5226,0.00527291,166.025,0.79573,-0.00838903,13.8639,-2.14258,91.6993,-2.61287,-31.7265986509,45283.95687625504,0.168121,22360,0.00970205,1.91469,1268000,2.61576,86.1395,0.0149255,0.0253558,-0.397515,31.315959930419922,0.183643,0.237792,0.804969,-2.53856,0.00159154,-8.90044,163.316,-616.604,76.7962,3.131596088409424,41.317479555997124,-615.861,6.43683,534000,-28.1238781246,0.499308,169.74942346598255,45.8808,-91.4022,124.26037160499982
267,3.62963,4.155679909992614,106.1,0.00535061,154.829,0.798374,-0.00712729,10.2704,-2.42595,46.1682,-2.05047,-30.6578893508,45453.22067216605,0.100478,22440,0.00996957,2.24699,1272000,2.36213,40.4899,0.0150296,0.0355004,-0.435946,32.729331970214844,0.426671,0.261588,0.744739,-2.37773,0.0016755,-11.9099,151.8,-881.972,104.349,3.2729332447052,40.21726370700344,-875.548,7.34254,536000,-27.3731295336,0.604936,169.1791473179983,32.0492,-46.35,124.80620370100223
268,3.18035,4.137106415015296,84.786,0.0052993,166.513,0.78572,-0.0199791,15.3269,-2.25295,91.0601,-2.60241,-31.5414524823,45621.574939972066,0.16182,22520,0.00957509,1.94407,1276000,2.92474,86.2603,0.0150538,0.0293015,-0.398027,30.04240608215332,0.0507469,0.237577,0.814091,-2.86261,0.00160907,-10.0983,164.174,-634.343,84.0704,3.0042407512664795,40.304061296003056,-660.892,6.04468,538000,-27.454611443,0.498508,168.78649007101922,29.2714,-91.2169,124.34532236000086
269,2.91257,4.032453425010317,79.9819,0.00499232,170.387,0.794332,-0.0176652,7.79483,-2.22522,93.3909,-2.50271,-30.4319284755,45790.17685429208,0.0598723,22600,0.00967722,1.92909,1280000,2.40505,87.7219,0.0148656,0.0218904,-0.410453,31.566083908081055,0.385187,0.241691,0.781681,-2.03656,0.00158888,-8.4584,167.46,-835.034,78.8442,3.1566083431243896,39.87391611200292,-824.76,5.67319,540000,-26.9610638644,0.510044,168.71802941401256,39.6439,-93.1279,124.81165987699933
270,2.82038,4.174645302009594,88.8478,0.005245,170.7,0.838248,-0.0220661,9.85595,-2.34534,90.7707,-2.45443,-33.6346810061,45958.4770224861,0.0447551,22680,0.00943644,1.93465,1284000,3.50663,85.0036,0.0143485,0.0155067,-0.419533,35.307071685791016,0.3511,0.244795,0.783541,-2.70523,0.00155589,-8.36979,168.258,-931.831,87.2497,3.5307071208953857,39.76031025900011,-916.513,6.155,542000,-29.771567279,0.514914,167.91022985001473,49.2324,-91.1525,123.97527428900503
271,2.6404,4.1895898320071865,81.9487,0.0052334,166.03,0.792158,-0.0130213,15.6522,-2.18716,96.4206,-2.57442,-30.5428041958,46127.65801368509,0.0525253,22760,0.00985539,1.87849,1288000,3.37207,90.9339,0.0145094,0.02762,-0.412175,32.338775634765625,0.330216,0.245073,0.788715,-2.95972,0.00158826,-7.92251,163.034,-904.103,80.7334,3.233877658843994,40.15203307200136,-898.14,5.58815,544000,-27.8234912859,0.491413,168.71011968500534,46.6436,-96.1375,124.3684967809968
272,3.52651,4.269843709022098,80.6412,0.00570806,167.846,0.772513,-0.0224149,21.0182,-2.47167,75.7578,-2.34794,-31.3635741803,46296.500512527105,0.0595059,22840,0.00972573,2.1225,1292000,3.35629,70.5507,0.0146316,0.0186865,-0.420449,32.755287170410156,0.276319,0.253824,0.772312,-3.89743,0.00153912,-10.5876,165.059,-879.379,79.2624,3.2755286693573,40.625146406993736,-877.91,5.80011,546000,-28.0827559524,0.549922,169.3283619680151,34.5648,-75.6556,124.43337185199925
273,3.03138,4.145327912992798,90.3144,0.00590915,169.891,0.784398,-0.00139066,14.8459,-2.40004,93.1771,-2.62964,-31.5974886709,46464.38708796412,0.082163,22920,0.00963643,1.88012,1296000,3.18501,87.5158,0.0142976,0.0233737,-0.394796,29.03900718688965,0.344368,0.240588,0.745246,-2.547,0.00153025,-9.73482,166.813,-813.397,88.9541,2.9039008617401123,40.14145942000323,-806.915,4.76113,548000,-28.5977804888,0.491027,167.85375984799612,26.8982,-92.4118,123.56697251500009
274,2.36191,4.084238936979091,85.7853,0.00531994,162.603,0.830847,-0.000990687,8.66366,-2.3773,93.2333,-2.61914,-30.5423449657,46633.1384570151,0.132243,23000,0.00945899,1.84784,1300000,3.14501,88.1989,0.0140826,0.00779943,-0.395882,27.64693260192871,0.170539,0.245425,0.777257,-2.93851,0.00164172,-10.9513,159.738,-656.566,85.1703,2.764693260192871,40.17685835299926,-662.731,4.88453,550000,-27.5034057074,0.496193,168.4582580249844,28.2984,-93.1236,124.19716073500604
275,3.29898,4.1382022890029475,81.6625,0.00502462,169.026,0.803793,-0.0124597,9.65745,-2.16914,85.667,-2.45296,-29.0923840866,46801.546553269094,0.0708,23080,0.00988573,1.95222,1304000,2.46362,79.7322,0.0146307,0.0279901,-0.412292,31.52170753479004,0.118266,0.252585,0.746261,-2.24847,0.00154932,-9.19921,166.4,-700.861,80.3826,3.1521708965301514,40.471378059002745,-692.259,5.41717,552000,-28.4034778674,0.528674,168.84423755600437,33.9319,-84.9545,124.23465720799868
276,2.30846,4.11346571501781,62.0764,0.00555308,168.456,0.76773,-0.0242977,5.87969,-2.41265,93.7491,-2.58626,-32.3351944782,46969.717981834125,0.073892,23160,0.00966401,1.83654,1308000,2.3715,88.5648,0.0141706,0.0273279,-0.402008,29.830150604248047,0.0253357,0.245951,0.775508,-2.04449,0.00156153,-8.75895,165.711,-664.055,60.3519,2.9830150604248047,40.037511961003474,-668.421,5.11779,554000,-28.7732724548,0.497154,168.03235342002154,32.1492,-93.7305,123.88137574400025
277,2.68338,4.206818833998113,57.2456,0.0055888,160.903,0.769206,-0.0114932,14.2243,-1.98637,107.539,-2.69979,-29.251208154,47138.18572532412,0.13458,23240,0.00965393,1.76938,1312000,2.18171,103.161,0.0139551,0.0279266,-0.396488,29.545808792114258,0.286964,0.235442,0.795505,-3.14468,0.00146436,-9.97433,158.485,-648.951,56.4783,2.9545810222625732,40.17881566599681,-641.118,5.1494,556000,-25.7461012432,0.46929,168.7525850949969,26.4477,-107.715,124.36695059500198
278,2.8024,4.181892995991802,68.7655,0.003879,165.493,0.787766,-0.011177,5.92303,-2.14283,98.392,-2.67092,-29.1617855954,47306.405763891125,0.0562659,23320,0.00963611,1.85564,1316000,2.37008,93.4282,0.0141611,0.022721,-0.395406,31.114805221557617,0.0426592,0.236329,0.775833,-2.14388,0.00153728,-9.90741,163.061,-774.802,67.9975,3.111480474472046,39.896129390996066,-771.524,5.37548,558000,-26.692463512,0.49594,167.6150355009886,34.9592,-98.6396,123.53701311400073
279,2.68549,4.148227281999425,80.6588,0.00545646,169.853,0.783943,-0.0298511,13.7286,-2.29268,81.9266,-2.39671,-30.4659990187,47474.71532262312,0.0736361,23400,0.00957525,2.06226,1320000,2.72279,76.0479,0.0153234,0.0259764,-0.411762,32.71561050415039,0.096236,0.247737,0.761901,-2.56367,0.00151825,-8.30191,166.728,-725.053,78.9556,3.2715611457824707,40.50316866199864,-726.677,5.88149,560000,-28.0402118161,0.534917,167.8580130420014,42.0408,-81.4691,123.20661709800333
280,2.45206,4.227089458996488,80.9097,0.00550563,166.046,0.757832,-0.00148703,9.61881,-2.29565,79.1143,-2.46355,-28.3905580153,47643.564108834114,0.0887779,23480,0.00968745,1.99539,1324000,2.49423,73.6728,0.0146566,0.0245516,-0.407375,32.263954162597656,0.341933,0.248974,0.778693,-2.33841,0.00162189,-11.0677,164.362,-879.253,79.2072,3.22639536857605,40.956906852996326,-871.834,5.54619,562000,-26.9417823492,0.526588,169.51663608298986,55.4357,-78.7931,124.33263977099705
281,2.30426,4.163764818018535,70.8925,0.00541963,168.287,0.749191,-0.019364,7.34481,-2.05247,114.589,-2.87771,-29.0864813695,47813.44497565916,0.120383,23560,0.00954109,1.5629,1328000,2.30299,109.866,0.0149753,0.0345876,-0.379882,29.64961051940918,0.191733,0.222196,0.768926,-2.85655,0.0016556,-8.675,165.72,-632.849,70.1541,2.964961051940918,40.291164246002154,-628.383,4.75901,564000,-27.2615876236,0.438758,169.28300974302692,32.8341,-114.83,124.82808067900623
282,2.71465,4.235899697996501,88.9053,0.00574217,150.975,0.794479,-0.0329335,10.1703,-2.14122,88.5995,-2.60885,-29.9806371511,47981.99343472113,0.113904,23640,0.00975687,1.90312,1332000,2.65221,83.6583,0.0153248,0.00809207,-0.391088,31.521703720092773,0.129724,0.239307,0.778131,-2.72506,0.00160704,-10.1984,147.614,-915.659,88.1239,3.152170419692993,40.89150822000374,-926.256,5.3071,566000,-25.6678382056,0.507391,169.2769370149981,38.2306,-88.8225,124.14952909699787
283,2.65261,4.217215478965954,66.6346,0.00548492,146.993,0.775904,-0.0224258,11.3147,-2.20043,89.4427,-2.57966,-29.4237868405,48151.31060767609,0.0646263,23720,0.00972508,1.91976,1336000,2.77913,84.2719,0.0143083,0.0243574,-0.401556,28.84654426574707,0.279027,0.2435,0.776664,-2.70916,0.00159737,-8.86325,144.069,-450.408,64.9619,2.8846545219421387,40.16523887999938,-449.204,4.97368,568000,-27.1874187312,0.515269,169.94145348796883,33.6164,-89.115,125.5589991290035
284,2.12374,4.212040470985812,55.3612,0.00541072,168.637,0.772826,-0.00912877,5.86837,-2.13389,115.277,-2.87321,-30.9460279833,48321.51977829907,0.160182,23800,0.00943145,1.65983,1340000,2.91769,110.85,0.0143311,0.0290056,-0.375318,28.525758743286133,0.182338,0.224967,0.781639,-3.09844,0.00151708,-8.8806,166.434,-630.97,54.3762,2.8525760173797607,39.543246067994914,-625.987,4.50668,570000,-28.9384043306,0.443355,169.42545201697794,20.8596,-115.718,125.67016547799722
285,3.69267,4.215193376992829,108.676,0.00503261,163.89,0.78307,-0.0195085,14.9063,-2.18551,62.0483,-2.15808,-28.0633061498,48490.79417150505,0.0818332,23880,0.00972379,2.24576,1344000,2.87976,55.9304,0.0148358,0.0271099,-0.427761,33.87390899658203,0.19636,0.256533,0.80874,-2.91144,0.00161613,-8.91396,161.04,-928.968,106.501,3.3873908519744873,40.328774809000606,-918.281,8.87508,572000,-25.2141368659,0.571346,169.25574165298895,50.6074,-62.5739,124.71177346699551
286,2.64618,4.183768110990059,76.1442,0.00509734,161.387,0.745507,-0.00470495,7.51871,-2.04046,90.7685,-2.53772,-30.6321070057,48660.30005861204,0.2215,23960,0.00963008,1.86654,1348000,2.43534,85.1251,0.0140731,0.0225051,-0.401244,30.258634567260742,0.178351,0.240557,0.787234,-2.01289,0.00162959,-8.89882,158.328,-781.729,74.7899,3.0258634090423584,40.34968901600223,-762.306,5.15725,574000,-26.8025080456,0.513274,169.3171825959871,42.589,-90.3515,124.78372546899482
287,2.73605,4.090696553008456,78.3575,0.00504815,170.318,0.772716,-0.0318286,8.53268,-2.368,96.419,-2.50951,-34.1917214068,48829.65461366706,0.077859,24040,0.00981028,1.93554,1352000,2.25386,90.6928,0.0140391,0.0226437,-0.407452,31.541824340820312,0.269996,0.240336,0.751115,-2.11371,0.00156702,-8.62741,167.179,-898.589,76.9389,3.1541824340820312,40.540706701998715,-890.367,5.70801,576000,-29.1972890296,0.510008,169.74055452200992,35.0864,-95.9247,125.10915126700274
288,3.1008,4.1555703280100715,85.8475,0.00524651,170.768,0.791516,-0.0175512,16.0429,-2.21002,94.8042,-2.60402,-30.3734885485,48998.79690000707,0.103844,24120,0.00973781,1.88959,1356000,3.39689,89.0908,0.0143536,0.0258443,-0.403974,30.603744506835938,0.148986,0.240744,0.761521,-2.38493,0.00156498,-9.44871,168.239,-899.758,84.4194,3.0603744983673096,40.15695964200131,-903.227,5.45156,578000,-26.7108912252,0.494854,168.38694897701498,37.6083,-94.2625,124.0744190070036
289,2.52131,4.281600014001015,60.1073,0.00495601,161.006,0.789346,-0.00977879,6.15919,-2.16748,90.9841,-2.46012,-31.110032865,49168.76844716508,0.154774,24200,0.00959428,1.91567,1360000,2.36653,85.7429,0.0140066,0.0213271,-0.406835,29.726186752319336,0.275292,0.248081,0.763674,-2.13598,0.00159027,-8.76695,158.249,-702.512,58.361,2.972618818283081,40.91488941999705,-703.295,4.60091,580000,-28.4573241237,0.527181,170.42599376299768,32.2472,-90.5011,125.22950432899961
290,3.41555,4.203454644986778,87.6218,0.00465872,170.833,0.763472,-0.0229883,6.43883,-2.56127,66.449,-2.13667,-30.2563241035,49339.57050333108,0.0691411,24280,0.00982815,2.14244,1364000,2.35359,60.0618,0.0146816,0.0315425,-0.428448,34.31529235839844,0.375042,0.257297,0.816472,-2.32834,0.00158298,-8.58358,168.546,-896.818,85.5912,3.4315292835235596,40.46278846000496,-884.309,6.61747,582000,-27.7625699759,0.578078,170.5879284259936,48.4702,-66.1098,125.92168532100186
291,3.62014,4.066539438987093,91.1111,0.0055854,143.792,0.734507,-0.00584307,12.1907,-2.41589,61.7486,-2.13191,-29.7984542498,49509.20144976706,0.239639,24360,0.00988696,2.1864,1368000,2.83549,56.4033,0.0151659,0.0232905,-0.427683,32.59788131713867,0.179645,0.26099,0.741453,-3.71821,0.00160908,-9.81539,140.719,-890.927,89.5241,3.2597882747650146,40.679002832999686,-891.989,6.27145,584000,-27.4772021132,0.578103,170.28495757599012,34.8995,-61.3181,125.53941530400334
292,2.76586,4.130590918000962,69.6589,0.00538411,165.107,0.785923,-0.0168332,9.61014,-2.17231,94.5762,-2.59938,-33.2228147298,49678.87580806506,0.126646,24440,0.00976593,1.91811,1372000,2.42973,89.468,0.0149832,0.0369928,-0.401447,31.36382484436035,0.339442,0.241622,0.774988,-2.19611,0.00164046,-8.21209,162.638,-902.518,67.9061,3.136382579803467,40.02735631399992,-889.126,4.88673,586000,-29.1542107204,0.503882,169.21610108999448,46.3471,-94.6406,125.0581538579936
293,3.20116,4.109708045005391,79.3272,0.00525352,173.551,0.778937,-0.0322221,8.87665,-2.1752,98.3022,-2.56011,-31.4506741937,49847.84336843107,0.101986,24520,0.00974301,1.92273,1376000,2.21046,93.2468,0.0149611,0.0163252,-0.4046,31.44717788696289,0.0710906,0.244888,0.774426,-2.91214,0.00164231,-7.98473,171.005,-911.987,78.0185,3.1447179317474365,40.48808045599435,-895.348,5.86328,588000,-27.5070141703,0.500757,168.7495276000045,53.9523,-98.5874,124.15173909900477
294,2.13799,4.135329001990613,65.9785,0.00554397,168.289,0.769567,-0.0119928,6.76965,-2.07424,110.43,-2.74848,-30.8931211363,50015.50189107806,0.0652782,24600,0.00972315,1.68742,1380000,2.02758,105.333,0.0154021,0.0229413,-0.395114,30.640647888183594,0.136365,0.233449,0.747717,-2.05755,0.00166451,-7.79868,165.444,-883.172,65.149,3.0640647411346436,40.707883715003845,-886.849,4.35517,590000,-28.0811880805,0.452709,168.16645291399618,35.1233,-110.181,123.32324019700172
295,2.24617,4.228431372008345,56.0878,0.00532273,165.665,0.75048,-0.01606,5.99226,-2.04181,113.132,-2.82484,-30.6390279372,50184.23086235407,0.120732,24680,0.00962367,1.5658,1384000,2.24685,108.459,0.014512,0.0249403,-0.384549,28.952585220336914,0.0107456,0.230664,0.761112,-2.28827,0.00159559,-8.45621,163.171,-717.549,55.2122,2.895258665084839,40.20245771500049,-714.861,3.74036,592000,-27.082210556,0.43836,168.46949074100849,33.8413,-113.844,124.03860165399965
296,2.18197,4.154105988993251,80.064,0.00531788,166.438,0.781264,-0.0151327,12.4155,-2.56551,105.303,-2.71959,-29.6941848121,50353.00717879505,0.0406418,24760,0.00982063,1.83146,1388000,2.25467,99.8785,0.0148117,0.0255552,-0.397981,30.60251235961914,0.421178,0.236271,0.795222,-3.41601,0.00157139,-10.4431,164.018,-905.501,78.2325,3.060251235961914,40.4643679389992,-900.485,4.37201,594000,-28.0454953607,0.469434,169.41378036299284,47.9865,-105.085,124.79530643500038
297,1.87359,4.0856912640083465,84.8904,0.00530282,166.426,0.788561,-0.0110919,9.83908,-1.91872,110.662,-2.87122,-28.6018519668,50521.99010325004,0.105286,24840,0.00980775,1.57687,1392000,2.17942,105.654,0.0147007,0.0323441,-0.376204,28.530799865722656,0.335903,0.226803,0.78079,-2.54304,0.00167217,-8.24133,163.572,-490.962,84.4079,2.8530800342559814,39.828992786002345,-482.268,3.72929,596000,-26.2130151806,0.435155,168.2462052480114,35.7771,-110.525,124.3315211980007
298,2.80228,3.9941260690175113,86.4276,0.00466206,168.45,0.790886,-0.0221258,25.108,-2.31948,89.2005,-2.54771,-31.1366646025,50690.40016906806,0.14651,24920,0.00945337,2.03343,1396000,3.49048,83.9834,0.0152362,0.0124597,-0.405326,33.28814697265625,0.0286763,0.248369,0.774651,-2.90729,0.001553,-12.4304,165.629,-904.667,84.9464,3.328814744949341,40.56899240799976,-892.073,5.05154,598000,-28.0851176545,0.517222,168.66809959201782,46.642,-89.7036,124.10498111500056
299,2.87602,4.183110970006965,99.6127,0.00449342,170.287,0.760128,-0.0333469,10.6064,-2.35282,79.9558,-2.36373,-30.2824429682,50858.71222225506,0.126657,25000,0.00976956,2.06858,1400000,2.53637,74.6474,0.0138891,0.0125224,-0.408748,32.09694290161133,0.13304,0.248186,0.767397,-2.60689,0.00153802,-9.35651,168.419,-889.124,98.6892,3.2096943855285645,40.31205239800329,-883.245,5.43684,600000,-26.4569220147,0.54179,168.3016195930104,39.3922,-79.5499,123.80645622500015
300,2.9305,4.122752899005718,70.5823,0.00593919,165.891,0.766022,-0.0189508,10.8117,-2.28065,100.156,-2.62178,-31.2402853231,51028.16578712007,0.0734484,25080,0.00973193,1.83607,1404000,2.72108,94.85,0.0149596,0.0209565,-0.396409,29.36526870727539,0.160496,0.236076,0.765949,-2.7171,0.00157693,-8.97706,163.189,-748.494,69.0525,2.9365270137786865,40.324785545999475,-739.488,5.10982,602000,-28.2319702308,0.493765,169.52952278600424,39.8673,-99.8395,125.08198434099904
301,2.60726,4.107270135013096,85.2537,0.00534257,157.926,0.813787,-0.00329884,7.92227,-2.32684,91.0079,-2.5424,-30.8924225705,51197.637813509085,0.0978572,25160,0.00970453,1.92947,1408000,2.52509,86.0535,0.01498,0.00799814,-0.401661,30.031898498535156,0.226087,0.244554,0.770983,-2.52821,0.00162324,-10.1161,155.858,-870.737,83.7308,3.0031898021698,40.250910876005946,-863.853,6.16242,604000,-27.7633340941,0.514986,169.3001072750194,35.4909,-91.2526,124.94192626400036
302,1.79202,4.17858962900209,49.9429,0.00475421,172.113,0.761431,-0.0129206,4.58106,-2.06608,125.471,-2.9446,-28.6494246026,51366.937604402105,0.142217,25240,0.00964893,1.50855,1412000,2.44703,120.902,0.014374,0.0278203,-0.383244,29.69219970703125,0.0308471,0.226111,0.780639,-1.80309,0.00157785,-8.8395,169.749,-470.543,48.9972,2.969219923019409,40.42515865499445,-461.518,4.13778,606000,-26.5275168686,0.414168,169.76829106899822,50.9609,-125.715,125.16454278500169
303,3.03884,4.178503206989262,99.184,0.00511003,166.486,0.782027,-0.0174436,16.0104,-2.38599,86.329,-2.52975,-28.7491577401,51535.574002973095,0.137762,25320,0.00932577,1.94212,1416000,2.67333,81.4858,0.0143118,0.0314232,-0.406173,31.658321380615234,0.420935,0.247081,0.779813,-2.96863,0.00159505,-8.70328,164.225,-899.427,97.3456,3.165832281112671,39.959131761002936,-886.597,5.66374,608000,-26.6051499078,0.514891,168.32355823699618,56.1265,-86.4355,124.18592326900398
304,2.35137,4.273309798998525,60.4853,0.00518324,169.259,0.771073,-0.0352472,11.9063,-2.08541,107.878,-2.68225,-32.3899086486,51705.760811877095,0.119651,25400,0.00937765,1.76325,1420000,2.6597,102.418,0.0135708,0.0232523,-0.392965,29.708284378051758,0.325164,0.232993,0.774404,-2.59996,0.00157335,-7.44511,167.085,-780.621,58.7865,2.9708285331726074,40.274476462000166,-767.075,4.63129,610000,-28.8288141249,0.481041,170.1591037649996,34.9207,-107.802,125.61131750400091
305,2.55161,4.00996050399408,78.8161,0.00472142,157.113,0.768012,-0.00708448,6.05173,-2.09135,92.1496,-2.56241,-28.6298295667,51875.10757505309,0.134227,25480,0.00965476,1.86673,1424000,2.20021,87.2178,0.0150789,0.019989,-0.398162,28.827625274658203,0.0849313,0.242251,0.752884,-2.21749,0.00160239,-10.3108,154.793,-788.448,77.3277,2.8827626705169678,40.304278263000015,-788.477,5.63083,612000,-27.5878344274,0.506444,169.00017995899543,38.4476,-92.4496,124.68594119200134
306,3.07788,4.157970629014017,92.5974,0.00512071,171.605,0.748776,-0.0387378,7.30259,-2.4358,87.3719,-2.49467,-29.6990876649,52045.1756271271,0.292057,25560,0.00958927,1.94378,1428000,2.0765,81.9249,0.0150205,0.0330398,-0.411422,33.388484954833984,0.307841,0.246183,0.812786,-2.23234,0.00163086,-8.85025,168.888,-766.213,91.188,3.33884859085083,40.6539033720037,-757.407,5.5271,614000,-26.9587985823,0.507985,170.5324726650142,43.4685,-87.3134,125.7205986639965
307,1.73113,4.244105087011121,75.9431,0.00499125,159.88,0.80222,0.000360115,16.6533,-2.19467,100.66,-2.64973,-29.3257834999,52213.03728536613,0.0937685,25640,0.00959802,1.86781,1432000,3.03276,95.6501,0.0144774,0.0247372,-0.391549,28.326507568359375,0.0695752,0.234634,0.812463,-3.07329,0.00155667,-9.2376,157.544,-593.293,74.9172,2.832650899887085,40.191376700000546,-588.86,4.37714,616000,-26.568268617,0.487826,167.81532433501707,25.4162,-100.516,123.3798425480054
308,2.43349,4.176023080988671,77.7772,0.00506859,154.23,0.785741,-0.0201474,15.8782,-2.03984,81.6031,-2.40106,-32.7649853829,52381.183135396124,0.359573,25720,0.00969138,2.07872,1436000,2.38134,76.2981,0.0144692,0.0163158,-0.413582,30.16797637939453,0.286731,0.252408,0.785571,-2.66552,0.0015502,-9.03014,151.549,-732.614,76.4244,3.0167977809906006,40.240440459005185,-731.203,4.83586,618000,-30.5451314821,0.544918,167.99932954299584,25.9911,-81.7799,123.58286600300198
