Epoch,VF Loss,Sample Time (s),Q Predictions Std,R Predictions Min,V Predictions Max,Z variance train,Policy mu Mean,Log Pis Max,Policy log std Min,V Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Total Train Time (s),Policy log std Max,Number of rollouts total,R Predictions Mean,Log Pis Std,Number of env steps total,Policy mu Max,Q Predictions Mean,R Predictions Max,Z mean eval,Policy log std Mean,KL Divergence,Z mean train,Policy log std Std,Z variance eval,Policy mu Min,R Predictions Std,Log Pis Min,Q Predictions Max,Q Predictions Min,V Predictions Std,KL Loss,(Previous) Eval Time (s),V Predictions Min,QF Loss,Number of train steps total,AverageReturn_all_train_tasks,Policy mu Std,Epoch Time (s),RF Loss,Policy Loss,Train Time (s)
150,4.31482,4.237952565999876,95.4611,0.00582261,137.269,0.733011,-0.00383558,10.4797,-2.22613,42.1953,-2.10444,-34.7909253239,25668.807901040094,0.214415,13080,0.0097072,2.18855,804000,2.57937,34.4051,0.0135538,0.0195468,-0.419002,31.956113815307617,0.276444,0.255196,0.721887,-2.85094,0.00148554,-8.63271,132.767,-741.855,93.2057,3.1956114768981934,40.22181176700178,-739.189,10.4816,302000,-31.7672831757,0.597885,167.59958440899936,39.4948,-41.3716,123.1398200759977
151,4.1672,4.219185514000856,106.003,0.00459917,161.347,0.76723,-0.000845055,15.2305,-2.19304,79.1646,-2.50392,-30.8869327298,25836.827627520102,0.132329,13160,0.00973976,1.94541,808000,2.64915,73.2597,0.0145582,0.0086603,-0.399114,30.37487030029297,0.0303923,0.241964,0.710715,-2.86383,0.00169428,-7.8953,158.408,-712.18,103.701,3.037487030029297,40.75000464099867,-705.04,7.75669,304000,-28.2753151966,0.511801,168.4288471209984,30.5116,-79.0154,123.45965696599887
152,3.47143,4.131326153998089,93.0389,0.00532786,147.942,0.72484,0.00701842,14.8491,-2.04297,78.9589,-2.55392,-30.3826068973,26006.8728683521,0.0931093,13240,0.00965988,1.90756,812000,2.8803,73.0706,0.0147757,0.0178612,-0.39589,30.460418701171875,0.211447,0.234854,0.692362,-2.77737,0.00163874,-9.34912,144.869,-613.003,92.0166,3.046041965484619,40.341978139000275,-591.351,8.14652,306000,-27.1882733141,0.508555,169.50121051699898,28.8694,-78.1923,125.02790622400062
153,3.62996,4.200266834010108,112.214,0.00565347,135.615,0.681412,-0.0125064,7.92518,-2.09829,34.2816,-2.11337,-32.2881258615,26175.24573152611,0.165715,13320,0.00976965,2.10933,816000,2.49701,28.7745,0.014943,0.0186869,-0.431227,34.59117889404297,0.14296,0.255568,0.703693,-2.3327,0.00160122,-10.3085,133.193,-871.646,110.325,3.459117889404297,40.88747346799937,-861.477,9.14205,308000,-27.5895396348,0.596447,168.93450726900846,48.4151,-34.5133,123.84676696699898
154,3.38624,4.186439101995347,94.1192,0.0057607,161.401,0.703693,-0.00495394,9.70365,-2.17848,72.3137,-2.45943,-31.4280177912,26345.393215610096,0.129442,13400,0.00996177,2.00212,820000,2.68787,67.0477,0.0142173,0.020809,-0.402211,34.298797607421875,0.31519,0.241871,0.754219,-3.16648,0.00159935,-10.6117,159.016,-803.016,92.8695,3.429879903793335,40.32693516299696,-792.478,8.01096,310000,-27.3129136243,0.537132,169.72748017999402,39.1112,-72.1425,125.21410591500171
155,11.2736,4.145155731996056,85.8446,0.00562087,160.352,0.782559,-0.0134136,9.74616,-2.19225,73.5816,-2.43067,-32.8350543031,26513.777754037084,0.0975866,13480,0.00955766,2.02475,824000,3.29638,69.3184,0.0147267,0.0127121,-0.409047,32.06952667236328,0.0139729,0.245622,0.767223,-3.06832,0.0015893,-10.0733,158.559,-753.524,85.4037,3.2069528102874756,40.74801857299826,-747.472,8.62543,312000,-29.0846849368,0.539815,168.68203053199613,43.4844,-75.9964,123.78885622700182
156,3.88764,4.104466542998125,100.307,0.00525611,158.616,0.704483,-0.0207637,7.9216,-2.30144,75.8139,-2.5326,-30.3303906897,26682.990306804088,0.177592,13560,0.00961385,1.97409,828000,2.28376,70.7946,0.0142026,0.0098078,-0.405848,32.433250427246094,0.0636547,0.241834,0.79419,-2.44683,0.00161885,-8.74991,156.42,-873.485,98.5418,3.2433249950408936,40.45208618700053,-868.921,7.86349,314000,-27.9378067827,0.520447,169.696206796998,35.6885,-76.1897,125.13965406699936
157,4.5121,4.226659143998404,73.1615,0.00518218,160.468,0.770939,-0.0160531,6.9411,-2.23062,65.2013,-2.13955,-30.99633524,26852.264861490086,0.135889,13640,0.00964352,2.12746,832000,2.34032,59.8668,0.0151606,0.0136257,-0.420972,35.20025634765625,0.0206625,0.253354,0.76497,-2.16151,0.00159031,-9.86241,157.874,-596.188,71.5072,3.5200257301330566,39.96971260600185,-616.172,9.55939,316000,-27.509450293,0.568925,168.75784710800144,53.7983,-65.8679,124.56147535800119
158,4.63005,4.1815252890046395,97.9185,0.00395138,155.306,0.744054,-0.01289,10.5796,-2.20512,44.9886,-2.05093,-32.2751294036,27020.869578279096,0.133376,13720,0.00963558,2.2195,836000,2.74629,39.8522,0.0142901,0.00809078,-0.419778,33.490013122558594,0.0623566,0.254689,0.798888,-2.76741,0.00152997,-8.30433,151.553,-628.839,96.7895,3.349001407623291,40.487819980000495,-617.388,9.20979,318000,-27.967563545,0.601718,169.0148922100052,37.9667,-46.0656,124.34554694100007
159,3.04845,4.143911331007985,79.5209,0.00542596,159.99,0.721925,-0.0144092,7.97456,-2.22401,69.8015,-2.27046,-31.4615316988,27190.47103919011,0.130879,13800,0.00971865,1.98404,840000,2.24409,64.1372,0.0140334,0.0306482,-0.413243,31.55899429321289,0.0476264,0.247989,0.724041,-3.00469,0.00156739,-8.53072,157.623,-611.797,78.1397,3.1558995246887207,40.07902201700199,-610.879,8.75644,320000,-27.5941261791,0.559835,169.2361264960091,33.7564,-69.4885,125.01319314799912
160,5.1034,4.2010879759945965,109.89,0.00488483,156.218,0.733258,-0.0156757,6.24566,-2.36734,45.7734,-2.16521,-28.5247479234,27359.558931225103,0.146917,13880,0.00984813,2.13763,844000,2.38299,40.7378,0.0148222,0.0382404,-0.425261,37.39786148071289,0.382735,0.254367,0.759649,-2.37752,0.00164984,-8.55776,153.847,-863.98,109.1,3.739786148071289,40.44574887999988,-862.783,9.30389,322000,-28.3974952792,0.587004,169.0138406399965,51.2256,-46.4921,124.36700378400201
161,3.40102,4.146532267004659,86.4051,0.00467518,136.146,0.770483,-0.0198761,9.79855,-2.10877,62.0524,-2.32714,-29.9662830168,27528.735231494116,0.124019,13960,0.00977356,2.02099,848000,2.53688,56.541,0.0152078,0.00794693,-0.410045,29.471805572509766,0.0272794,0.245758,0.770835,-2.41099,0.0016665,-8.40241,132.973,-718.91,85.3889,2.9471805095672607,40.5214798800007,-722.948,8.34811,324000,-26.8450652615,0.557549,169.09171025700562,38.0438,-62.2053,124.42369811000026
162,2.90219,4.229053612998541,77.8614,0.00423411,154.811,0.806738,-0.0126623,6.41867,-2.02704,85.4205,-2.57191,-32.1520393489,27697.860178024108,0.13814,14040,0.00939611,1.86664,852000,2.20162,79.8249,0.0142714,0.0152816,-0.395522,31.38032341003418,0.106974,0.23674,0.756821,-2.40532,0.00158769,-10.0696,152.116,-583.784,76.5985,3.1380324363708496,40.60733228299796,-563.36,7.0886,326000,-28.2046794789,0.509445,168.92109592299676,45.5177,-85.3566,124.08471002700026
163,2.38028,4.174202066005819,61.5492,0.00485289,165.71,0.789097,-0.00561777,12.1055,-2.05296,105.78,-2.72275,-31.1508673478,27866.550885564116,0.102992,14120,0.00955618,1.74124,856000,3.11494,100.533,0.0152599,0.0218735,-0.389809,29.804004669189453,0.0955069,0.232816,0.769246,-2.94525,0.00170021,-7.95525,163.113,-427.311,60.6259,2.980400562286377,40.81266523100203,-426.177,6.92996,328000,-27.0780249369,0.471932,169.0314681980053,30.7013,-105.456,124.04460090099747
164,3.19822,4.153528740993352,67.3359,0.00565302,163.862,0.855836,-0.0154837,9.56654,-2.12952,98.5437,-2.72414,-33.9906103056,28035.39388116912,0.052564,14200,0.00962207,1.79008,860000,2.2138,92.7513,0.0139477,0.0216023,-0.392766,31.6069393157959,0.358249,0.237449,0.706991,-2.49871,0.00156027,-8.43618,160.519,-579.67,65.9256,3.160693883895874,40.4732577499999,-579.979,7.36573,330000,-29.6313108951,0.469099,169.0767441919961,40.4948,-98.341,124.44995770100286
165,3.99591,4.19530613099414,118.728,0.00528163,137.335,0.730494,0.0107175,18.5632,-2.21919,32.0546,-1.96275,-30.8738481164,28204.791977418114,0.14359,14280,0.00987011,2.25328,864000,2.92739,26.5031,0.0142095,0.03669,-0.43069,33.69089889526367,0.0475745,0.257845,0.738567,-3.56477,0.00164396,-8.35213,134.815,-873.981,117.335,3.3690898418426514,40.2409310999974,-860.102,9.44873,332000,-26.7687563496,0.608238,169.26986148899232,31.5555,-32.3279,124.83362425800078
166,4.70739,4.127366862998315,136.937,0.00550049,162.856,0.786352,-0.019408,11.0649,-2.40064,25.094,-1.97171,-27.4671571818,28373.75660721111,0.147615,14360,0.00979122,2.29473,868000,2.44994,18.5039,0.0142176,0.0127447,-0.442631,39.700950622558594,0.0527094,0.262647,0.741698,-2.64633,0.00159454,-10.2697,161.072,-868.741,134.224,3.970095157623291,40.37081247199967,-857.242,10.6057,334000,-26.8028508862,0.616014,168.78051074599716,58.3947,-24.7886,124.28233141099918
167,3.90925,4.1323607089907455,95.8387,0.00521928,159.733,0.734654,-0.0106268,9.19616,-2.15341,64.1666,-2.35742,-29.9221533108,28541.562420832102,0.155738,14440,0.00984006,2.04346,872000,2.55413,57.8259,0.0149414,0.0165673,-0.415619,34.73628234863281,0.22536,0.247242,0.752675,-2.56924,0.00166303,-9.17012,156.48,-845.625,93.8039,3.473628282546997,40.55621935399904,-843.823,9.29524,336000,-27.7779085318,0.551156,168.04921201799152,46.0577,-63.7191,123.36063195500174
168,6.11904,4.145921997991536,106.979,0.00540161,159.151,0.744022,-0.0105823,14.9303,-2.21488,54.4329,-2.32253,-28.9717909158,28710.325077573096,0.170583,14520,0.00965125,2.15033,876000,4.03199,49.0597,0.014805,0.0164434,-0.416746,34.92137145996094,0.237585,0.250196,0.806897,-2.83259,0.00162115,-8.88915,156.306,-799.098,105.122,3.4921371936798096,40.314223672998196,-800.75,9.67208,338000,-25.9141169428,0.569328,168.79498653699193,41.1535,-55.105,124.3348408660022
169,5.37767,4.207478123000328,115.793,0.00555349,159.163,0.805479,-0.0319355,10.6202,-2.2443,44.9665,-2.17059,-31.5139609843,28880.060343864086,0.0883416,14600,0.00988043,2.2583,880000,2.53365,39.7894,0.0144734,0.0429319,-0.422005,33.868865966796875,0.474109,0.256198,0.786708,-2.50219,0.00154584,-10.0389,156.832,-876.456,114.474,3.3868865966796875,40.283242272998905,-870.169,9.01917,340000,-27.7209686271,0.586695,169.79355638999914,34.9021,-46.0095,125.3028359939999
170,3.98093,4.242124851996778,102.75,0.0049403,164.083,0.783949,-0.0071698,8.71208,-2.21431,48.8975,-2.15935,-30.0175769199,29048.43029705009,0.200089,14680,0.0097874,2.194,884000,2.6036,43.8358,0.0147554,0.0263539,-0.428079,36.063697814941406,0.452846,0.258756,0.770572,-2.49592,0.00160257,-9.11698,161.222,-863.127,100.907,3.606369733810425,40.22654169700036,-855.58,9.38138,342000,-27.9179631458,0.593884,168.36068398499992,47.6241,-48.937,123.89201743600279
171,2.63089,4.20285092600534,82.654,0.00506294,162.713,0.724399,-0.0119454,22.3556,-2.22269,78.2774,-2.39891,-31.9779647383,29217.155920037098,0.0967548,14760,0.00956828,2.03184,888000,2.50011,72.7198,0.014731,0.0216186,-0.410771,35.065277099609375,0.0449846,0.251259,0.739877,-4.08092,0.00164185,-9.9687,159.903,-819.06,80.8901,3.5065276622772217,40.23769353700118,-814.153,6.80919,344000,-28.5816525993,0.527791,168.91840003000834,51.4841,-78.3908,124.47785556700182
172,4.90689,4.242902843008778,93.5537,0.00522508,163.129,0.74314,-0.0251112,10.4204,-2.26957,82.8677,-2.54466,-29.9820563337,29385.06725981611,0.0839208,14840,0.00970088,1.95134,892000,2.38096,78.0603,0.0142053,0.0197627,-0.397592,31.599075317382812,0.149581,0.236733,0.734938,-2.79193,0.00160604,-8.86143,161.216,-670.834,92.1676,3.159907579421997,40.04638533599791,-664.301,8.16989,346000,-27.4698765499,0.515357,167.77186244900804,52.6828,-83.8475,123.48257427000135
173,4.11882,4.246138183996663,75.2198,0.00513413,160.992,0.791026,-0.0107942,10.3617,-1.95085,90.5277,-2.68728,-31.1619840518,29552.530412395103,0.114566,14920,0.00973848,1.75273,896000,2.44324,84.8746,0.0144596,0.0269184,-0.390239,28.756860733032227,0.375531,0.235219,0.738577,-2.22918,0.00147245,-8.28083,157.153,-568.466,74.5633,2.8756861686706543,40.18719753700134,-559.074,6.28273,348000,-27.8150213167,0.489267,167.778288745998,41.1962,-89.481,123.344953025
174,3.55729,4.113434647995746,105.346,0.00534332,135.53,0.728187,-0.0209736,10.548,-2.1122,33.7726,-2.05975,-32.1454242888,29721.0936769061,0.24763,15000,0.00992496,2.18228,900000,2.58894,27.8625,0.0153701,0.0255034,-0.427686,34.31956100463867,0.108616,0.255658,0.747307,-2.34359,0.00160928,-8.11034,133.472,-870.071,102.9,3.4319560527801514,39.87372593100008,-862.43,9.24869,350000,-29.4436236109,0.602772,168.50722521999705,32.4661,-33.7599,124.52006464100123
175,3.57217,4.161500386002444,83.7767,0.00479047,158.511,0.747672,-0.0065394,17.9722,-2.21851,72.8669,-2.3438,-30.0970744679,29890.02022045311,0.146738,15080,0.00953493,2.12516,904000,3.4963,67.5277,0.0150259,0.00500801,-0.415132,31.069223403930664,0.332536,0.247896,0.744573,-3.11393,0.00157153,-10.567,156.278,-698.213,81.7783,3.1069223880767822,39.93112206600199,-690.61,7.46275,352000,-27.8468428075,0.554445,168.3072327620066,37.7547,-73.1535,124.21461031000217
176,2.9138,4.189635995997378,96.2029,0.00526968,159.668,0.749424,-0.0243065,9.03269,-2.27573,70.7161,-2.3888,-29.0347272873,30058.417539462098,0.116384,15160,0.0096977,1.9727,908000,2.40974,65.3572,0.0150622,0.0125783,-0.412037,32.06443786621094,0.0285129,0.24746,0.768746,-2.43531,0.00164553,-9.44813,156.816,-798.389,95.1373,3.2064437866210938,40.55204054599744,-787.204,7.43,354000,-26.3531840166,0.534989,168.4854052759947,46.3627,-70.9825,123.74372873399989
177,3.13348,4.289540869998746,122.532,0.00514842,162.628,0.776041,-0.0235957,18.8628,-2.39315,42.863,-2.25234,-32.953396307,30227.5343649571,0.0504662,15240,0.00984992,2.10343,912000,3.1341,37.355,0.0154239,0.0257465,-0.425523,37.53592300415039,0.444308,0.256131,0.796962,-2.67794,0.00166088,-8.16056,159.802,-905.957,121.396,3.7535922527313232,40.46545558199796,-892.299,9.8704,356000,-28.4818960577,0.568919,169.44842913799584,41.434,-42.6867,124.69343268599914
178,4.28659,4.065480931003549,107.081,0.00551585,131.403,0.721617,-0.00743174,18.6789,-2.20818,24.8715,-1.81629,-32.0151270782,30396.891740736097,0.138781,15320,0.0100141,2.32384,916000,2.71564,19.3473,0.0155478,0.0142997,-0.442742,34.23694610595703,0.158982,0.272282,0.767505,-2.85735,0.00161371,-8.49909,129.436,-864.463,105.268,3.423694610595703,40.13567834800051,-862.221,9.33315,358000,-28.1735403773,0.639006,168.7328159100034,39.2807,-25.1307,124.53165663099935
179,4.10646,4.196133866000309,111.267,0.00534123,158.386,0.834247,-0.00452976,13.7939,-2.25372,29.5422,-1.93972,-29.2976159517,30565.530448928097,0.119019,15400,0.00971754,2.34092,920000,3.49616,23.8692,0.014522,0.0131196,-0.440757,36.602027893066406,0.391209,0.26635,0.767303,-2.85984,0.00158607,-9.19596,155.852,-880.044,109.173,3.660202741622925,40.76138388400068,-865.567,9.68116,360000,-26.8994062673,0.616253,169.60541489599927,39.8835,-29.371,124.64789714599829
180,3.30524,4.213446227990062,87.396,0.00555915,146.221,0.767775,-0.0178233,8.64008,-2.25825,61.3804,-2.37911,-30.1659881083,30735.640261288092,0.211273,15480,0.00985328,2.01941,924000,2.38176,56.8941,0.013772,0.0215773,-0.411769,34.208702087402344,0.109216,0.248512,0.761832,-2.11077,0.00151431,-8.9003,144.208,-766.344,86.2546,3.420870304107666,39.79625912600022,-768.951,7.06428,362000,-28.6613006696,0.547386,169.28468704099214,46.6733,-62.0615,125.27498168700185
181,3.94934,4.125139741994644,73.29,0.00468531,163.56,0.765462,-0.015221,7.15097,-2.2653,100.308,-2.72662,-34.699333116,30904.857072705097,0.126411,15560,0.00949082,1.74303,928000,2.16227,95.2807,0.0146734,0.0522071,-0.390132,30.368610382080078,0.105626,0.228735,0.774663,-2.42417,0.00157804,-7.7566,161.121,-546.296,71.8284,3.0368611812591553,40.62280433399792,-536.695,6.20946,364000,-29.0691744445,0.474193,169.39211500099555,29.0355,-100.45,124.64417092500298
182,2.54518,4.143675618997804,69.6563,0.00491709,152.685,0.780845,-0.010603,8.88031,-2.4412,93.4662,-2.65904,-35.3391839665,31075.133053876092,0.10283,15640,0.00938264,1.74272,932000,2.75026,87.8699,0.0153588,0.019525,-0.395978,30.81449317932129,0.0309964,0.236276,0.762621,-2.16577,0.00160075,-9.29896,150.128,-723.787,68.1797,3.081449270248413,40.44907134599998,-711.722,6.76869,366000,-29.513484911,0.4831,170.1498615700002,32.6079,-93.3681,125.55711460500243
183,3.41331,4.16183304301012,93.3753,0.00564804,164.795,0.721476,-0.0159505,17.3304,-2.31619,76.3527,-2.35255,-34.1134772396,31243.6506892491,0.150675,15720,0.00967358,2.12511,936000,3.28012,71.2858,0.0148151,0.0291886,-0.408785,31.281455993652344,0.267361,0.248786,0.696944,-2.54752,0.00159701,-13.0523,162.19,-683.903,91.9644,3.128145694732666,40.57654008100144,-679.926,8.22468,368000,-29.6831798954,0.540217,168.73771497301277,40.6054,-76.7787,123.99934184900121
184,4.63935,4.084245305002696,111.414,0.0053636,157.235,0.776489,-0.0272239,17.266,-2.62098,65.8081,-2.3106,-31.6100322663,31414.459205800107,0.0824295,15800,0.00955573,2.15989,940000,3.10351,60.3161,0.0149078,0.0254938,-0.408445,31.2502498626709,0.124285,0.244039,0.746919,-2.77162,0.00155863,-8.98285,154.252,-873.805,109.64,3.1250250339508057,40.35812185300165,-864.81,7.82158,370000,-28.2314747387,0.554979,170.21982811500493,19.8512,-65.9422,125.77746095700059
185,2.74571,4.191009000995109,85.1186,0.0051322,162.04,0.767609,-0.0303274,11.3515,-2.0615,101.83,-2.80928,-30.2743820279,31583.883450494097,0.155735,15880,0.00963002,1.72252,944000,2.30873,96.0249,0.015254,0.0178141,-0.386191,30.33154296875,0.201179,0.22686,0.763298,-2.69625,0.00166666,-12.2092,158.573,-608.538,83.5642,3.033154249191284,40.948520794001524,-600.26,6.12624,372000,-27.6157615161,0.453872,169.91112607899413,25.7714,-101.77,124.7715962839975
186,3.09568,4.173950075011817,87.3157,0.00509641,161.633,0.770918,-0.00739129,9.07473,-2.46902,78.7654,-2.52267,-29.3131223753,31753.36933421612,0.120589,15960,0.00960479,1.92615,948000,2.46762,73.173,0.0140859,0.0184295,-0.404585,33.24495315551758,0.0167563,0.241648,0.738436,-2.67513,0.0015605,-9.82836,159.228,-747.025,85.6152,3.324495315551758,40.46316888300498,-748.174,7.49468,374000,-27.5642005254,0.524171,169.73358557501342,36.1405,-78.9673,125.09646661699662
187,3.90021,4.183590104978066,109.378,0.00593436,153.481,0.773221,-0.0127168,15.7233,-2.33852,25.2724,-1.8662,-29.4143120462,31921.74727945211,0.100329,16040,0.0099992,2.33056,952000,3.24489,18.9061,0.0143333,0.0328175,-0.445468,36.03276062011719,0.195218,0.266527,0.748684,-2.78901,0.00165717,-8.50014,150.765,-868.917,106.761,3.603276014328003,40.21708346700325,-851.04,9.06301,376000,-27.0756751387,0.630664,168.52706176498032,30.0819,-24.8333,124.126388192999
188,2.77027,4.180944426982023,90.1754,0.00459359,163.237,0.733907,0.00813549,7.17201,-1.92844,98.5227,-2.791,-30.9543600579,32090.745982277105,0.112502,16120,0.00958712,1.76962,956000,2.67377,93.1575,0.0146018,0.0138697,-0.388287,32.01762390136719,0.0767559,0.231027,0.782083,-2.33606,0.00161564,-8.97169,161.008,-716.455,88.9683,3.2017624378204346,40.069600129005266,-697.833,6.89743,378000,-27.6201353305,0.475162,168.3409511459904,38.6092,-98.1805,124.09040659000311
189,3.42134,4.098643444995105,70.4758,0.00557118,166.645,0.757886,-0.0284666,8.55389,-2.09657,102.384,-2.80571,-32.6868245782,32260.3352378211,0.151963,16200,0.00963848,1.7001,960000,2.56555,97.7705,0.015049,0.0289512,-0.384648,29.863548278808594,0.0184781,0.228573,0.785012,-2.33237,0.001627,-8.82887,164.708,-584.763,70.0304,2.9863548278808594,40.72895944400079,-617.812,6.74159,380000,-27.0450078054,0.457965,169.76671205499588,48.6586,-103.084,124.93910916599998
190,2.22571,4.2048623919909005,52.0768,0.00512581,160.093,0.719471,-0.00114339,10.859,-2.02655,99.4097,-2.66015,-28.7742058768,32428.770915607107,0.126846,16280,0.00958875,1.7877,964000,2.45095,94.1654,0.0139278,0.0347801,-0.390589,30.435466766357422,0.207299,0.230872,0.751548,-2.27838,0.00152344,-9.65603,157.142,-377.224,50.7698,3.043546676635742,40.55326982900442,-372.912,5.70419,382000,-27.8846883831,0.492411,169.26934825899662,39.5131,-99.367,124.5112160380013
191,3.06784,4.0371001759849605,87.6733,0.0053658,163.882,0.744847,-0.0260605,12.2465,-2.14356,73.0331,-2.31893,-33.1813489089,32597.91469681308,0.133661,16360,0.00946783,2.11857,968000,2.31266,67.2286,0.014383,0.0117041,-0.411436,32.117286682128906,0.0593715,0.24522,0.754835,-2.46154,0.00156673,-12.101,161.345,-662.766,86.2017,3.211728811264038,39.721020223005326,-661.275,7.36245,384000,-29.183337561,0.552437,168.44030783099151,41.0996,-72.9288,124.68218743200123
192,3.36478,4.216505562006205,60.9025,0.00482055,167.385,0.781842,-0.0109854,14.2728,-1.9676,95.1785,-2.59994,-33.8574146722,32766.475165563097,0.112249,16440,0.0094579,1.86854,972000,2.97447,89.8765,0.0139334,0.0196352,-0.393376,30.161907196044922,0.169111,0.235128,0.740748,-2.82661,0.00160541,-9.96844,164.214,-491.801,59.3443,3.016190767288208,40.426236284998595,-488.098,6.71857,386000,-29.8954419326,0.500133,168.54360437300784,30.4771,-95.076,123.90086252600304
193,3.40496,4.162758759004646,106.759,0.00586403,162.0,0.813158,-0.025827,7.60774,-2.47525,58.2852,-2.28389,-32.2251653263,32935.9501527901,0.111342,16520,0.00953261,2.09134,976000,2.26457,53.1204,0.0144852,0.0297361,-0.416595,35.26279830932617,0.441097,0.254157,0.762127,-2.33864,0.00155663,-10.1937,159.892,-832.478,105.624,3.526279926300049,40.44487052800105,-830.083,8.12771,388000,-27.4390162729,0.566727,169.27552061400638,42.6764,-58.2209,124.66789132700069
