Log Pis Mean,Policy log std Min,VF Loss,Z variance eval,KL Loss,RF Loss,Q Predictions Mean,R Predictions Mean,Number of train steps total,Policy mu Min,Z mean eval,V Predictions Min,AverageReturn_all_train_tasks,Policy mu Std,Number of rollouts total,Train Time (s),Q Predictions Max,Total Train Time (s),Policy log std Std,Q Predictions Std,R Predictions Std,V Predictions Max,Sample Time (s),Q Predictions Min,Z variance train,Policy log std Mean,Policy mu Max,Policy Loss,Log Pis Std,R Predictions Min,Epoch,Z mean train,Log Pis Max,Log Pis Min,Policy log std Max,V Predictions Std,Number of env steps total,AverageReturn_all_test_tasks,KL Divergence,Policy mu Mean,QF Loss,(Previous) Eval Time (s),Epoch Time (s),R Predictions Max,V Predictions Mean
-1.70703,-2.07394,42.6086,0.144073,2.8258426189422607,18.9474,415.35,0.00166444,204000,-2.87362,0.568324,42.7778,328.477747834,0.42707,1539,147.52039097899979,565.986,8047.222153184992,0.180028,87.3207,0.00160368,557.192,6.181052998996165,-44.3947,0.136587,-0.89676,2.75204,-421.816,2.42027,-0.00481877,50,0.629988,17.5814,-8.50978,-0.256865,82.9785,208000,320.815805437,28.258424758911133,0.0128795,212.088,4.44860928900016,158.1500532669961,0.00542328,420.015
-1.84974,-1.70543,47.4193,0.146313,2.7835609912872314,22.9921,426.582,0.00154678,208000,-2.99225,0.532042,194.829,274.047233492,0.416894,1564,148.63929450600153,579.543,8206.308170740993,0.164406,87.1156,0.00164213,577.428,6.168994076999297,145.62,0.142814,-0.886579,2.70785,-428.587,2.18822,-0.00429489,51,0.625178,13.5131,-9.72568,-0.285136,85.2838,212000,307.981818156,27.835609436035156,0.0148342,181.243,4.225570764001532,159.03385934700236,0.00599277,429.502
-1.57841,-1.95117,43.401,0.194517,3.1579606533050537,30.3636,447.225,0.00192516,212000,-1.95955,0.553203,187.981,370.3898505,0.418198,1589,146.98868411900003,578.7,8363.693202702992,0.169107,87.117,0.0016283,591.274,6.063901452000209,-97.2236,0.111976,-0.910311,2.00226,-452.074,2.19365,-0.00310926,52,0.641811,10.8532,-10.1177,-0.240754,83.5743,216000,290.633137908,31.579607009887695,0.0320389,194.501,4.278063352001482,157.33064892300172,0.00554768,452.977
-1.77213,-2.3281,36.7145,0.112259,2.2799031734466553,11.3203,427.624,0.00164026,216000,-2.51673,0.645333,12.5487,313.779711558,0.401559,1615,147.5068494269999,572.736,8521.837737079994,0.168407,85.4226,0.00169107,573.093,5.939657407998311,-28.0132,0.188688,-0.918614,2.28951,-431.024,2.26489,-0.00310519,53,0.595681,14.9039,-9.51276,-0.319776,83.0591,220000,275.198140127,22.799030303955078,0.00155753,188.493,4.333027844999378,157.7795346799976,0.00594373,431.034
-1.7493,-1.85625,46.0539,0.119866,2.4822094440460205,14.8671,418.568,0.0014237,220000,-2.60775,0.65252,187.035,325.624800409,0.412579,1645,147.6870370050001,578.248,8679.86494616299,0.168897,84.9296,0.00164896,575.929,6.101910075996784,108.505,0.1596,-0.892516,2.32145,-423.176,2.15402,-0.00345832,54,0.539247,12.2656,-10.8179,-0.360317,83.5115,224000,299.868229009,24.822093963623047,0.00374252,166.628,4.698724124998989,158.48767120599587,0.00615807,420.227
-1.93933,-2.07068,44.0045,0.128871,3.1584417819976807,23.0518,429.309,0.000908023,224000,-2.81678,0.641224,168.86,276.700251396,0.411644,1672,148.81833383400044,594.073,8839.46177006999,0.166414,77.9949,0.00174842,610.441,6.259078066999791,162.593,0.114187,-0.867286,1.98616,-435.505,2.1575,-0.00384529,55,0.699795,14.0148,-9.30096,-0.299097,78.0044,228000,324.7709151,31.58441734313965,-0.044979,185.083,4.239497141999891,159.31690904300012,0.00653488,434.711
-1.61967,-2.13382,62.8734,0.19593,2.9947428703308105,23.6436,447.257,0.00152454,228000,-2.4718,0.485462,74.4599,366.418111073,0.431098,1698,148.04492535600002,610.838,8998.127558554985,0.173793,98.7151,0.00179886,608.653,6.135435234997203,-70.1967,0.10317,-0.903113,3.06247,-453.203,2.17788,-0.0035047,56,0.58782,14.7514,-9.67641,-0.341412,94.231,232000,227.342293408,29.94742774963379,-0.00822637,174.197,4.519824007000352,158.70018459799758,0.00827375,448.866
-2.1411,-1.86802,36.3542,0.177752,2.5249125957489014,17.5402,405.618,0.000680919,232000,-2.77474,0.59523,58.3298,378.435511869,0.38605,1727,147.13938016599968,534.578,9156.497910879983,0.155018,78.9029,0.00163988,526.445,6.10523517799993,-17.6252,0.153393,-0.856903,1.88099,-406.464,2.0627,-0.00446158,57,0.545735,15.6462,-8.75247,-0.316222,76.6487,236000,303.973649272,25.24912452697754,-0.0522773,179.113,4.486167476999981,157.7307828209996,0.00598705,405.126
-1.86918,-2.05918,51.5767,0.132505,2.7481155395507812,18.7247,444.456,0.00113474,236000,-2.47039,0.623406,158.531,272.597926043,0.426869,1754,147.0240557929992,618.31,9313.854681257984,0.177844,100.561,0.00185107,608.848,6.099304965997362,-49.772,0.168525,-0.87079,2.53915,-450.621,2.41286,-0.00381244,58,0.594177,21.576,-9.33411,-0.344598,97.8257,240000,318.727597052,27.481155395507812,-0.00694088,209.543,5.126636486998905,158.24999724599547,0.00604917,447.488
-1.88436,-2.10017,47.6608,0.19289,2.7927603721618652,14.7534,426.573,0.00103402,240000,-2.79353,0.557878,176.357,284.368872504,0.402675,1779,147.95821545599938,645.141,9472.443303461976,0.176478,94.2999,0.00159691,636.906,6.101405439996597,4.32836,0.132251,-0.880302,2.31698,-428.745,2.2198,-0.00369131,59,0.572637,16.5645,-9.78558,-0.289122,92.4427,244000,267.50993768,27.927602767944336,-0.0118224,196.815,4.234682910000629,158.2943038059966,0.00619194,429.38
-1.86275,-1.71095,53.4261,0.127374,2.8331525325775146,23.473,467.277,0.00172219,244000,-1.76047,0.762086,68.1142,231.936353914,0.420834,1806,149.0630836270011,648.737,9631.698249104984,0.174249,107.828,0.00172948,647.799,5.933016911005325,-95.4821,0.115748,-0.887473,2.37999,-470.487,2.17938,-0.00329055,60,0.614999,11.9966,-10.6698,-0.140189,106.308,248000,328.519104875,28.331525802612305,0.0257552,212.706,4.529126523000741,159.52522706100717,0.00644747,474.214
-1.89771,-2.22374,53.4947,0.159231,3.1786653995513916,39.5825,448.662,0.000855376,248000,-3.20819,0.503701,-8.73129,395.697220447,0.434125,1832,146.4766958270011,620.823,9788.720857203985,0.180132,100.731,0.00174126,617.025,6.0958841890005715,2.34282,0.131618,-0.855507,3.21495,-454.706,2.17981,-0.00414233,61,0.80716,13.2007,-11.7309,-0.250939,99.7927,252000,397.761568807,31.786653518676758,-0.0298383,234.745,4.259902630999932,156.8324826470016,0.00654956,456.109
-1.54716,-2.15276,45.4723,0.120799,2.8664352893829346,24.1604,466.69,0.00168036,252000,-2.49086,0.651247,52.7298,283.966211634,0.435366,1860,147.31015507499978,649.53,9947.191483169983,0.186288,118.503,0.00161168,645.899,6.135572802000752,-50.1248,0.100614,-0.915982,2.83769,-472.555,2.47168,-0.00270075,62,0.620274,15.4274,-10.6574,-0.271829,111.68,256000,314.84235772,28.664352416992188,0.0328471,196.76,4.450473588000023,157.89620146500056,0.00930205,471.101
-1.84574,-1.90958,45.1842,0.140696,2.676454782485962,16.2323,448.69,0.00100019,256000,-3.12201,0.603881,-21.2303,204.45768691,0.421502,1885,146.3600875760003,657.439,10104.421094298981,0.179645,99.4671,0.00167138,640.014,6.207799834999605,-75.0739,0.112664,-0.886448,2.19817,-452.49,2.47188,-0.00544365,63,0.592201,19.3346,-9.69358,-0.34732,97.5038,260000,380.524471098,26.76454734802246,-0.0600185,203.701,5.025589334998585,157.5934767459985,0.00649723,451.539
-1.84902,-1.79807,52.0264,0.196573,3.0618507862091064,24.1456,478.393,0.00113523,260000,-1.98833,0.456258,32.362,378.581134493,0.435135,1911,148.15173076700012,698.114,10262.799361813979,0.177697,106.452,0.0018612,684.281,5.986168460001863,35.1784,0.129527,-0.870454,2.29299,-482.705,2.20364,-0.00384443,64,0.67496,11.3193,-11.5098,-0.302871,104.054,264000,330.970161599,30.618507385253906,-0.0149806,194.111,4.66282177499852,158.8007210020005,0.00592078,480.972
-1.76386,-1.72071,35.3567,0.128127,2.7003018856048584,23.9549,459.228,0.000834662,264000,-3.5132,0.678063,186.107,301.696960444,0.417233,1938,149.05538220699964,638.696,10422.482813043984,0.177515,106.637,0.00161779,634.582,6.08838300500247,-42.2609,0.15005,-0.891255,2.27134,-462.157,2.28153,-0.00288428,65,0.560551,17.7579,-10.4078,-0.364902,103.479,268000,301.978373975,27.003019332885742,-0.0283927,205.813,4.240980180000406,159.38474539200251,0.00599229,461.973
-1.73458,-2.12459,49.9697,0.118226,3.030626058578491,37.0161,469.523,0.000931307,268000,-2.43531,0.636516,100.643,251.296964369,0.441278,1963,147.1074450670003,667.743,10580.284657645983,0.191679,109.949,0.00175882,669.076,6.022851191000882,-20.3503,0.122713,-0.867568,2.5236,-473.099,2.59085,-0.00537723,66,0.660408,20.8841,-10.878,-0.195786,104.682,272000,350.241321182,30.306259155273438,-0.00880618,218.837,4.540607201999592,157.67090346000077,0.0058342,472.247
-1.40268,-2.298,51.3796,0.123715,2.992443323135376,30.1668,516.617,0.00190972,272000,-2.61977,0.608431,184.918,350.852821967,0.453187,1989,147.62926281799992,688.157,10738.217424606986,0.195796,114.219,0.00156816,687.093,5.979987874001381,1.73966,0.121448,-0.908343,2.08216,-520.417,2.28931,-0.00388231,67,0.616019,16.9689,-9.5449,-0.298065,113.98,276000,415.078730946,29.9244327545166,0.036121,350.019,4.67250229900128,158.28175299100258,0.00620138,520.581
-1.71855,-1.99298,48.7471,0.139578,2.611427068710327,18.6455,496.818,0.00158369,276000,-2.02444,0.554174,172.596,339.756241072,0.442102,2015,146.6164315140013,678.149,10895.806823022986,0.190621,118.47,0.00165047,659.275,6.004998327000067,2.0219,0.149499,-0.888291,2.69209,-500.698,2.26374,-0.0037022,68,0.579319,11.1514,-10.6465,-0.128613,115.503,280000,318.004810797,26.11427116394043,0.0243452,198.689,4.324098701999901,156.94552854300127,0.00647403,499.026
-1.72806,-1.90101,72.5917,0.126297,2.654588222503662,13.2756,468.86,0.00130996,280000,-2.2495,0.617684,118.155,451.304477627,0.429269,2041,147.42734528799883,645.133,11053.695365698979,0.190336,116.725,0.0015004,650.969,6.138231191996965,-98.1834,0.157003,-0.884234,3.25454,-474.676,2.37121,-0.00324936,69,0.531247,14.5173,-10.184,-0.230377,113.632,284000,404.01003626,26.545881271362305,0.0122535,319.002,4.969311896998988,158.5348883769948,0.00526368,478.649
-1.4526,-2.01719,65.9703,0.133882,3.399794340133667,37.0335,526.764,0.00167165,284000,-3.74918,0.584835,193.185,434.441546956,0.464353,2070,146.85621517399886,714.898,11210.852684943973,0.206237,122.975,0.00171292,713.801,6.1083487489959225,8.54036,0.110019,-0.903566,2.49621,-531.855,2.49137,-0.00366661,70,0.64388,16.8698,-9.75667,-0.268626,118.442,288000,386.12111947,33.99794387817383,0.012159,244.33,4.323269958998935,157.28783388199372,0.00655804,528.737
-1.6368,-2.09532,133.147,0.145138,2.2382359504699707,17.4929,471.024,0.00158053,288000,-2.09219,0.399515,163.222,359.752364588,0.429197,2096,147.1712209849993,639.406,11368.532925569974,0.204376,121.936,0.0015688,641.834,6.126667006001298,106.198,0.225596,-0.902152,2.20315,-476.404,2.44257,-0.00316382,71,0.4943,11.4512,-10.7369,-0.206509,118.651,292000,364.032774302,22.38235855102539,0.0296256,327.466,4.193803817001026,157.49169180800163,0.00669684,479.998
-1.96982,-2.25775,43.7762,0.119044,2.601656913757324,20.4927,457.116,0.000746994,292000,-2.5645,0.657716,179.153,293.695162169,0.425524,2120,146.8069274979989,607.757,11525.779669445972,0.199458,113.113,0.00159757,617.2,6.051205643998401,-0.369164,0.141496,-0.842946,2.28617,-464.09,2.32955,-0.00348022,72,0.543606,16.3294,-13.3721,-0.0987514,109.271,296000,439.115178684,26.016569137573242,-0.0717104,207.89,4.38285481100138,157.2409879529987,0.0056041,463.466
-1.62749,-1.84854,45.7045,0.13841,2.955939769744873,22.6108,528.019,0.0015179,296000,-2.36582,0.522029,185.448,465.915027934,0.44983,2147,148.49828189500113,693.751,11684.953162493974,0.198536,114.083,0.00169239,696.886,6.200211572000626,31.1673,0.118548,-0.880267,2.01037,-533.468,2.24473,-0.00425989,73,0.583479,9.22414,-9.29079,-0.0918664,112.786,300000,322.347741292,29.559396743774414,0.00844193,210.733,4.389471118998699,159.08796458600045,0.00632562,530.753
-1.51416,-2.03797,54.0007,0.136766,3.3513247966766357,40.3743,532.325,0.00167456,300000,-3.12059,0.556771,67.5067,411.501376624,0.464644,2173,148.51420209200114,712.339,11843.758156913975,0.204521,125.33,0.00164334,706.995,6.076815443000669,-66.11,0.0851032,-0.88479,2.67487,-536.923,2.37658,-0.0033195,74,0.63066,16.9599,-10.2041,-0.261115,122.627,304000,457.729974115,33.513248443603516,0.0205326,230.86,4.4759512250002444,159.06696876000206,0.0071304,535.769
-1.67713,-2.36306,53.4815,0.136133,2.914193868637085,25.7698,511.761,0.0012657,304000,-2.26338,0.617122,190.945,372.644646936,0.444869,2198,147.4250997629988,730.23,12001.781483777975,0.215975,127.061,0.00169074,725.026,6.1290808110024955,-30.9806,0.126361,-0.88264,2.32348,-513.93,2.42617,-0.00340219,75,0.569677,14.4102,-9.16403,-0.176517,125.776,308000,340.405026201,29.141939163208008,-0.000114775,340.213,4.214720911000768,157.76890148500206,0.00593242,513.287
-1.55741,-1.97582,53.1829,0.156045,2.926190137863159,26.6907,530.192,0.00147527,308000,-2.33326,0.562371,20.1627,362.866921028,0.456404,2224,148.14778762100104,716.63,12160.333412418973,0.214901,129.125,0.00166778,708.152,6.092672846994901,-15.9887,0.121719,-0.881335,2.8208,-532.509,2.45029,-0.00458422,76,0.580476,12.5833,-9.42763,-0.129988,127.624,312000,420.097551,29.26190185546875,0.026392,232.948,4.470443362999504,158.71090383099545,0.0058221,532.736
-1.75304,-2.4067,62.698,0.151193,2.7518248558044434,33.2641,504.324,0.000883423,312000,-2.56,0.566637,153.951,392.531889846,0.44036,2250,147.12998331299968,703.2,12317.767343417969,0.219698,120.365,0.00163559,708.361,6.13624992899895,-112.428,0.141735,-0.871583,2.43155,-509.601,2.52399,-0.00384016,77,0.592452,19.6792,-10.106,-0.222569,115.849,316000,403.789508272,27.518247604370117,-0.0209488,210.709,4.312166667999918,157.57839990999855,0.00572023,510.018
-1.41713,-2.03625,63.03,0.184682,1.659529685974121,8.46238,535.352,0.0018794,316000,-1.99392,0.161487,66.8572,192.783078453,0.449548,2276,147.98531741599982,729.779,12476.137657463974,0.215464,132.949,0.00138838,723.802,6.12350575700475,-56.7491,0.286646,-0.917897,2.43398,-538.056,2.59021,-0.00239895,78,0.563916,15.2151,-10.845,-0.226656,130.24,320000,334.43872983,16.59529685974121,0.080622,254.827,4.168806681000206,158.27762985400477,0.00595687,540.614
-1.64431,-2.54187,61.3077,0.127775,2.107445478439331,16.7367,499.294,0.00102313,320000,-2.45724,0.609914,84.4756,336.724864969,0.436614,2302,146.27507043100013,722.427,12633.15514817497,0.221192,125.305,0.00163005,737.32,6.189659951996873,-49.29,0.229138,-0.874701,2.97005,-504.391,2.58482,-0.00426652,79,0.44906,16.2715,-9.65393,-0.253253,123.191,324000,315.839562269,21.07445526123047,-0.0454294,241.02,4.262338329999693,156.7270687129967,0.0059123,505.937
-1.62018,-2.51326,54.3331,0.127366,3.212244749069214,36.4683,552.205,0.0011963,324000,-2.6005,0.652293,60.2868,326.685176768,0.476412,2327,148.06080722799925,757.229,12792.294882627972,0.221126,129.279,0.00179779,746.025,6.041603248002502,14.3573,0.109841,-0.850913,4.21393,-556.709,2.59987,-0.0038986,80,0.600816,20.8482,-9.07809,-0.216756,124.661,328000,370.665356014,32.1224479675293,-0.00442365,259.473,4.5537962460002746,158.65620672200203,0.00578684,555.699
-1.78934,-1.88991,33.8352,0.1196,2.7696456909179688,29.006,531.44,0.00105428,328000,-2.27044,0.608589,5.34066,464.017974853,0.444325,2356,146.20187349699881,742.407,12949.187300848975,0.213468,119.498,0.00166367,745.226,6.179895099003261,1.67673,0.0987242,-0.855134,1.90202,-536.807,2.34243,-0.0030914,81,0.58386,9.94891,-9.11781,-0.0944287,118.546,332000,432.219404764,27.696456909179688,-0.0228695,222.561,5.038203984000575,157.41997258000265,0.006926,536.743
-1.64307,-2.09454,66.7549,0.130785,2.7637202739715576,40.8829,550.109,0.00132855,332000,-2.50051,0.524623,192.153,210.607185245,0.459319,2382,147.39536667599896,730.297,13106.725578535981,0.226075,127.858,0.00166297,730.051,5.9758099320024485,47.6427,0.121603,-0.867284,2.28744,-556.609,2.55681,-0.00441682,82,0.719684,13.2287,-10.382,-0.188492,123.679,336000,472.464347074,27.6372013092041,-0.0163082,281.392,4.511815380001281,157.8829919880027,0.00598769,559.2
-1.92558,-1.93359,50.0224,0.118392,2.9476592540740967,49.1583,519.261,0.00102731,336000,-2.60843,0.643747,185.661,307.632240669,0.419076,2408,148.80354216500018,753.728,13265.90444116698,0.212306,125.153,0.00159868,756.785,6.016158370000994,14.5095,0.0967713,-0.856118,1.84887,-525.235,2.37225,-0.00354705,83,0.490046,17.6282,-10.3306,-0.201302,121.952,340000,380.563724065,29.476593017578125,-0.0311696,252.169,4.167764274001456,158.98746480900263,0.00529629,525.605
-1.90269,-2.2163,62.1773,0.118013,2.9252896308898926,41.7312,532.643,0.000601974,340000,-2.02349,0.605003,114.544,470.651601946,0.451497,2437,147.64809268799945,718.305,13423.91001576898,0.213311,118.9,0.00162643,709.852,6.068962852998084,22.6515,0.124022,-0.825536,2.32191,-535.433,2.37597,-0.00335925,84,0.651659,10.8319,-9.7073,-0.226701,118.183,344000,453.579903204,29.25289535522461,-0.0563858,265.837,4.360179924000477,158.077235464998,0.00512422,535.863
-1.53849,-2.15541,70.6328,0.183898,2.3733346462249756,35.6883,568.452,0.00144456,344000,-2.54394,0.469521,190.408,494.966305837,0.452278,2465,146.5940572540003,750.725,13580.83896228898,0.220497,126.595,0.0016386,744.547,6.045381868998447,147.823,0.116525,-0.89523,2.09735,-570.771,2.52437,-0.00365301,85,0.651231,11.1404,-10.3493,-0.264222,126.118,348000,347.545976599,23.733346939086914,0.00301986,239.302,4.289612903001398,156.92905202600014,0.00634127,574.581
-1.67746,-2.17683,63.612,0.152086,2.649414300918579,38.8479,548.315,0.00135355,348000,-2.36835,0.648188,151.088,421.905775761,0.446249,2490,148.98657047300003,763.826,13740.351451307984,0.22118,135.197,0.00157822,762.117,6.1538163339992025,-70.9398,0.0767271,-0.878737,2.05451,-557.283,2.4649,-0.00274084,86,0.580102,14.753,-11.1635,-0.177751,130.271,352000,381.089430336,26.494142532348633,-0.000390358,237.772,4.290566352001406,159.43095315900064,0.00604174,554.705
-1.64826,-2.2614,96.5957,0.119511,3.0957086086273193,36.0826,571.292,0.000866504,352000,-2.56792,0.559408,219.898,435.565016888,0.475508,2517,147.12757613299982,771.131,13897.858265520983,0.232941,125.325,0.00177926,766.54,6.121609215999342,19.9935,0.104168,-0.847396,2.61042,-576.444,2.54711,-0.00365787,87,0.688047,15.9432,-9.26611,-0.0873434,120.126,356000,425.913844607,30.95708465576172,-0.0286051,288.318,4.373322596000435,157.6225079449996,0.00540773,573.376
-1.69385,-2.61141,88.0166,0.131388,2.8824775218963623,52.133,559.028,0.00123459,356000,-2.96797,0.61212,-3.96415,390.57572672,0.456981,2542,147.76811352599907,807.984,14056.10912281498,0.233929,139.751,0.00166109,792.645,6.025138663995676,-77.6417,0.165005,-0.86099,2.14632,-564.611,2.4001,-0.00320724,88,0.517195,18.1221,-10.534,-0.197051,136.242,360000,455.471610415,28.82477378845215,-0.0017993,274.526,4.258555598000385,158.05180778799513,0.00622694,564.311
-1.5568,-2.22391,62.4723,0.1111,3.413724899291992,57.9175,595.954,0.00114164,360000,-2.35224,0.506309,223.399,460.584637294,0.487638,2568,148.43211820599936,787.034,14215.04295485798,0.242719,137.372,0.0017035,789.122,6.357937592998496,-42.7064,0.106952,-0.857009,3.44705,-601.101,2.69284,-0.004333,89,0.79359,21.9575,-9.1012,-0.189928,131.425,364000,412.369093648,34.13724899291992,-0.00285007,248.198,4.458519179001087,159.24857497799894,0.00537455,604.186
-1.7775,-1.83744,64.2511,0.13364,2.766845941543579,23.7088,573.148,0.00137445,364000,-2.07653,0.58694,225.582,400.591459751,0.454703,2594,148.2700337339993,822.497,14373.997515496985,0.226943,140.048,0.00167015,819.008,6.220355844005098,212.721,0.124957,-0.857416,2.10762,-576.758,2.47769,-0.00383732,90,0.521601,10.7819,-10.3167,-0.243979,139.08,368000,384.92002052,27.668458938598633,0.0124561,199.386,4.145018212999275,158.63540779100367,0.00654386,578.159
-1.63567,-2.38619,54.8677,0.115077,2.604658842086792,15.1212,577.6,0.00140339,368000,-2.44839,0.825147,46.8063,461.090174943,0.45328,2621,147.49971363799887,798.535,14532.223891655984,0.224912,138.867,0.00155386,796.371,6.063824101001956,-122.448,0.167699,-0.880901,2.69883,-584.537,2.47394,-0.00271829,91,0.485704,21.0084,-10.3343,-0.247243,135.884,372000,443.466801921,26.046588897705078,0.021257,307.43,4.465138724999633,158.02867646400045,0.00664934,583.42
-1.54609,-2.08297,82.7636,0.136982,3.0521366596221924,39.0321,603.507,0.00162922,372000,-2.49979,0.584591,228.554,246.808869054,0.484678,2649,148.36900964500092,817.041,14690.985236520995,0.234142,144.471,0.00182536,816.263,6.157973074001347,6.42694,0.103039,-0.865589,3.86516,-610.003,2.65351,-0.00362725,92,0.647494,20.8492,-8.38299,-0.177956,143.004,376000,412.632774058,30.521366119384766,0.00587353,278.076,4.663520066002093,159.19050278500436,0.00679421,612.266
-1.25872,-2.48743,56.3831,0.0993492,2.858147621154785,27.0731,592.785,0.0012505,376000,-3.05784,0.665215,71.298,376.140909972,0.474488,2675,147.83136017699871,828.696,14848.98027876599,0.235506,138.912,0.00171434,826.28,5.965618403999542,-93.6064,0.171067,-0.904284,3.68215,-596.868,2.7839,-0.00446492,93,0.499088,22.488,-9.24348,-0.268093,134.86,380000,420.814400392,28.58147621154785,0.00219156,290.689,4.235222949999297,158.03220153099755,0.00686676,598.377
-1.1022,-2.17996,77.3609,0.101094,3.1968891620635986,47.2381,637.302,0.00204275,380000,-2.86088,0.619298,54.8053,269.121561367,0.504086,2702,147.6017968899978,834.074,15006.902903634975,0.238795,140.601,0.00168892,827.967,6.112332001997856,-76.9238,0.0965918,-0.900233,2.57188,-639.489,2.74282,-0.00306754,94,0.572156,18.0632,-9.81689,-0.230814,136.757,384000,469.167380206,31.968891143798828,0.0237049,258.272,4.199323511998955,157.9134524039946,0.00563596,642.978
-1.3428,-2.44209,54.7736,0.143399,3.2944576740264893,62.9728,613.187,0.00144644,384000,-3.31116,0.507102,203.498,475.256449622,0.491815,2728,148.35317188399858,851.0,15165.165860293968,0.236812,141.226,0.00177424,832.69,5.711744653995993,-35.9698,0.0926064,-0.891081,2.56195,-619.668,2.81517,-0.00353072,95,0.60294,22.7606,-11.4047,-0.2299,136.713,388000,500.379362593,32.944576263427734,0.0219746,241.847,4.209384773999773,158.27430131199435,0.00731721,617.596
