Log Pis Mean,Policy log std Min,VF Loss,Z variance eval,KL Loss,RF Loss,Q Predictions Mean,R Predictions Mean,Number of train steps total,Policy mu Min,Z mean eval,V Predictions Min,AverageReturn_all_train_tasks,Policy mu Std,Number of rollouts total,Train Time (s),Q Predictions Max,Total Train Time (s),Policy log std Std,Q Predictions Std,R Predictions Std,V Predictions Max,Sample Time (s),Q Predictions Min,Z variance train,Policy log std Mean,Policy mu Max,Policy Loss,Log Pis Std,R Predictions Min,Epoch,Z mean train,Log Pis Max,Log Pis Min,Policy log std Max,V Predictions Std,Number of env steps total,AverageReturn_all_test_tasks,KL Divergence,Policy mu Mean,QF Loss,(Previous) Eval Time (s),Epoch Time (s),R Predictions Max,V Predictions Mean
1.18927,-3.01118,161.11,0.0414058,4.3723464012146,254.477,1402.78,0.00131831,1688000,-2.51038,0.433337,77.501,980.268594217,0.689763,10916,146.86854830499215,2069.97,66599.4003694121,0.328824,360.779,0.00152595,2076.48,5.997059250992606,60.064,0.0332824,-1.08248,2.97466,-1410.33,3.30387,-0.00501339,421,0.514072,19.7078,-9.94657,0.10612,356.544,1692000,945.512209238,43.72346496582031,0.0245336,612.477,4.191707988997223,157.05731554498198,0.00549238,1410.9
1.06479,-2.60656,166.446,0.0379535,4.206778526306152,242.316,1303.08,0.00105451,1692000,-3.26676,0.480674,36.0259,1018.41194519,0.688838,10940,146.26318926899694,2085.22,66755.82175147806,0.317447,346.395,0.00175429,2085.25,6.030202186972019,54.5134,0.0425658,-1.04006,4.18425,-1312.0,3.39071,-0.00546804,422,0.764649,22.0604,-10.7329,0.0743408,344.274,1696000,939.400253682,42.06778335571289,-0.0227923,599.472,4.186252047002199,156.47964350297116,0.00644491,1311.9
1.40704,-3.26503,1005.21,0.075011,4.250200271606445,219.368,1429.42,0.00136612,1696000,-3.92878,1.11403,47.4461,181.535826769,0.693898,10964,146.34561645599024,2102.0,66912.6255940111,0.344287,378.786,0.00162091,2089.98,6.059511426021345,26.1344,0.0866838,-1.10176,3.05103,-1443.01,3.34999,-0.00317284,423,0.584819,25.129,-8.23977,0.0468338,369.978,1700000,751.62452316,42.50200271606445,0.0634382,1301.42,4.131205935002072,156.53633381701366,0.00558801,1442.69
2.06836,-3.56025,350.487,0.0616243,9.243348121643066,265.132,1541.03,0.00133991,1700000,-3.25145,1.05927,127.5,921.667411957,0.732691,10988,147.01351350700133,2021.32,67069.8648589491,0.362738,312.829,0.00207508,2020.45,6.087312149014906,14.7231,0.0402613,-1.13404,3.98688,-1547.09,3.22502,-0.00497966,424,2.20825,19.0211,-7.31345,0.0195885,305.316,1704000,862.614480601,92.43347930908203,0.126974,1297.68,4.401765339003759,157.50259099502,0.0057602,1549.89
1.68339,-2.70992,209.262,0.0279989,7.170337200164795,355.337,1517.09,0.00166097,1704000,-2.99372,0.758011,34.492,924.784172914,0.700867,11015,146.5205660520005,2104.23,67226.70485956714,0.358166,391.523,0.00162571,2118.43,5.93982262800273,31.9347,0.0331708,-1.14247,3.58767,-1526.44,3.24613,-0.00349846,425,1.78039,20.7637,-8.9093,0.183142,390.11,1708000,946.828800933,71.703369140625,0.100219,1056.87,4.141596391011262,156.6019850710145,0.00586562,1526.58
0.78368,-2.63708,210.858,0.0395876,4.542648792266846,62.4792,1230.0,0.00128414,1708000,-2.93827,0.812411,-32.1054,995.840997681,0.657524,11039,145.748545156006,1859.31,67382.62510969816,0.306953,296.49,0.00118769,1844.28,6.082434428026318,7.67508,0.0274698,-1.05556,2.53888,-1234.49,2.96728,-0.00316372,426,0.70962,14.3568,-7.39772,-0.00953269,291.0,1712000,929.958241361,45.42648696899414,-0.00852989,783.007,4.382756785998936,156.21373637003126,0.00527772,1235.95
0.605422,-2.52691,135.821,0.0201291,4.341638088226318,163.361,1179.11,0.00100658,1712000,-3.29972,0.704915,36.3572,985.189826279,0.674626,11063,146.49946237000404,1504.29,67539.28153596814,0.290032,263.39,0.00133783,1505.15,6.024768430972472,31.6981,0.0353695,-0.985821,2.66232,-1186.79,3.05188,-0.00298957,427,0.836671,17.1957,-8.5051,-0.00603569,259.615,1716000,954.138130872,43.416378021240234,-0.0946219,548.276,4.092442356995889,156.6166731579724,0.00423984,1191.05
1.01731,-2.92453,154.212,0.0198763,4.187321186065674,167.232,1281.41,0.000983662,1716000,-2.89454,0.256784,30.3783,988.593438862,0.682715,11088,147.02206816700345,2013.1,67696.39660014314,0.312705,325.525,0.00164283,2017.85,5.888024048996158,22.2075,0.0665966,-1.05183,3.91111,-1289.83,3.41169,-0.00403291,428,0.982755,24.7402,-10.7818,-0.050496,322.672,1720000,445.85826017,41.87321090698242,-0.0261623,553.33,4.135328521995689,157.0454207379953,0.00537229,1291.95
0.589553,-2.71832,373.683,0.0230621,3.456308126449585,302.277,1180.9,0.000842122,1720000,-2.46881,0.68118,39.7473,967.304472448,0.579799,11112,147.3053903569962,2074.82,67853.98783502412,0.295194,387.957,0.00192785,2070.16,6.1380132399790455,-29.039,0.0543163,-1.11538,2.86364,-1186.41,3.15713,-0.0046931,429,0.728331,13.8082,-11.6271,0.0714866,384.646,1724000,903.727103259,34.563079833984375,0.0341825,8277.93,4.208649192005396,157.65205278898065,0.00552079,1189.38
1.5258,-2.63675,177.251,0.0223405,4.773281574249268,228.21,1399.6,0.0017449,1724000,-5.4512,0.707119,31.2035,899.721960199,0.685392,11136,147.31394634200842,2030.39,68011.5257706471,0.326106,359.111,0.00134144,2024.39,6.045293066985323,21.5573,0.0215105,-1.12578,4.37866,-1409.29,3.33882,-0.00210449,430,0.732056,27.0221,-7.65801,0.320442,350.394,1728000,958.025088607,47.73281478881836,0.0293216,704.691,4.1507004059967585,157.5099398149905,0.00546719,1406.69
1.40115,-3.24701,137.304,0.0379541,4.294970989227295,309.286,1422.68,0.00121326,1728000,-3.64092,0.627473,36.1255,999.706417004,0.694297,11160,146.96286888199393,2090.8,68168.85582279711,0.322466,364.939,0.00177488,2092.24,6.111729567011935,22.4901,0.038233,-1.09377,4.25136,-1431.98,3.26432,-0.00568546,431,0.697458,28.9206,-8.84487,0.0138559,359.075,1732000,900.314182886,42.94970703125,0.0211827,774.963,4.182030547992326,157.2566289969982,0.00591397,1436.02
1.08089,-2.91218,144.632,0.0271706,3.9513421058654785,147.802,1279.53,0.00105567,1732000,-3.30202,0.647005,53.1337,941.308619206,0.663662,11185,147.56236429300043,2047.54,68326.68399320309,0.323903,317.735,0.00147875,2035.24,6.143059451977024,43.3821,0.0236508,-1.07824,3.14869,-1286.86,3.14153,-0.00465403,432,0.61691,14.4692,-8.62118,0.0321195,312.648,1736000,949.832606085,39.51342010498047,-0.0100304,784.707,4.258812972009764,157.96423671698722,0.00542527,1290.53
1.78394,-2.92217,191.859,0.0229827,4.270679473876953,280.924,1512.03,0.00188034,1736000,-4.06798,0.672795,59.0665,945.191470933,0.702498,11209,146.6055975400086,2075.9,68483.36459559709,0.351594,374.712,0.00140825,2073.31,5.915227574994788,67.6834,0.0222079,-1.13954,3.03453,-1520.87,3.32863,-0.00283277,433,0.691242,21.342,-8.21043,0.132583,372.372,1740000,933.831103483,42.70679473876953,0.0725404,778.878,4.126328117999947,156.64715323300334,0.00628153,1517.02
1.93304,-3.20632,191.495,0.0858031,4.672862529754639,561.529,1640.82,0.002083,1740000,-3.31559,0.753738,139.853,947.904392646,0.719442,11237,146.73536312200304,2061.94,68640.44970693813,0.349136,304.919,0.00134003,2045.42,6.034752862033201,-82.6348,0.0328192,-1.1621,5.07192,-1649.4,3.25404,-0.00257157,434,0.737955,28.4135,-9.03043,0.0203295,293.36,1744000,916.203329576,46.72862243652344,0.111488,830.973,4.163383793988032,156.93349977802427,0.00572616,1649.66
0.548894,-3.51145,219.681,0.0465476,3.5788402557373047,28.5173,1212.53,0.00122153,1744000,-3.23669,0.614535,47.4445,986.228965511,0.634744,11261,147.56380556999648,1626.78,68798.25597992013,0.300313,247.402,0.00112053,1614.21,6.101818758979789,-32.4242,0.0250235,-1.05305,3.62409,-1216.58,3.25337,-0.00222655,435,0.613009,26.0611,-11.0504,0.0533389,237.467,1748000,952.949704785,35.78840255737305,-0.0201736,655.763,4.318288916008896,157.98391324498516,0.00537246,1216.82
1.40222,-3.18221,164.324,0.039654,4.891202449798584,233.6,1445.87,0.00165887,1748000,-2.84875,0.607266,43.4916,980.791211661,0.680007,11286,146.57979092899768,2151.86,68954.9947703671,0.331183,409.03,0.00135187,2147.76,5.996556724989205,29.4306,0.0311945,-1.1066,2.80893,-1454.96,3.21762,-0.00148256,436,0.567823,22.5249,-7.8398,0.375356,407.032,1752000,934.44732048,48.91202163696289,0.0470088,561.807,4.14413389400579,156.72048154799268,0.00551519,1454.73
1.87454,-2.95384,221.204,0.0643563,4.913087368011475,62.345,1558.55,0.0018738,1752000,-3.23149,0.655666,82.0211,975.445916645,0.702179,11310,146.87613203399815,2116.81,69111.93561164213,0.351282,394.694,0.00150477,2111.8,5.981793367041973,26.2856,0.0503496,-1.15298,4.99013,-1569.35,3.53969,-0.00290216,437,0.575642,22.1826,-9.91311,-0.0471579,391.915,1756000,958.076203806,49.1308708190918,0.0741992,688.926,4.165769461993477,157.0236948630336,0.00588908,1570.5
1.79352,-3.17082,154.271,0.0256281,5.131104946136475,362.038,1594.83,0.00127882,1756000,-3.76806,0.631547,71.138,957.87783878,0.719931,11334,145.9619421959942,2155.4,69268.05498404914,0.336768,382.719,0.00190253,2163.11,6.000431141015724,12.1463,0.0284641,-1.13078,3.63043,-1606.44,3.33922,-0.00474557,438,0.644659,21.5601,-8.53693,0.0379888,375.852,1760000,930.00084733,51.3110466003418,0.0891443,1477.41,4.086247206010739,156.04862054302066,0.00501315,1605.97
1.07823,-2.57723,144.688,0.0248007,4.984978199005127,296.371,1333.24,0.00153381,1760000,-3.53711,0.538893,-63.8492,949.957463651,0.699268,11358,145.684462418998,2063.63,69423.93077642017,0.325539,343.602,0.00139238,2068.31,6.079149852972478,13.3601,0.0213712,-1.03217,4.70385,-1341.06,3.25179,-0.00229157,439,0.617847,21.3378,-8.79731,-0.0651304,343.329,1764000,949.896948285,49.84978103637695,-0.0296142,571.663,4.160323532007169,155.92393580397766,0.00567213,1341.26
1.24136,-3.11027,177.826,0.0274109,4.5286760330200195,274.581,1432.42,0.00130441,1764000,-2.93298,0.553162,83.5072,945.023073731,0.683177,11383,146.5143948019977,2143.5,69580.56520919416,0.337671,417.453,0.00162672,2140.36,6.027762222991441,16.6447,0.0273919,-1.10165,5.90883,-1441.85,3.16937,-0.00467781,440,0.522739,20.8695,-8.30525,0.0136844,413.56,1768000,939.388999397,45.28675842285156,0.00435821,514.093,4.115499827996246,156.65765685298538,0.00531029,1441.19
0.699131,-3.10622,193.656,0.0426629,3.6737537384033203,40.436,1163.43,0.000848636,1768000,-3.31682,0.547139,42.4907,820.855350552,0.637808,11407,146.23471884299943,1457.24,69736.93474422714,0.31157,257.556,0.00119809,1470.17,5.934014355021645,34.5051,0.0340977,-1.05445,3.186,-1171.35,3.25907,-0.00303189,441,0.508588,24.6009,-8.51596,0.0778716,251.623,1772000,993.738187846,36.7375373840332,-0.0463376,604.27,4.095998353004688,156.26473155102576,0.00493492,1175.47
1.45717,-3.37852,271.279,0.0269482,4.554454803466797,312.696,1536.26,0.00132243,1772000,-3.30197,0.560932,70.3129,936.610900403,0.693333,11432,145.93331569999282,2139.84,69893.46689208718,0.329777,364.689,0.0017028,2142.83,6.026158657041378,59.8995,0.0356823,-1.11088,3.13935,-1543.7,3.16386,-0.00470447,442,0.577175,17.7255,-11.0194,0.173575,358.901,1776000,887.230644175,45.54454803466797,0.0661896,603.764,4.20415821998904,156.16363257702324,0.00512457,1550.9
1.51381,-2.61113,189.523,0.0426591,5.045179843902588,146.064,1560.16,0.00177837,1776000,-3.02011,0.515777,71.3713,897.645295345,0.696636,11457,146.75691702699987,2126.06,70050.6046320312,0.336339,383.37,0.0016239,2119.77,6.0124182880390435,61.0127,0.0259366,-1.12484,3.24981,-1570.03,3.18559,-0.00337374,443,0.669836,17.6178,-10.307,0.0661504,379.384,1780000,950.624602911,50.45179748535156,0.0819273,896.014,4.575975419997121,157.34531073503604,0.00548523,1564.67
1.49681,-2.67299,181.486,0.058342,3.623112440109253,263.001,1442.45,0.00089228,1780000,-3.19343,0.539863,74.1004,614.206261681,0.660351,11481,147.13323283800855,2024.68,70208.15780535022,0.32671,331.317,0.00165483,2024.63,6.064897200994892,60.2621,0.046215,-1.15652,2.7617,-1445.74,3.14413,-0.00388587,444,0.623807,18.1599,-8.19357,-0.0566908,326.203,1784000,902.469589833,36.23112487792969,0.0427207,711.368,4.371969080995768,157.5700991199992,0.00481291,1449.42
1.60596,-2.6624,196.517,0.0320127,5.60726261138916,175.016,1599.85,0.0019456,1784000,-3.70351,0.546193,97.0615,986.992606157,0.701269,11506,147.08548580200295,2184.46,70365.53872143019,0.340576,393.505,0.00140199,2185.24,6.158835272974102,91.712,0.0283287,-1.12169,3.81042,-1607.32,3.31987,-0.00289076,445,0.763606,24.199,-5.98171,-0.0896965,389.032,1788000,921.068385197,56.07262420654297,0.0633682,742.065,4.358638177989633,157.60295925296668,0.00505532,1611.66
1.37749,-3.06762,217.186,0.0291767,4.822778224945068,190.007,1448.46,0.00155988,1788000,-3.6379,0.548463,54.3051,975.492308558,0.704035,11531,147.1250352670031,2157.1,70522.91088648117,0.331911,395.667,0.00154291,2129.45,6.124770299022202,-23.612,0.0343079,-1.09775,3.54399,-1458.62,3.51221,-0.00279575,446,0.595523,26.5267,-10.3444,-9.88245e-05,387.713,1792000,959.381694436,48.227779388427734,0.0026486,747.09,4.139930716002709,157.38973628202803,0.00564434,1456.41
1.51768,-3.38426,180.189,0.0273114,4.177815914154053,161.949,1516.61,0.00126561,1792000,-3.61387,0.565732,76.1146,955.522114541,0.689636,11555,147.51257500499196,2115.93,70680.8873675511,0.336493,386.694,0.00141629,2131.19,6.049470295954961,-44.8873,0.0353,-1.12898,3.39291,-1524.09,3.35355,-0.00417142,447,0.495965,26.0378,-7.74519,0.0648263,385.459,1796000,864.239943961,41.77815628051758,0.0859419,1274.31,4.125900913000805,157.68794621394773,0.00472415,1527.89
1.3257,-3.77787,132.831,0.0374345,4.4886956214904785,41.0204,1458.88,0.00137541,1796000,-3.25001,0.52683,58.6695,914.605555333,0.692645,11580,146.9695868740091,2133.87,70838.26086651515,0.319289,380.386,0.0014589,2133.42,5.972635858022841,-39.2519,0.0268347,-1.09419,2.73343,-1468.24,3.09909,-0.00274052,448,0.626748,20.8891,-8.55628,-0.0272992,374.448,1800000,971.557622404,44.88695526123047,0.00718138,596.877,4.417585659000906,157.35980839103286,0.00580223,1469.53
1.27792,-2.71354,188.276,0.0266579,4.0799784660339355,150.117,1446.42,0.00128487,1800000,-3.26143,0.544185,53.9034,933.627472404,0.693652,11604,145.46645226200053,2389.12,70993.95560394814,0.320898,371.325,0.00154415,2239.81,6.128263163991505,50.532,0.0571631,-1.07884,3.42112,-1454.07,3.32697,-0.00401938,449,0.562068,23.6422,-10.328,0.255302,367.146,1804000,968.407478909,40.799781799316406,-0.00696784,603.14,4.435079948991188,156.02979537498322,0.00542585,1451.37
1.65819,-2.78159,314.399,0.0336508,5.057445526123047,99.0948,1584.08,0.00181742,1804000,-3.22824,0.511544,49.3875,987.440141576,0.70193,11629,146.07506825900055,2141.48,71150.15839236513,0.344259,365.746,0.00133149,2123.27,6.008766583996476,4.10412,0.0284523,-1.14449,3.73633,-1598.72,3.4428,-0.00197557,450,0.575798,21.3846,-9.31911,-0.0986062,353.21,1808000,881.996177395,50.57445526123047,0.0381091,922.067,4.103361467001378,156.1871963099984,0.00513064,1593.53
1.53873,-2.77228,309.001,0.0191101,4.446839809417725,289.541,1483.89,0.00100824,1808000,-2.9582,0.555401,64.067,843.092045539,0.701172,11654,145.2052862510027,2178.99,71305.58026224113,0.330876,396.5,0.00180329,2176.51,6.009622658006265,20.8225,0.0573665,-1.12633,3.72812,-1493.66,3.33765,-0.0045887,451,0.583561,26.9019,-8.03571,0.134259,391.399,1812000,934.293894313,44.4683952331543,0.0370884,1340.64,4.122742433988606,155.33765134299756,0.00566198,1504.48
1.83846,-2.97521,276.416,0.0318965,4.995696544647217,121.458,1585.16,0.00177267,1812000,-3.45564,0.568346,66.5492,937.875492148,0.690279,11679,146.65775417600526,2148.42,71462.40368600712,0.348474,366.272,0.0015077,2145.13,6.078789917999529,12.7461,0.0281529,-1.1631,5.65453,-1593.59,3.39142,-0.00387068,452,0.628048,33.8945,-7.37514,0.0155019,364.856,1816000,975.368551874,49.95696258544922,0.0667018,847.802,4.210183352988679,156.94672744699346,0.00579405,1600.2
1.61521,-3.03246,250.393,0.02777,4.906198024749756,214.669,1491.82,0.00150599,1816000,-3.89115,0.549467,31.3448,892.14108825,0.701422,11703,145.92261596900062,2192.6,71618.67006740412,0.344179,392.868,0.00149647,2184.79,6.039842666999903,50.3701,0.0298201,-1.11772,3.9939,-1499.76,3.3928,-0.00377932,453,0.646596,20.1862,-10.0633,-0.0176378,391.149,1820000,964.751421145,49.06197738647461,0.00623267,623.702,4.090503150990116,156.05296178699064,0.00606033,1496.31
1.10247,-2.44561,214.967,0.0348171,4.283200263977051,176.778,1346.25,0.000865745,1820000,-2.72683,0.550772,44.0807,957.36528462,0.699469,11727,145.23864096599573,2191.99,71774.40696135312,0.310621,352.314,0.00154553,2175.47,5.990817392987083,50.3952,0.036055,-1.04816,3.28294,-1352.21,3.11235,-0.00390674,454,0.548463,19.4518,-9.09378,0.0347462,349.386,1824000,906.045614285,42.832000732421875,-0.00387436,530.978,4.307295513994177,155.536753872977,0.00522132,1351.14
1.11186,-3.01813,264.679,0.0840087,4.234481334686279,256.575,1346.71,0.000460978,1824000,-3.31949,0.572313,54.3923,962.898775373,0.705172,11753,145.4561899649998,2137.07,71929.9374316091,0.331906,373.147,0.00177265,2143.64,6.044352964978316,19.6482,0.0331615,-1.0453,3.6473,-1357.99,3.39278,-0.00438878,455,0.615727,23.8484,-10.1049,0.0558246,363.767,1828000,917.155642572,42.34481430053711,-0.0070597,706.361,4.511060229997383,156.0116031599755,0.00442399,1363.71
0.648048,-2.65412,131.863,0.0241914,3.611698865890503,145.685,1319.59,0.000672711,1828000,-4.72915,0.498028,47.7629,981.560080862,0.667723,11777,145.8085606849927,2196.49,72085.82212808808,0.316867,384.149,0.00159327,2192.21,5.922480705019552,46.7213,0.0604535,-1.0205,4.24714,-1326.1,3.13602,-0.00464696,456,0.491565,30.7644,-8.31005,0.107763,380.133,1832000,994.978111291,36.11698913574219,-0.0205743,610.95,4.03322225199372,155.76426364200597,0.00592594,1326.84
1.87032,-3.48297,242.987,0.0310234,5.049243927001953,179.552,1580.56,0.00179007,1832000,-3.61583,0.587161,65.266,802.499290039,0.720074,11801,145.9784841380024,2172.91,72242.64163939611,0.347396,386.257,0.00149533,2159.2,6.076078201993369,41.1147,0.0324597,-1.14538,2.9414,-1593.06,3.56611,-0.00423305,457,0.527652,23.4176,-11.6772,-0.0128504,381.65,1836000,854.193482101,50.49243927001953,0.0664834,740.687,4.157317171993782,156.21187951198954,0.0048637,1592.15
0.869239,-3.08607,123.944,0.0306769,4.099710464477539,66.4367,1345.68,0.00109475,1836000,-3.48616,0.572717,41.9181,1017.52608842,0.686604,11827,146.7225005930086,2115.12,72399.68248133009,0.30788,328.215,0.0013086,2111.77,6.105755685988697,43.1125,0.0348781,-1.03795,4.35715,-1351.53,3.10759,-0.00227547,458,0.524983,21.1982,-8.5506,0.0407902,323.408,1840000,936.280167785,40.99710464477539,0.00243913,803.852,4.768220261001261,157.59647653999855,0.00504805,1351.36
1.46081,-2.69397,161.385,0.0262739,5.209897041320801,212.891,1511.04,0.00125067,1840000,-2.95594,0.469921,1.31873,917.839113872,0.707927,11852,145.86377986700973,2205.2,72555.5817416721,0.340166,386.75,0.00164799,2191.65,5.966300163985579,-12.5752,0.0285828,-1.10472,3.29744,-1519.17,3.22133,-0.0040084,459,0.641965,14.6639,-8.28234,0.0539715,383.624,1844000,946.147831994,52.098968505859375,0.0263468,729.089,4.216121539997403,156.0462015709927,0.00560329,1515.67
1.53996,-2.76957,185.244,0.0410133,4.5975775718688965,184.581,1485.17,0.00111591,1844000,-3.50976,0.537571,-31.3783,1037.18323576,0.6981,11878,146.2273713350005,2191.29,72712.13361866413,0.340065,395.302,0.00180006,2176.71,6.062215170022682,39.4239,0.0553562,-1.1156,3.20393,-1494.15,3.29839,-0.00527443,460,0.606933,26.2118,-8.13009,0.0216293,392.526,1848000,989.28983255,45.97577667236328,0.0163865,680.287,4.072931055998197,156.36251756102138,0.00516349,1494.27
1.23309,-2.63389,200.5,0.0249425,4.3634161949157715,143.626,1490.64,0.00109145,1848000,-4.34497,0.492375,46.5399,843.597706626,0.674959,11902,146.42255621300137,2182.33,72868.84686184111,0.326263,389.812,0.00158895,2170.92,5.96601802999794,31.9809,0.0366351,-1.10007,3.10835,-1498.26,3.0761,-0.00464735,461,0.533176,19.2199,-8.83097,-0.075532,387.671,1852000,997.124702096,43.63416290283203,0.0242818,623.035,4.266118846004247,156.65469308900356,0.00618251,1498.46
1.40267,-2.79301,368.761,0.0708847,4.656945705413818,92.283,1507.36,0.00141372,1852000,-3.9459,0.608762,33.3434,996.751372279,0.704388,11927,146.29894526299904,2202.7,73025.39770312814,0.320585,370.701,0.00160269,2210.96,6.070582786007435,35.566,0.0340072,-1.09395,2.99984,-1513.7,3.21726,-0.00324568,462,0.573154,20.9283,-9.06362,0.291257,367.054,1856000,881.943236553,46.5694580078125,0.0142067,688.535,4.327589730004547,156.69711777901102,0.00473969,1522.43
1.85993,-2.69273,248.883,0.0424735,4.903903484344482,299.127,1625.55,0.00119775,1856000,-3.44321,0.546729,46.8487,830.727942227,0.720581,11951,146.60192255600123,2220.83,73182.27636538014,0.346254,404.881,0.00188034,2201.36,6.092832811016706,62.5149,0.0316711,-1.14608,5.00408,-1633.03,3.47723,-0.00462146,463,0.589432,22.8147,-8.43896,0.157002,400.963,1860000,975.450629228,49.039031982421875,0.0991916,807.091,4.18511419899005,156.87986956600798,0.00567036,1633.46
1.57611,-2.87661,259.714,0.0450757,4.892631530761719,414.96,1609.79,0.00180969,1860000,-3.5325,0.525779,44.153,957.293260448,0.696785,11976,146.81313972700445,2186.77,73339.00254844113,0.347957,376.457,0.00152742,2190.63,5.889544172008755,53.8772,0.0501555,-1.14134,3.32097,-1617.59,3.40805,-0.0036601,464,0.65353,21.4903,-7.46398,0.200876,370.423,1864000,982.891424007,48.92631530761719,0.0544718,917.852,4.187514612989617,156.89019851200283,0.0049968,1621.5
1.85304,-2.97694,335.325,0.0319542,4.2142815589904785,113.466,1602.48,0.00153893,1864000,-3.6917,0.567608,37.1108,927.000300833,0.712318,12001,146.31831220100867,2186.78,73495.5216530591,0.342096,389.309,0.00162986,2195.58,6.119350644963561,26.3427,0.0618093,-1.14269,3.24316,-1608.15,3.44573,-0.00403178,465,0.643662,16.5917,-9.72388,0.137913,384.373,1868000,885.79914747,42.14281463623047,0.0627789,864.726,4.027368999988539,156.46503184596077,0.00609452,1615.39
1.19135,-2.94448,279.698,0.0401097,3.4023921489715576,191.753,1397.11,0.00161314,1868000,-3.32958,0.598036,18.7831,964.10589496,0.670287,12025,146.16565202800848,2071.87,73652.00441586411,0.336944,333.183,0.00127188,2066.3,5.986891314969398,19.7454,0.125321,-1.09688,3.55383,-1403.44,3.22742,-0.00271693,466,0.549172,18.9228,-8.49693,0.0640637,330.091,1872000,963.716751739,34.023921966552734,0.0438721,704.627,4.0847935730125755,156.23733691599045,0.00635641,1402.09
0.962202,-2.56047,189.999,0.0348556,3.4416587352752686,252.868,1355.6,0.000710393,1872000,-5.17628,0.481665,50.1941,957.49892751,0.662253,12049,146.28034158000082,2165.59,73808.33179612711,0.307287,347.234,0.00192789,2147.64,5.847377022990258,-10.61,0.0899031,-1.0668,3.9731,-1366.63,3.21309,-0.00432383,467,0.701856,20.9192,-9.80727,0.345833,340.043,1876000,916.934586804,34.416587829589844,-0.0190603,1049.29,4.333598564000567,156.46131716699165,0.00536431,1359.33
1.25498,-3.30396,232.616,0.0755088,3.7446751594543457,154.098,1330.98,0.00139074,1876000,-3.31469,0.419162,24.921,902.879001405,0.685772,12073,147.05353686898889,2264.81,73965.66790869305,0.328782,382.27,0.00135812,2373.36,6.200284591963282,-61.7523,0.0378077,-1.0839,3.90657,-1336.43,3.4502,-0.0041318,468,0.480246,23.0125,-8.14624,-0.0162977,378.76,1880000,940.380970051,37.44675064086914,-0.00720783,2255.08,4.203386081993813,157.45720754294598,0.0055029,1335.74
0.972314,-3.20354,118.81,0.0398785,4.062198638916016,297.962,1338.59,0.00103252,1880000,-2.67582,0.437307,40.6252,984.004788163,0.687268,12098,145.51131183300458,2142.23,74121.34974782704,0.325736,358.988,0.00177533,2142.66,6.045632605004357,-81.0691,0.0385437,-1.05364,4.10493,-1348.39,3.42852,-0.00577992,469,0.626163,22.6995,-9.5219,0.138753,348.429,1884000,829.370455405,40.621986389160156,-0.0333851,628.688,4.085778652995941,155.64272309100488,0.0071604,1347.54
1.41072,-4.06837,173.701,0.0273545,4.104796409606934,134.567,1466.66,0.00124041,1884000,-3.29441,0.639803,30.5109,805.243079298,0.679701,12123,147.22036348999245,2236.85,74279.19922246107,0.326961,433.064,0.00152836,2243.97,6.027748027001508,27.1035,0.048533,-1.12109,3.76471,-1473.71,3.33405,-0.00298026,470,0.739614,31.196,-7.91628,-0.0491998,434.156,1888000,811.608381023,41.0479621887207,0.0362915,843.14,4.128513664996717,157.37662518199068,0.00504773,1479.48
1.31175,-2.6412,207.489,0.0795182,3.8999860286712646,108.151,1363.34,0.00101889,1888000,-3.36028,0.607641,21.6157,817.858273195,0.692549,12148,147.26564636699914,2213.68,74436.91390903805,0.322989,367.726,0.00144995,2210.6,6.027409253976657,19.5318,0.0578733,-1.07925,3.58254,-1373.55,3.22241,-0.00369365,471,0.58121,16.2235,-9.02137,0.231473,365.448,1892000,936.327208415,38.99985885620117,-0.0231804,707.632,4.605133314005798,157.8981889349816,0.00478722,1373.51
1.44195,-3.3864,185.83,0.038979,4.935367107391357,182.017,1532.81,0.00136209,1892000,-4.20592,0.538078,42.1491,912.55004982,0.712098,12174,145.9611781650019,2311.84,74592.97673256305,0.335054,373.312,0.00165675,2494.01,6.003744122979697,-13.4768,0.0387655,-1.10006,3.07216,-1541.36,3.29088,-0.00458721,472,0.692563,21.923,-8.4781,-0.0241235,369.094,1896000,910.964104765,49.35367202758789,0.0161766,1014.14,4.425173444004031,156.39009573198564,0.00495866,1537.81
0.663589,-3.32668,218.794,0.0277403,3.7590320110321045,110.86,1204.33,0.000953731,1896000,-3.41522,0.31536,14.4249,979.582071745,0.642743,12198,146.31188049099,1513.86,74749.77898758503,0.302529,269.965,0.00140575,1501.64,6.127310082010808,26.9865,0.0471306,-1.03424,3.71051,-1210.64,3.0391,-0.00311729,473,0.547627,19.6561,-9.183,0.14968,263.687,1900000,350.081397383,37.5903205871582,-0.0468802,554.12,4.101451568989432,156.54064214199025,0.00504124,1210.95
0.688533,-3.23731,214.137,0.039463,3.621843099594116,154.81,1201.39,0.000611124,1900000,-3.46789,0.592527,8.27428,828.492426975,0.671883,12223,146.99159139799303,1496.68,74906.72801580603,0.311275,256.55,0.00153898,1499.12,5.89608250001038,-123.666,0.0434823,-1.02398,4.07244,-1207.63,3.22819,-0.0039233,474,0.533904,22.7391,-8.45005,-0.119932,250.693,1904000,950.505642665,36.21842956542969,-0.0205499,575.669,4.366435637988616,157.25410953599203,0.00434936,1210.83
