V Predictions Max,Log Pis Max,Log Pis Min,R Predictions Min,Number of rollouts total,Policy log std Mean,V Predictions Mean,Sample Time (s),Number of train steps total,KL Loss,Policy mu Min,Policy log std Min,Policy log std Max,AverageReturn_all_train_tasks,V Predictions Min,Z variance train,Q Predictions Mean,Total Train Time (s),Log Pis Mean,(Previous) Eval Time (s),Q Predictions Std,QF Loss,Train Time (s),KL Divergence,AverageReturn_all_test_tasks,R Predictions Mean,Number of env steps total,Policy Loss,Epoch,Log Pis Std,R Predictions Max,V Predictions Std,Q Predictions Max,Q Predictions Min,R Predictions Std,VF Loss,Z mean eval,Epoch Time (s),Policy log std Std,Z mean train,Policy mu Std,RF Loss,Policy mu Max,Policy mu Mean,Z variance eval
1796.46,47.5558,-9.26765,-0.0127848,35062,-0.722335,1235.28,4.907817138009705,1152000,15.487207412719727,-6.09234,-2.67655,0.288434,670.897756101,-106.811,0.00177023,1222.44,85256.27528176487,0.727035,18.15486157601117,261.618,706.562,124.97204655800306,154.8720703125,643.831611973,-0.00550636,2384000,-1231.15,575,3.61547,0.00047805,239.784,1795.49,-76.1157,0.00246397,233.858,0.757693,148.03472527202393,0.269276,1.35067,0.89514,260.239,7.02026,0.266811,0.00242357
1618.03,30.7766,-9.21288,-0.0124931,35103,-0.715444,1152.43,4.904294270978426,1154000,14.876579284667969,-5.16719,-3.13657,0.244768,674.373393785,-29.4728,0.00373889,1140.82,85403.15667417683,0.933407,17.962410353997257,239.811,733.943,124.08308512500662,148.7657928466797,667.44443746,-0.00590719,2388000,-1151.5,576,3.61753,-0.000272441,221.784,1616.18,-67.9046,0.0023959,151.441,0.910143,146.9497897499823,0.280818,0.882057,0.90907,296.061,4.97731,0.287898,0.00222608
1697.34,38.852,-9.47262,-0.0126082,35145,-0.711795,1124.89,5.025767001978238,1156000,15.135870933532715,-5.28355,-2.91341,0.112444,679.472023582,-79.9497,0.00431703,1114.38,85549.75118993082,1.00626,17.898460664990125,262.68,657.759,123.64316859300015,151.35870361328125,662.471141187,-0.00564933,2392000,-1123.39,577,3.7309,-1.31773e-05,244.746,1712.92,-131.947,0.00236232,169.076,0.837449,146.56739625996852,0.282805,0.589326,0.929069,254.666,4.88869,0.273603,0.000756805
1795.46,36.4279,-8.81958,-0.0126356,35186,-0.742251,1199.51,4.924897136967047,1158000,14.597223281860352,-6.68573,-3.93655,0.0629722,653.965142264,-7.75849,0.00196488,1191.89,85697.47335791479,0.970554,17.9292372350028,248.439,652.242,124.69975815300131,145.97222900390625,658.880147517,-0.00561701,2396000,-1196.09,578,3.67755,0.000717989,237.977,1788.74,-11.4009,0.00241001,175.27,0.683687,147.55389252497116,0.277364,0.527302,0.893298,270.332,5.79617,0.31078,0.00271291
1644.06,45.678,-9.26583,-0.0124766,35230,-0.720538,1142.1,5.1158109130192315,1160000,14.939238548278809,-6.73408,-2.69614,0.443004,659.357229688,-103.771,0.00347376,1138.58,85847.61574150581,1.05192,18.101586272008717,241.189,735.981,126.79445582500193,149.3923797607422,639.727026112,-0.00567214,2400000,-1146.41,579,4.06228,0.00163209,220.339,1644.16,-117.988,0.0025842,312.835,0.794539,150.01185301002988,0.281476,0.659637,0.937551,275.639,9.10785,0.302201,0.0016354
1724.41,42.7459,-8.75704,-0.0123575,35271,-0.675866,1179.41,5.117112537031062,1162000,15.49467658996582,-5.77584,-2.42143,0.0971124,681.307894126,-49.4268,0.00300318,1169.44,85995.05983149985,0.745564,18.23640636500204,245.189,719.91,124.5062340949953,154.94676208496094,670.385876999,-0.0058152,2404000,-1178.02,580,3.41101,0.000401896,233.223,1733.29,-55.6102,0.00241704,222.776,0.863562,147.8597529970284,0.259695,0.543442,0.927609,266.317,6.51173,0.235518,0.00152658
1766.09,30.6412,-7.96559,-0.0123678,35316,-0.726746,1211.52,4.893246201987495,1164000,15.589192390441895,-5.4431,-2.66426,0.234883,673.790249389,-23.1796,0.00155922,1208.98,86142.82702331283,0.978419,17.82461816900468,265.383,912.887,124.89433210100105,155.8919219970703,658.857826133,-0.00579477,2408000,-1213.37,581,3.55966,0.00047767,257.193,1773.01,-28.2834,0.00255934,233.097,0.967294,147.61219647199323,0.276056,0.915044,0.920071,253.049,6.57429,0.286932,0.000524494
1780.59,32.7805,-7.05608,-0.0120455,35357,-0.70348,1263.73,4.871389362975606,1166000,16.05284881591797,-5.92174,-2.38994,0.243191,677.622973912,-45.9826,0.00248518,1254.64,86290.2524052318,0.704389,17.983419832991785,215.931,666.325,124.19884271699993,160.5284881591797,630.224904396,-0.00549188,2412000,-1260.02,582,3.23507,0.000995256,196.52,1778.53,-35.369,0.00245868,169.895,1.02386,147.05365191296733,0.260012,0.903116,0.86652,260.54,5.76255,0.319632,0.00180773
1782.94,32.2301,-9.74333,-0.0126887,35398,-0.729602,1288.83,5.083518323968747,1168000,16.50722312927246,-4.97261,-2.99001,0.090061,680.1966413,-49.8404,0.0023243,1276.11,86437.71568224278,0.942333,18.359275373994024,291.695,1206.81,124.70489973299846,165.07223510742188,647.965472931,-0.00560577,2416000,-1285.4,583,3.44684,0.000527265,270.573,1773.25,-72.2033,0.00239607,420.255,1.08075,148.14769343096123,0.269931,0.7742,0.890392,282.902,5.20702,0.319803,0.00127796
1899.54,28.6038,-13.6178,-0.0127217,35441,-0.72161,1232.2,4.838969230971998,1170000,15.27807903289795,-5.37906,-2.38524,0.446308,664.622194787,5.18199,0.00273591,1225.28,86584.82974687374,0.901638,17.679243720995146,251.324,514.632,124.19135424899287,152.78079223632812,656.170968685,-0.00563527,2420000,-1230.08,584,3.17142,0.000835678,240.778,1917.32,-20.9339,0.00273558,159.72,1.09307,146.70956720096,0.256158,0.654112,0.896801,265.118,5.66176,0.279979,0.00141608
1710.53,40.9066,-8.07314,-0.0125645,35483,-0.710573,1230.82,4.882894399008364,1172000,14.299399375915527,-6.48402,-2.8801,0.189701,668.460576631,-26.4431,0.00261514,1225.6,86731.41322708975,0.715116,18.08709288299724,231.088,1547.13,123.77404910400219,142.99398803710938,661.429284322,-0.00556592,2424000,-1230.82,585,3.41609,0.000252078,213.741,1722.37,-163.963,0.00256567,181.317,0.998691,146.7440363860078,0.269965,0.977965,0.880774,261.765,7.45973,0.300978,0.000918892
1674.77,30.5247,-8.8776,-0.0127874,35523,-0.689077,1102.34,4.945544962974964,1174000,15.685922622680664,-5.28246,-2.54345,0.15552,667.919078667,3.53822,0.00257516,1096.98,86879.09963176475,0.574204,17.930651747999946,246.564,919.013,124.5192163210013,156.85922241210938,665.811712371,-0.00578633,2428000,-1105.46,586,3.44494,0.000635828,234.74,1676.21,-40.8647,0.00253811,244.797,0.897217,147.3954130319762,0.266501,0.995797,0.88307,237.004,4.91674,0.281378,0.00202907
1713.83,36.4192,-7.99221,-0.0124552,35568,-0.70811,1155.71,4.948689627010026,1176000,15.254658699035645,-4.19441,-3.09984,0.439385,685.938406004,-30.3633,0.00392182,1154.04,87025.79269562276,0.769,18.225616955998703,221.964,675.641,123.78656176800723,152.5465850830078,664.34499193,-0.00561217,2432000,-1161.13,587,3.45438,0.00144001,206.752,1730.89,-61.1092,0.00261085,312.061,0.942767,146.96086835101596,0.273793,0.662095,0.892967,224.078,6.38634,0.258558,0.00146075
1714.78,41.683,-10.2149,-0.0121476,35609,-0.698818,1160.95,4.926258127990877,1178000,15.246889114379883,-8.0524,-2.93069,0.366782,677.348095218,-53.0964,0.00166702,1155.53,87173.03314597375,0.785261,17.96186413599935,243.903,646.173,124.22769367799629,152.46888732910156,665.370575213,-0.00564005,2436000,-1163.67,588,3.70045,0.000750927,229.055,1718.74,-42.2158,0.00251302,229.57,1.25912,147.1158159419865,0.264067,0.965752,0.898494,259.431,5.02006,0.301077,0.00116805
1869.81,38.0046,-11.5249,-0.0125395,35651,-0.727177,1233.11,4.9695284759945935,1180000,16.10715675354004,-5.97716,-2.7109,1.26955,688.387600041,-36.2818,0.00281128,1223.52,87321.26236512075,0.810831,18.090846530001727,252.873,710.922,125.04832405500929,161.07156372070312,630.962051153,-0.00549486,2440000,-1232.2,589,3.43301,0.000263288,236.206,1866.31,-28.101,0.00246261,267.101,0.940077,148.1086990610056,0.260005,1.16021,0.871678,251.804,7.22446,0.351556,0.00176736
1661.56,27.2315,-9.51329,-0.0127549,35695,-0.705202,1211.4,4.99497299802897,1182000,15.992926597595215,-5.27124,-3.27147,0.103882,678.657275673,-23.9307,0.00109622,1204.34,87468.0543174588,0.806248,18.215090783996857,234.114,690.771,123.91871000900574,159.92926025390625,647.411607326,-0.00552219,2444000,-1211.86,590,3.35106,0.00173997,215.005,1662.4,-29.1126,0.002562,298.742,0.759086,147.12877379103156,0.260212,0.921588,0.883334,259.907,5.6488,0.293632,0.00199743
1745.45,39.701,-9.36448,-0.0131349,35737,-0.733587,1288.7,5.028671452993876,1184000,15.440696716308594,-4.99254,-2.43183,0.17894,676.722765396,-43.7819,0.00301065,1278.44,87614.7084992838,0.817485,17.882225758003187,226.623,662.062,123.6597686449968,154.40696716308594,669.141960229,-0.0055971,2448000,-1285.87,591,3.43804,0.00179957,206.976,1755.13,-32.1599,0.00254718,318.896,0.911137,146.57066585599387,0.266729,0.67101,0.886785,257.157,5.92064,0.302305,0.00135567
1864.85,39.5195,-9.58817,-0.0129965,35777,-0.736067,1194.96,4.977712797030108,1186000,16.792890548706055,-6.09393,-3.10802,0.188755,689.469047883,-33.6284,0.00583542,1186.2,87762.04277318885,0.958577,17.96979762900446,275.669,681.436,124.43015529999684,167.92889404296875,683.576632207,-0.00543408,2452000,-1193.31,592,3.67583,0.000261568,261.569,1863.91,-42.7182,0.00247931,194.383,0.862471,147.3776657260314,0.270614,1.48416,0.896189,253.322,6.18879,0.325029,0.000577479
1758.38,47.9525,-9.69905,-0.0120335,35819,-0.697379,1185.25,4.928923198982375,1188000,14.4191255569458,-7.07384,-2.21465,0.169477,676.277029254,-57.6475,0.00187115,1176.15,87909.34522170882,0.576904,17.930470079998486,251.453,614.295,124.19719081799849,144.19125366210938,657.982400556,-0.00554744,2456000,-1184.45,593,3.34608,0.000642145,239.867,1760.95,-8.27794,0.00254693,342.47,0.644309,147.05658409697935,0.255968,1.08473,0.873286,251.331,6.38887,0.278344,0.00120832
1853.36,35.9411,-9.70059,-0.0130913,35859,-0.719373,1224.32,4.967056053006672,1190000,16.769012451171875,-4.34228,-2.66854,0.0924282,680.400077223,-40.642,0.00181384,1216.05,88055.94157462481,0.770565,18.180340254009934,249.484,803.813,123.57708688099228,167.69012451171875,665.392101122,-0.00565858,2460000,-1224.77,594,3.23766,0.00124937,230.501,1866.51,-116.782,0.00259906,167.841,0.568389,146.7244831880089,0.269475,1.34375,0.885093,265.864,5.41455,0.297821,0.00321604
1905.39,37.1458,-9.16213,-0.0127982,35899,-0.708708,1209.19,5.04287493598531,1192000,16.211027145385742,-5.94525,-3.36983,0.394201,683.751053928,-18.5728,0.00541999,1201.68,88202.25565483481,0.876544,18.056044382989057,288.851,903.136,123.0443938709941,162.11026000976562,656.438137916,-0.00565876,2464000,-1209.82,595,3.54722,0.000547136,266.394,1912.06,-88.3993,0.00250208,247.657,0.939122,146.14331318996847,0.270312,1.60217,0.907078,276.69,5.63631,0.271333,0.00155643
1731.73,41.6759,-8.75021,-0.0128275,35940,-0.700723,1162.56,5.055812014004914,1194000,15.044593811035156,-6.50484,-3.25951,0.461421,679.593134302,20.3165,0.00209658,1157.5,88349.71254517481,0.837558,18.23099096000078,223.099,771.51,124.39214835799066,150.44593811035156,659.211487225,-0.00550365,2468000,-1159.39,596,3.64364,0.000569155,215.519,1705.2,-17.1156,0.00261311,269.63,1.06582,147.67895133199636,0.271711,1.15737,0.898309,242.524,9.28264,0.29802,0.00109575
1680.54,34.282,-7.94912,-0.0130632,35983,-0.709672,1147.38,4.9630782960302895,1196000,15.655089378356934,-5.59907,-2.68573,0.131641,677.217108984,-41.5297,0.0032624,1134.59,88496.58124327184,0.954246,18.012958437990164,254.943,795.618,123.77350611900329,156.55088806152344,665.75717405,-0.00542314,2472000,-1141.75,597,3.69693,0.00132677,242.659,1675.72,-132.92,0.00247011,230.125,0.827694,146.74954285302374,0.271602,0.742138,0.907126,216.622,5.36376,0.31917,0.00137087
1931.81,37.0217,-9.67637,-0.0123641,36027,-0.745929,1180.86,4.997812148954836,1198000,17.160783767700195,-6.45535,-2.70994,0.402221,684.460338392,-60.3732,0.00327448,1174.25,88643.1797975148,1.0596,18.136412418010877,276.24,839.811,123.76882868999382,171.6078338623047,665.316865068,-0.00538519,2476000,-1178.82,598,3.61921,0.00079363,266.521,1936.08,-54.7293,0.00248595,194.457,0.81122,146.90305325695954,0.28164,1.07607,0.921628,252.789,6.11331,0.259683,0.0016915
1820.93,36.4094,-8.5921,-0.0127198,36067,-0.735888,1202.71,4.812370738043683,1200000,16.240604400634766,-4.30118,-3.08698,0.171798,664.40500951,-60.7204,0.00114376,1195.9,88789.50319708281,0.865575,17.83602374799375,246.869,650.573,123.19960655400064,162.40603637695312,617.518420928,-0.0055113,2480000,-1205.51,599,3.24643,0.00122058,231.76,1817.3,-75.1014,0.00269839,234.731,0.671409,145.84800104003807,0.260988,1.02415,0.88181,222.499,6.72812,0.316837,0.00147663
1697.58,26.268,-9.036,-0.0127523,36107,-0.746467,1165.55,4.882519463004428,1202000,16.60605812072754,-5.09244,-2.85926,0.173106,668.532627643,-44.7262,0.0016753,1156.25,88938.34256892982,1.16444,18.31570542199188,248.039,773.483,125.63135589601006,166.06057739257812,656.155030143,-0.00572417,2484000,-1162.23,600,3.4932,0.00127585,234.605,1689.33,-57.8102,0.00258815,234.743,0.932835,148.82958078100637,0.284384,0.511358,0.926158,265.276,4.18779,0.267047,0.00154073
1969.64,38.007,-8.82952,-0.0130361,36148,-0.751745,1261.17,4.885525142977713,1204000,16.640138626098633,-5.28801,-2.51182,0.123327,675.899209016,-48.7107,0.00179574,1257.93,89085.80242897279,0.983592,18.3293777689978,275.749,684.053,124.75121596500685,166.40138244628906,660.145634785,-0.00519438,2488000,-1263.06,601,3.4363,0.00125112,255.047,1957.91,-84.0453,0.00259514,208.247,0.926513,147.96611887698236,0.26541,0.998037,0.874906,235.098,5.10787,0.339665,0.00155
1825.6,39.1575,-9.12069,-0.0130136,36189,-0.730324,1208.08,4.929499576988746,1206000,14.431750297546387,-4.80947,-2.58935,0.327064,689.455245135,4.3984,0.00392468,1204.24,89231.9623979148,0.886675,17.827305790997343,242.465,777.913,123.57719398400513,144.3175048828125,622.980423858,-0.00544834,2492000,-1206.82,602,3.41846,0.000484131,230.938,1835.21,-79.3165,0.00261131,160.129,0.789319,146.33399935199122,0.264346,0.351897,0.875348,259.303,4.93073,0.299437,0.00157599
1769.96,34.5625,-11.0126,-0.0133064,36232,-0.72215,1233.96,4.980451963987434,1208000,16.228567123413086,-7.71674,-2.90742,0.31396,683.523535792,-35.6946,0.00145866,1224.73,89380.20707543379,1.06346,17.657461908005644,252.83,950.737,125.51481909099675,162.28565979003906,625.241344089,-0.00578457,2496000,-1229.64,603,3.66868,0.00156203,238.012,1776.52,-79.7776,0.00248829,377.641,0.833673,148.15273296298983,0.286183,0.911965,0.922814,274.34,5.35048,0.294087,0.00158706
1746.19,28.3332,-8.49542,-0.0128273,36278,-0.712432,1187.02,4.80190184400999,1210000,14.998251914978027,-3.80703,-2.51334,0.493576,675.628269066,16.3049,0.00432391,1180.77,89527.08430817482,0.732914,17.75342209399969,232.704,848.092,124.45329983200645,149.98251342773438,661.715769163,-0.00555477,2500000,-1186.63,604,3.18244,0.000262199,221.46,1751.45,-15.6701,0.00251689,137.309,1.06353,147.00862377001613,0.26582,0.645176,0.865041,271.695,5.24004,0.328675,0.00140153
1977.56,25.9153,-11.1103,-0.0132479,36319,-0.707314,1198.94,5.015619655023329,1212000,16.674789428710938,-4.52184,-2.58859,0.245475,680.754842941,-22.1245,0.0018274,1190.29,89675.03950948884,0.649359,17.625954528004513,268.104,641.509,124.79009322800266,166.74789428710938,654.046860027,-0.00547755,2504000,-1196.03,605,3.29323,0.00158086,260.98,1970.64,-50.7838,0.00253948,138.155,0.951011,147.4316674110305,0.268091,1.08264,0.873704,214.033,5.24277,0.286836,0.00158712
1764.78,27.2708,-11.2984,-0.012065,36362,-0.716154,1229.93,4.831382464035414,1214000,14.869771003723145,-4.26666,-3.22062,0.157524,691.174074538,-48.4049,0.00335349,1221.67,89822.43194428287,0.741117,18.153712386003463,250.9,1069.7,124.66777181699581,148.6977081298828,674.273266127,-0.00561451,2508000,-1233.11,606,3.39662,0.00106452,231.18,1761.12,-69.0302,0.00253345,303.675,0.909294,147.6528666670347,0.267606,0.335564,0.887299,266.787,5.45882,0.293489,0.00127008
1726.52,41.8711,-8.52828,-0.012095,36404,-0.709711,1204.02,4.962711587984813,1216000,16.061695098876953,-4.62921,-2.90602,0.264392,693.19957386,-87.7525,0.00193092,1197.19,89970.26752202783,0.811056,17.89735397399636,276.896,804.521,124.65400437598873,160.616943359375,666.361829233,-0.00559145,2512000,-1202.23,607,3.5476,0.00164108,265.465,1738.61,-59.1796,0.00260265,221.828,0.819882,147.5140699379699,0.263319,1.06787,0.880399,239.697,6.76125,0.340746,0.00193043
1722.4,28.3254,-8.95692,-0.0125475,36444,-0.709754,1260.95,4.88889453104639,1218000,14.83225154876709,-5.50633,-2.85343,0.288282,676.093457454,8.93734,0.00330295,1249.51,90117.3693103619,0.695773,18.223032385998522,223.514,749.399,124.56053400000383,148.322509765625,663.747608697,-0.00563833,2516000,-1255.54,608,3.21206,-0.000482969,208.091,1716.42,-20.6641,0.00240654,210.749,1.08944,147.67246091704874,0.2615,0.613678,0.885932,276.446,5.23928,0.272539,0.0018517
1866.34,46.2226,-9.42104,-0.0122524,36485,-0.727099,1184.38,4.902903434020118,1220000,16.010791778564453,-5.0799,-2.91608,0.0866036,695.181809891,-9.13718,0.00356128,1180.56,90264.64831635791,0.824308,17.656451361006475,248.813,654.826,124.39601141899766,160.10791015625,666.02921136,-0.00568139,2520000,-1185.77,609,3.40199,0.00022239,238.309,1871.81,-16.4901,0.00247211,369.51,0.804192,146.95536621402425,0.265515,0.613378,0.876578,287.133,6.00801,0.307323,0.00267951
1712.95,46.6019,-9.889,-0.0130812,36525,-0.712455,1246.87,4.900201199998264,1222000,14.499266624450684,-6.07466,-2.45505,0.54697,684.457375748,5.79021,0.00238031,1238.06,90411.2464218269,0.768429,17.9842054299952,249.402,582.675,123.91961346899916,144.99266052246094,664.128691051,-0.00557247,2524000,-1247.49,610,3.48216,0.000449712,230.762,1726.86,-59.72,0.00258765,120.558,0.869772,146.80402009899262,0.257715,0.542943,0.901933,275.706,9.39123,0.266393,0.00132248
1753.9,33.5047,-9.96237,-0.0123127,36566,-0.729614,1238.46,4.824826730997302,1224000,14.890420913696289,-9.59276,-3.23896,0.172073,688.609065901,-23.0509,0.000596665,1229.36,90559.18672335791,0.797977,17.782670598011464,263.966,861.781,124.85300500498852,148.90420532226562,655.11902686,-0.00553604,2528000,-1237.26,611,3.48743,0.000707693,240.897,1751.59,-59.2265,0.00264674,227.812,0.829362,147.46050233399728,0.262689,0.921007,0.870624,256.058,5.67108,0.338415,0.00192314
1723.76,36.8488,-12.4073,-0.0132342,36607,-0.751904,1227.4,4.877885460969992,1226000,14.730056762695312,-5.03799,-2.57213,0.151764,692.424288434,7.93646,0.00288166,1219.34,90706.18425446688,1.04194,18.266591157997027,251.381,875.067,124.12951566599077,147.30056762695312,617.474597778,-0.00572377,2532000,-1228.56,612,3.46916,-0.000404508,229.507,1742.85,-38.7697,0.0024254,182.007,0.889724,147.27399228495779,0.275103,0.51995,0.905837,251.175,5.59074,0.281096,0.00140928
1807.24,42.5591,-8.29781,-0.0120112,36647,-0.720682,1297.52,4.9364872179721715,1228000,14.778393745422363,-5.10336,-2.68755,0.314942,697.706734185,-80.047,0.0024288,1294.46,90854.66513830883,0.908529,17.994225957008894,226.864,566.02,125.44846813500044,147.783935546875,667.187445691,-0.00574347,2536000,-1302.6,613,3.36792,0.000141888,208.375,1804.16,-23.651,0.00240296,209.924,0.858084,148.3791813099815,0.2603,0.631482,0.896548,280.701,6.14186,0.304137,0.00113946
1670.94,44.1255,-7.75864,-0.0125003,36690,-0.724698,1167.26,5.008683932988788,1230000,14.860939025878906,-4.74897,-2.64996,0.385084,694.170896792,-274.297,0.00341516,1161.16,91001.43214355281,0.752821,18.100065288992482,258.108,1401.06,123.47599397000158,148.60939025878906,669.692510426,-0.00576727,2540000,-1166.36,614,3.66799,-0.000135201,252.076,1674.96,-95.8977,0.0024793,365.544,0.864345,146.58474319198285,0.272068,0.695009,0.895767,266.595,5.65415,0.267128,0.00137556
1796.76,36.0088,-10.328,-0.0123559,36731,-0.707706,1265.25,4.94586538002477,1232000,15.651301383972168,-4.82794,-2.29903,0.289237,681.069456801,-73.8115,0.00150195,1259.33,91148.29159322983,0.774007,18.286541880996083,253.947,793.91,124.41735882600187,156.5130157470703,668.313049738,-0.00555577,2544000,-1267.95,615,3.55564,0.00255814,234.3,1804.05,-94.28,0.00261646,214.543,0.756126,147.64976608702273,0.26694,0.978629,0.9095,284.177,6.8401,0.258901,0.000788886
1792.03,33.0726,-8.11753,-0.013168,36772,-0.722629,1261.56,4.983973979979055,1234000,15.662692070007324,-6.1945,-2.70976,0.0341391,682.564562615,-59.8118,0.00182245,1258.04,91296.15723024381,0.909723,17.500371563000954,283.163,679.461,124.5138424350007,156.62692260742188,616.584258523,-0.00575035,2548000,-1265.51,616,3.42338,4.83473e-05,274.282,1814.06,-142.372,0.00265943,203.951,1.00877,146.9981879779807,0.262125,1.25606,0.901721,276.913,6.03392,0.289138,0.00152241
1929.24,37.2918,-7.67331,-0.0128593,36813,-0.719065,1108.94,4.907498689964996,1236000,15.96196460723877,-7.00559,-3.315,0.208621,691.666354082,-14.1592,0.00211543,1103.16,91443.7451156938,0.945701,18.37193906099128,278.723,807.124,124.76954217201273,159.61964416503906,660.730237134,-0.00577331,2552000,-1111.64,617,3.84398,0.000442643,266.281,1920.93,-77.2892,0.00262894,266.199,0.910886,148.048979922969,0.271828,1.16489,0.926562,242.971,5.34303,0.241028,0.00139238
1788.28,31.8461,-10.9244,-0.0128103,36854,-0.753425,1262.27,4.962993836030364,1238000,15.049519538879395,-4.70195,-3.02794,0.279539,689.120676355,-94.2629,0.00225109,1258.54,91591.00247552681,1.18812,17.91513803700218,252.506,873.057,124.43306485599896,150.4951934814453,680.557551807,-0.00574378,2556000,-1266.32,618,3.62485,0.000241134,238.468,1789.75,-57.8642,0.00254025,253.406,1.04639,147.3111967290315,0.279369,0.942105,0.901006,317.041,6.27475,0.349426,0.000882312
1677.63,37.9736,-8.3336,-0.0127076,36900,-0.716752,1175.05,5.070624156011036,1240000,15.200370788574219,-6.58623,-3.05436,0.594133,688.102976405,-62.867,0.00242073,1170.03,91738.0623406428,0.881995,17.865346741004032,221.793,628.429,123.9352575619996,152.0037078857422,666.312517153,-0.00576783,2560000,-1176.33,619,3.74268,0.000257322,208.722,1686.85,-99.1666,0.0025078,217.647,0.82968,146.87122845901467,0.276193,0.575383,0.916339,282.174,6.68285,0.274735,0.000812999
1926.62,24.669,-10.6197,-0.0119264,36941,-0.726303,1162.18,5.0056246780004585,1242000,16.426956176757812,-4.40781,-2.84618,0.310009,684.473776466,-111.077,0.00216546,1150.29,91884.97898282678,0.799145,18.05835509499593,259.558,667.886,124.12531904999923,164.26956176757812,665.674861235,-0.00557223,2564000,-1158.54,620,3.36613,0.000420562,244.795,1925.88,-72.7908,0.00243966,284.691,0.951652,147.18929882299562,0.277849,0.681704,0.906014,262.742,7.05204,0.210678,0.00133769
1851.13,46.7485,-8.45503,-0.0124355,36982,-0.730115,1214.91,4.796142180042807,1244000,15.219171524047852,-5.46282,-2.48589,0.190937,687.824360575,-91.4101,0.00242433,1212.16,92032.25105905683,0.879515,17.78986582098878,245.468,699.062,124.51051279400417,152.19171142578125,674.486943375,-0.00576917,2568000,-1217.74,621,3.61852,-8.9017e-06,231.396,1853.07,-58.2249,0.00262309,210.183,0.795042,147.09652079503576,0.270874,0.661386,0.917557,303.201,11.2649,0.267157,0.00219762
1766.42,43.258,-9.20442,-0.0118894,37024,-0.727152,1166.0,4.981706716003828,1246000,16.04037857055664,-5.21754,-3.75902,0.911121,683.399687805,-38.1363,0.00282691,1156.88,92179.22396450481,0.80956,17.970461472999887,262.335,696.551,124.49619981298747,160.40377807617188,673.497559099,-0.00556238,2572000,-1164.74,622,3.65142,0.000427874,248.596,1790.65,-35.9781,0.00257899,223.684,0.852101,147.44836800199118,0.276042,0.629659,0.890111,240.57,5.88249,0.302009,0.00173052
1810.38,43.6032,-8.27625,-0.0121771,37066,-0.712918,1194.79,4.898692827046034,1248000,14.092529296875,-6.57737,-2.6774,0.225445,679.893860733,-67.5715,0.00297468,1190.54,92326.99682873386,0.769555,17.498700567011838,235.663,818.656,124.79914936900605,140.92529296875,661.155167318,-0.00573338,2576000,-1204.74,623,3.56592,0.000298024,217.517,1820.34,-72.0499,0.00249154,354.663,1.0104,147.19654276306392,0.254593,0.472206,0.883139,249.382,7.374,0.300047,0.00151263
1754.86,48.3247,-9.42601,-0.0128024,37106,-0.743126,1326.04,4.986875137023162,1250000,15.257217407226562,-5.55237,-2.97156,0.369502,684.28166296,-11.4906,0.00323836,1315.85,92473.84152617288,0.929912,18.079182621004293,244.682,1002.22,124.01276417700865,152.57217407226562,687.657223085,-0.00555659,2580000,-1322.12,624,3.42553,4.33298e-06,222.525,1759.34,-156.591,0.00245625,223.17,0.932513,147.0788219350361,0.2675,0.455519,0.877753,272.373,5.8516,0.332731,0.00146618
1663.17,32.3376,-9.12716,-0.0121366,37146,-0.724605,1221.66,4.7981398990086745,1252000,14.3232421875,-4.68381,-2.41503,0.218634,693.960448106,-35.6852,0.00325026,1214.8,92621.7401122539,0.688691,17.849204516998725,202.548,600.465,125.10033056800603,143.232421875,671.299027804,-0.00562232,2584000,-1221.21,625,3.28265,0.000110154,184.415,1662.26,-77.4103,0.00252457,130.631,0.920045,147.74767498401343,0.259352,0.392046,0.882138,241.638,4.88802,0.225365,0.00124677
1737.66,46.5937,-7.65077,-0.0126732,37188,-0.741915,1238.34,4.819956970997737,1254000,15.6041841506958,-7.16219,-2.64135,0.445929,689.038138218,-50.6202,0.00197222,1231.08,92768.01174932593,0.927994,18.004434101996594,227.006,766.067,123.31825374400069,156.04183959960938,683.538450984,-0.00569246,2588000,-1237.64,626,3.61572,9.97176e-05,207.395,1723.79,-39.3582,0.00264227,211.618,0.802858,146.14264481699502,0.272541,0.646646,0.890486,284.115,7.15563,0.304129,0.00163572
1896.75,27.9824,-10.2235,-0.0121774,37230,-0.722959,1254.42,4.894266837989562,1256000,15.565086364746094,-5.65854,-2.81144,0.26008,689.715275943,-51.4831,0.00163526,1247.24,92915.05919334493,0.923444,18.137722612998914,261.58,709.463,124.01106889900984,155.65086364746094,637.28131983,-0.00554415,2592000,-1250.9,627,3.49411,0.000726149,246.301,1893.73,-56.2232,0.00262389,182.751,1.02353,147.04305834999832,0.265274,0.788689,0.909719,286.053,4.35706,0.297987,0.0013193
1783.18,41.2065,-9.57904,-0.0126526,37272,-0.696983,1227.86,4.956220685009612,1258000,14.407977104187012,-6.4843,-2.90855,0.397152,701.66295388,-27.2203,0.00186063,1217.13,93062.12042628994,0.753567,18.146332675009035,261.876,794.129,124.31280035899545,144.07977294921875,669.640717211,-0.00558517,2596000,-1228.08,628,3.50794,0.000823528,244.379,1801.78,-63.0983,0.00252442,184.667,0.945919,147.4153537190141,0.259378,0.817148,0.896077,288.828,5.65476,0.318083,0.00164291
