Z mean train,R Predictions Std,V Predictions Mean,V Predictions Std,KL Divergence,Policy Loss,Epoch,Q Predictions Std,Q Predictions Max,KL Loss,AverageReturn_all_train_tasks,Total Train Time (s),R Predictions Max,V Predictions Min,Q Predictions Min,VF Loss,Policy mu Std,Number of train steps total,(Previous) Eval Time (s),V Predictions Max,Policy log std Max,R Predictions Min,Policy mu Max,Number of env steps total,Policy mu Mean,Policy log std Min,Z mean eval,Z variance train,Epoch Time (s),R Predictions Mean,Log Pis Min,AverageReturn_all_test_tasks,Policy log std Std,Z variance eval,Policy log std Mean,Q Predictions Mean,Log Pis Mean,RF Loss,Number of rollouts total,QF Loss,Log Pis Max,Policy mu Min,Train Time (s),Log Pis Std,Sample Time (s)
0.177181,0.001885,-324.231,394.2,51.973453521728516,324.289,1072,395.074,9.00059,259.8672790527344,-147.335107067,70563.09759729635,0.00737105,-4054.59,-4015.97,114.189,0.730003,1073000,34.20285096671432,12.2319,0.0554555,-0.00379995,5.31409,10930000,0.0853172,-2.3036,0.377019,0.708903,68.64447428192943,0.00185253,-12.6167,-247.980186858,0.236982,0.176574,-0.537701,-330.899,-1.41227,358.038,215600,735.897,26.1885,-3.39826,27.187315553426743,3.41584,7.254307761788368
0.319786,0.00201683,-286.53,356.247,54.40625762939453,287.064,1073,362.212,6.68012,272.0312805175781,-138.648981259,70628.54488300066,0.00841596,-3713.65,-3714.83,61.9536,0.733084,1074000,33.36472257692367,10.0993,-0.00955313,-0.0036185,3.41825,10940000,0.026105,-2.10109,0.400801,0.712836,65.70626312680542,0.00241315,-9.09374,-208.319574973,0.242012,0.180587,-0.524096,-297.581,-1.46804,318.521,215800,584.849,12.724,-3.35819,25.20722779724747,3.50897,7.134312752634287
0.237149,0.00181966,-267.61,370.662,45.46781539916992,270.929,1074,375.065,-1.51484,227.33908081054688,-192.475205549,70693.88493334223,0.00894999,-4776.09,-4770.59,119.755,0.702783,1075000,33.10557211562991,1.9764,0.0413352,-0.00433696,4.97074,10950000,0.0610103,-2.40042,0.391815,0.69912,65.37234062049538,0.0024683,-10.1482,-235.953150297,0.241655,0.190469,-0.514739,-278.863,-1.76999,298.372,216000,794.103,20.0222,-5.79557,25.162004748359323,3.37057,7.104763756506145
0.167777,0.00199959,-262.04,377.289,50.469730377197266,261.295,1075,380.128,7.21009,252.34864807128906,-132.073073718,70758.97897176817,0.00784552,-4551.79,-4541.84,98.9198,0.687509,1076000,33.072434776462615,9.12801,-0.0354875,-0.00528044,2.50447,10960000,0.0451704,-1.98682,0.389182,0.69137,65.04350906144828,0.00237685,-9.79818,-186.896191988,0.230564,0.167612,-0.501439,-270.252,-1.90358,281.826,216200,558.711,11.82,-3.38525,24.858293334953487,3.27949,7.112780950032175
0.27833,0.00191237,-256.293,351.809,49.696807861328125,255.495,1076,356.571,1.97427,248.48403930664062,-144.295784189,70824.17955994606,0.00854903,-3504.92,-3584.2,87.6068,0.694599,1077000,33.132898717187345,6.18109,-0.00136632,-0.00362074,3.80126,10970000,0.0773166,-2.31273,0.383052,0.684797,65.29087884444743,0.00237348,-11.2172,-230.871513908,0.232704,0.197593,-0.521263,-263.326,-1.81341,283.235,216400,615.709,20.9446,-3.55051,25.005633791908622,3.22942,7.152346335351467
0.331887,0.00203104,-298.564,407.837,51.443603515625,299.026,1077,410.552,4.50557,257.218017578125,-149.717516289,70891.60343668144,0.00858825,-3884.21,-3909.11,128.433,0.71926,1078000,33.04053951986134,9.9547,0.084823,-0.00356896,3.17609,10980000,0.0599741,-1.86547,0.450072,0.722965,66.97091468144208,0.00219609,-9.48585,-221.748392453,0.241927,0.179897,-0.515575,-305.495,-1.6516,316.338,216600,767.226,15.2082,-3.17988,26.836052425205708,3.45467,7.094322736375034
0.280568,0.00202456,-261.552,395.793,54.390708923339844,262.226,1078,398.744,4.97199,271.95355224609375,-137.055330476,70958.52752030361,0.0077756,-3933.62,-3964.16,102.656,0.681044,1079000,33.50384687166661,6.76913,0.0266262,-0.00413213,3.40881,10990000,0.049838,-2.60176,0.355975,0.718467,67.18189391773194,0.00230136,-10.2057,-166.879054385,0.232625,0.187677,-0.495931,-269.986,-2.02357,293.296,216800,582.709,17.5421,-3.47463,26.455034837126732,3.26236,7.223012208938599
0.155966,0.00177138,-282.432,354.418,53.56997299194336,283.743,1079,358.526,0.424526,267.849853515625,-135.812136997,71025.29184670001,0.00706422,-5512.46,-5493.31,114.2,0.713501,1080000,33.24383099284023,5.7949,-0.00371933,-0.00284126,3.19179,11000000,0.0726395,-1.91182,0.399846,0.691463,66.96220083534718,0.0019475,-9.38314,-208.408390367,0.240442,0.167841,-0.524715,-293.17,-1.60823,321.916,217000,663.956,18.4964,-2.64652,26.613175563514233,3.35283,7.1051942789927125
0.331557,0.00200919,-267.166,375.363,50.11500930786133,265.739,1080,377.737,7.12603,250.57504272460938,-137.30789562,71091.90946987178,0.00796288,-4774.45,-4722.89,90.4556,0.69321,1081000,33.055150403641164,7.88893,0.0108784,-0.00467616,3.86547,11010000,0.0357728,-2.17383,0.344074,0.715652,66.5737674087286,0.00231916,-10.3569,-227.496313791,0.238944,0.168661,-0.52852,-275.585,-1.74873,262.766,217200,614.938,19.0312,-3.89408,26.389770397916436,3.21185,7.128846607170999
0.336551,0.00191716,-320.04,418.167,54.54108428955078,317.378,1081,420.114,9.16826,272.7054138183594,-147.641958425,71159.26344934199,0.0076194,-4979.57,-5120.17,117.674,0.712943,1082000,33.10493607446551,11.8888,0.024595,-0.00329791,3.696,11020000,0.0498982,-1.90582,0.363266,0.700458,67.3044110564515,0.00255192,-9.71849,-210.440849781,0.247452,0.17209,-0.544847,-327.213,-1.51723,378.229,217400,599.451,11.7251,-3.03567,27.06444533355534,3.38433,7.1350296484306455
0.298835,0.0019839,-323.179,388.781,53.22960662841797,326.366,1082,394.244,1.71262,266.1480407714844,-133.373640048,71229.37000175193,0.00781481,-3580.12,-3572.02,158.214,0.728729,1083000,33.15120893716812,7.46113,0.0427209,-0.00432784,3.621,11030000,0.0588077,-2.01251,0.396635,0.707603,69.36092437803745,0.0022498,-13.4519,-216.96064676,0.242828,0.16753,-0.536354,-334.965,-1.56682,369.266,217600,1017.18,21.6504,-4.22444,29.0667637642473,3.43908,7.142951676622033
0.210239,0.00179196,-284.654,393.453,53.437042236328125,285.963,1083,399.733,-0.972133,267.1852111816406,-139.174241065,71299.0793290995,0.00743808,-5071.74,-5158.29,85.0312,0.704574,1084000,33.917539400048554,1.06372,0.0660569,-0.00243051,3.53542,11040000,0.0130601,-1.99891,0.38758,0.685528,70.4256346737966,0.00225879,-12.8478,-259.180057185,0.24719,0.183518,-0.526198,-295.775,-1.75369,314.643,217800,724.768,16.1536,-3.44303,29.440898021683097,3.40694,7.067197252064943
0.354652,0.00184526,-277.624,441.329,49.93265151977539,277.007,1084,443.031,3.52985,249.6632537841797,-127.917798577,71369.50279567298,0.00975296,-5545.24,-5472.96,98.5948,0.669246,1085000,33.210550682619214,7.18219,0.104828,-0.00422404,3.78439,11050000,0.0399883,-1.90493,0.370935,0.686119,70.43990422040224,0.00234652,-10.9699,-229.554932499,0.237043,0.180924,-0.509152,-284.212,-2.01052,285.858,218000,933.269,20.2399,-4.01504,30.088128181174397,3.20542,7.141225356608629
0.41807,0.00192944,-271.225,402.298,54.386661529541016,272.206,1085,403.873,3.66546,271.9333190917969,-135.262245858,71441.31691511441,0.00868601,-4253.43,-4254.78,75.1833,0.686022,1086000,33.197989015839994,8.7198,0.0214883,-0.00313735,5.11037,11060000,0.0659222,-1.92366,0.430095,0.708039,71.2343809325248,0.00207725,-11.3843,-197.961307807,0.242553,0.195462,-0.505396,-279.953,-1.99642,316.883,218200,516.357,18.8384,-2.99168,30.874850953929126,3.2369,7.16154096275568
0.225988,0.00201452,-308.608,424.131,51.226036071777344,307.824,1086,428.03,6.32028,256.13018798828125,-144.040600464,71514.1933453083,0.00762568,-4580.1,-4632.47,72.7168,0.731706,1087000,33.78514130972326,7.51692,0.0700546,-0.00473945,3.40998,11070000,0.0222443,-1.9063,0.391137,0.67065,73.37556436285377,0.00209232,-11.8719,-253.593572167,0.242805,0.165252,-0.521723,-316.022,-1.56519,352.725,218400,658.768,15.8427,-3.43233,32.52452649641782,3.39607,7.065896556712687
0.322589,0.00213576,-248.006,325.446,48.842525482177734,248.694,1087,328.225,4.60022,244.21263122558594,-129.978392029,71589.93089979701,0.00795947,-3353.27,-3324.64,53.719,0.685275,1088000,33.293890627101064,8.29988,0.0746701,-0.00374297,3.03406,11080000,0.04992,-1.7444,0.340733,0.693785,75.17198758106679,0.0021826,-10.0583,-188.874618677,0.231937,0.184507,-0.507589,-255.105,-1.89516,265.235,218600,559.589,19.8672,-3.98098,34.763231413438916,3.32229,7.114865540526807
0.234179,0.00198641,-317.864,399.607,50.41274642944336,321.514,1088,408.587,-11.4672,252.06373596191406,-144.200628438,71665.15142140817,0.00756932,-4139.27,-4225.51,155.976,0.728496,1089000,33.867850069887936,-9.34245,-0.00116557,-0.00343541,3.6531,11090000,0.0573467,-2.13116,0.309696,0.710756,75.95581573713571,0.00234581,-11.2179,-210.316933288,0.243916,0.18418,-0.530125,-331.258,-1.56877,349.014,218800,700.912,29.0697,-3.97346,34.93635180871934,3.48622,7.151613858528435
0.365481,0.00203692,-280.838,380.337,55.74872589111328,286.118,1089,386.916,2.82848,278.7436218261719,-132.51064051,71742.61033248808,0.010445,-4219.52,-4322.46,125.608,0.692772,1090000,33.13702800218016,5.83042,0.0387424,-0.00727323,3.31981,11100000,0.0485552,-2.32926,0.18007,0.665722,77.45109969936311,0.00233832,-12.4829,-229.361495429,0.238692,0.195085,-0.500951,-294.494,-1.83981,328.206,219000,686.933,22.2159,-4.52801,37.209919387474656,3.33839,7.104152309708297
0.272316,0.0019204,-271.498,370.268,49.88348388671875,272.954,1090,375.192,1.92595,249.41741943359375,-134.810163076,71819.75602477323,0.00908329,-5102.96,-5132.76,57.012,0.691495,1091000,33.158243549987674,9.59244,0.017504,-0.00304888,3.41657,11110000,0.055947,-1.8026,0.366817,0.750821,76.75029395986348,0.00249253,-13.2852,-223.017510679,0.234318,0.164007,-0.518797,-283.747,-1.85499,314.242,219200,515.569,17.0672,-4.2757,36.53802409209311,3.18601,7.0540263177827
0.341867,0.00212197,-278.619,356.786,51.03936004638672,279.43,1091,361.6,4.62369,255.19680786132812,-125.343034847,71898.70878185518,0.00776695,-4044.01,-4047.84,62.1678,0.705473,1092000,33.563935664482415,6.4257,0.000559807,-0.00519014,3.55516,11120000,0.0545023,-1.87892,0.302842,0.719582,79.30864126235247,0.00243507,-9.7966,-255.33449819,0.238969,0.183703,-0.519639,-289.001,-1.7201,333.238,219400,531.535,13.8636,-4.61913,38.65165982116014,3.28177,7.093045776709914
0.194609,0.00189083,-307.401,402.227,54.379119873046875,308.366,1092,406.482,2.96485,271.8955993652344,-143.874677906,71978.39584552869,0.0087665,-4813.37,-4844.93,105.231,0.713962,1093000,33.223830208182335,7.01417,0.0630009,-0.00244803,3.06498,11130000,0.0696929,-1.88883,0.385994,0.677447,79.55502736009657,0.00272487,-11.289,-171.148306524,0.246127,0.171707,-0.54427,-317.39,-1.56065,325.035,219600,654.528,16.7613,-3.90909,39.19948798697442,3.29235,7.131709164939821
0.270011,0.00205681,-270.208,373.716,52.449405670166016,270.007,1093,379.566,3.22497,262.2470397949219,-154.231892997,72056.24464415014,0.00722673,-4826.87,-4720.37,130.08,0.727043,1094000,33.34834484476596,8.40683,0.039089,-0.00595838,3.69177,11140000,0.0332342,-2.55499,0.336211,0.700512,77.91487294994295,0.00223532,-12.6129,-226.753168359,0.251974,0.164658,-0.515486,-279.025,-1.57214,328.13,219800,705.134,28.7119,-3.47931,37.393098999746144,3.54958,7.1734291054308414
0.373558,0.00197311,-252.174,352.228,51.23991775512695,253.147,1094,353.818,6.527,256.1995849609375,-137.888547424,72138.69129567035,0.00810863,-3414.89,-3373.83,80.9757,0.701342,1095000,33.28254100121558,9.94587,0.0362737,-0.00456019,3.07158,11150000,0.0230385,-1.88406,0.159154,0.705672,82.44556782860309,0.00235992,-10.7427,-202.287164657,0.236742,0.184855,-0.507091,-260.195,-1.85215,295.128,220000,694.351,15.576,-2.66509,42.02550351433456,3.37921,7.137523313052952
0.183052,0.00187564,-295.627,388.057,55.29581069946289,295.002,1095,391.534,-2.57431,276.47906494140625,-129.527264873,72217.93253404833,0.00680702,-4320.3,-4320.26,84.4388,0.710432,1096000,33.28630217909813,0.709681,0.043692,-0.00609581,3.78184,11160000,0.0543768,-2.36294,0.381855,0.667774,79.20627533365041,0.00252233,-8.99343,-259.387860363,0.235396,0.198242,-0.527976,-304.55,-1.622,323.412,220200,609.041,21.8108,-3.23589,38.82614609692246,3.35756,7.093827057629824
0.270822,0.00187417,-279.407,374.764,54.6773796081543,277.502,1096,377.839,4.95154,273.38690185546875,-130.915121761,72303.57358451653,0.00742962,-3829.44,-3851.47,98.8036,0.704026,1097000,33.32759073656052,8.83604,0.0665986,-0.00572121,2.98778,11170000,0.0590527,-1.93768,0.337863,0.716751,84.61141226999462,0.00222242,-12.2934,-203.975172733,0.241057,0.18107,-0.524302,-284.845,-1.72944,340.167,220400,753.736,13.4595,-3.73658,44.13626459147781,3.37879,7.147556941956282
0.220317,0.00209018,-250.188,363.511,50.59760665893555,251.024,1097,369.545,8.09744,252.988037109375,-148.014028543,72399.48395309877,0.00837705,-4501.95,-4608.69,101.616,0.703589,1098000,34.36280303820968,9.71809,-0.00803119,-0.00424324,3.80605,11180000,0.0478743,-2.06638,0.314811,0.702932,97.06802111770958,0.00222122,-10.2159,-161.520603091,0.246424,0.155732,-0.518167,-260.189,-1.7406,318.212,220600,503.642,20.8242,-3.22551,55.636555122211576,3.43135,7.068662957288325
0.220075,0.00195114,-297.778,389.856,52.608680725097656,301.885,1098,392.794,4.48006,263.04339599609375,-126.380127792,72494.17611699924,0.00810728,-3283.96,-3294.76,116.685,0.720915,1099000,33.21311250142753,10.2873,0.061565,-0.00368394,2.95487,11190000,0.0801596,-1.89927,0.387262,0.703515,94.66145321261138,0.00249672,-9.80611,-195.787740701,0.242013,0.167599,-0.507306,-310.85,-1.58847,333.039,220800,740.828,19.6418,-3.30063,54.251243888400495,3.39845,7.197096822783351
0.334817,0.00206391,-266.618,381.97,48.495765686035156,267.217,1099,387.755,11.0519,242.47882080078125,-154.046405101,72585.5674344888,0.00739055,-3687.98,-3676.32,92.789,0.703932,1100000,33.2450661258772,15.1558,0.112989,-0.0052313,3.07007,11200000,0.0208919,-1.9273,0.344551,0.715254,91.36591312475502,0.00243657,-10.7747,-218.430248037,0.248326,0.163968,-0.522157,-277.68,-1.73773,324.554,221000,634.261,25.4715,-4.47869,51.068598471581936,3.38847,7.0522485272958875
0.194452,0.00192358,-260.358,380.897,52.212162017822266,261.487,1100,386.659,7.09706,261.0608215332031,-141.450342188,72674.46533667482,0.00835361,-3760.18,-4003.35,119.412,0.70641,1101000,33.27931720484048,11.6399,0.106348,-0.00297278,4.04573,11210000,0.0438092,-2.25128,0.344806,0.700911,88.88050344306976,0.00245384,-10.7439,-234.386502179,0.250042,0.189328,-0.530892,-269.756,-1.731,315.433,221200,713.141,39.741,-6.52122,48.42695271875709,3.47238,7.174233519472182
0.227691,0.00196425,-247.217,345.752,51.618736267089844,246.684,1101,349.143,3.3039,258.09368896484375,-141.090695237,72757.35531820823,0.00706268,-3991.24,-3984.53,125.377,0.689994,1102000,33.29311537183821,7.17803,0.0138921,-0.00415395,2.89034,11220000,0.0812785,-1.82081,0.376854,0.696053,82.63517118990421,0.00218224,-10.8972,-194.445695697,0.238054,0.170576,-0.503105,-255.233,-1.90879,281.401,221400,676.451,15.0406,-3.26908,42.25311134941876,3.29403,7.088944468647242
0.21518,0.00196951,-260.494,360.287,50.899658203125,258.017,1102,361.822,6.65916,254.498291015625,-139.973188639,72841.59817553125,0.00673418,-4285.77,-4501.68,93.7753,0.685027,1103000,33.55566577799618,8.67624,0.120338,-0.00761279,2.75852,11230000,0.0402991,-2.00884,0.388951,0.726151,84.6769274417311,0.0017001,-12.2317,-217.859860007,0.225575,0.185689,-0.512034,-265.553,-1.86882,296.035,221600,531.998,9.5815,-2.67334,43.93779651541263,3.23197,7.183465148322284
0.271953,0.00176632,-263.401,400.599,50.45354461669922,262.531,1103,403.253,1.8639,252.26773071289062,-134.736795509,72933.51424696576,0.0074144,-5581.97,-5608.29,97.5413,0.699399,1104000,33.11997437942773,5.50102,0.0990454,-0.00241018,5.23151,11240000,0.0702609,-2.71275,0.396409,0.69522,90.05794048588723,0.0023735,-10.6637,-190.594650144,0.234178,0.186938,-0.504588,-270.234,-1.81771,295.514,221800,586.034,29.1921,-4.51047,49.8924179924652,3.36548,7.0455481139943
0.174182,0.00166523,-322.235,414.728,61.88911819458008,321.43,1104,417.418,1.28677,309.4455871582031,-137.407858118,73023.98749802262,0.00752828,-4589.02,-4562.28,120.08,0.73905,1105000,34.981909830123186,6.16317,0.00713801,-0.00189113,4.03325,11250000,0.0544052,-1.91037,0.349944,0.678981,91.28892295714468,0.00268892,-14.1268,-186.614543837,0.24645,0.186879,-0.531776,-330.658,-1.40016,372.85,222000,840.537,15.3614,-3.4435,49.184120289981365,3.62022,7.122892837040126
0.153485,0.00196146,-315.579,400.763,53.770721435546875,317.448,1105,405.792,1.86147,268.8536071777344,-145.013582805,73113.43538813666,0.00818635,-4421.02,-4407.74,81.7595,0.732544,1106000,34.18033367116004,7.65443,0.0104195,-0.00345539,3.82032,11260000,0.0440661,-1.95778,0.347886,0.694373,90.29705005139112,0.0025737,-10.1864,-208.122056466,0.245825,0.182524,-0.528056,-326.544,-1.55941,389.857,222200,622.012,20.24,-3.57061,48.962765228934586,3.47429,7.153951151296496
0.214746,0.00193414,-260.592,415.114,54.21025848388672,261.696,1106,418.676,11.807,271.0513000488281,-153.482532707,73208.31921061594,0.00682275,-4258.34,-4242.73,83.8648,0.666457,1107000,33.34844124875963,11.4021,0.0711495,-0.00308388,4.32196,11270000,0.0606394,-1.88106,0.402049,0.705458,94.82203616667539,0.00196321,-10.0223,-185.496819596,0.239287,0.176562,-0.514765,-269.569,-2.02209,291.118,222400,580.386,19.6731,-4.43934,54.31781518552452,3.2432,7.155779732391238
0.392104,0.00198849,-263.674,393.54,53.48912811279297,263.996,1107,396.305,4.07286,267.4456481933594,-143.244815839,73301.98817485478,0.00985008,-5470.81,-5466.11,76.3037,0.705584,1108000,33.42009306047112,7.09665,0.00507301,-0.00481071,3.38514,11280000,0.0728959,-1.97404,0.449789,0.735497,93.62512313667685,0.00228372,-11.5088,-211.739714011,0.251967,0.17958,-0.524252,-271.59,-1.63941,307.52,222600,712.431,19.3071,-3.80645,53.01417290978134,3.44203,7.190857166424394
0.196435,0.00179635,-287.582,382.567,52.806644439697266,283.961,1108,383.427,12.5013,264.0332336425781,-145.719921658,73395.50062802993,0.00745808,-4331.23,-4312.59,159.36,0.728355,1109000,33.47070678882301,13.3677,0.0737218,-0.00388759,3.98504,11290000,0.0590192,-2.0086,0.423408,0.703851,93.50752531457692,0.00287527,-10.489,-197.773865383,0.248158,0.173623,-0.520909,-290.253,-1.55929,329.096,222800,723.414,24.9302,-4.64071,52.876122620888054,3.67464,7.160695904865861
0.350098,0.00194567,-252.883,361.378,51.416404724121094,253.197,1109,367.142,3.5325,257.08203125,-143.950389068,73487.42428555619,0.00856909,-4517.77,-4512.54,66.1429,0.694735,1110000,33.47673803195357,8.73097,0.00354028,-0.00470999,4.59695,11300000,0.0600982,-2.33916,0.286227,0.699639,92.14736990071833,0.0021174,-10.6459,-242.826204064,0.240252,0.187063,-0.499627,-263.735,-1.891,298.233,223000,615.02,19.8839,-4.57732,51.506877589039505,3.31504,7.163754279725254
0.23239,0.00186423,-292.194,437.174,58.183536529541016,293.211,1110,439.833,3.66165,290.9176940917969,-144.680214736,73585.92957104463,0.00800071,-5328.17,-5306.36,96.3491,0.703109,1111000,33.25598919391632,7.96747,0.00773561,-0.00280588,4.60929,11310000,0.0393146,-1.9476,0.311114,0.710477,98.60209946800023,0.00268461,-11.0203,-211.249022997,0.245408,0.1667,-0.522606,-301.165,-1.79065,316.921,223200,620.543,25.637,-3.06139,58.23017218802124,3.4104,7.11593808606267
0.235947,0.00189752,-339.563,412.51,57.48093795776367,337.668,1111,415.659,-3.82429,287.4046936035156,-124.10020466,73669.85667271912,0.00914083,-4730.21,-4744.01,94.6328,0.727042,1112000,33.1618474163115,0.0760546,-0.0111703,-0.0044963,4.62631,11320000,0.0600735,-1.96814,0.37449,0.677472,83.75074375607073,0.00250891,-11.1244,-244.319584985,0.243655,0.172698,-0.536686,-347.24,-1.47787,397.743,223400,636.781,24.5733,-3.669,43.44092627801001,3.44791,7.14797006174922
0.15109,0.00193309,-272.822,370.988,52.60091018676758,272.313,1112,373.83,6.52839,263.0045471191406,-141.095390162,73757.16727943998,0.00757086,-4914.15,-4891.3,66.1355,0.698991,1113000,33.34655779786408,9.6138,0.0782723,-0.00307236,2.66576,11330000,0.0567675,-2.01006,0.389738,0.68782,87.32166958414018,0.00235169,-12.7285,-227.288522757,0.242243,0.170212,-0.521735,-281.364,-1.78093,324.093,223600,618.936,14.6661,-3.06132,46.55968766473234,3.34621,7.415424121543765
0.234174,0.0019344,-219.95,313.212,48.157657623291016,218.915,1113,317.057,9.6901,240.7882843017578,-138.313914073,73848.6639428148,0.00921046,-2855.77,-2850.87,61.128,0.674874,1114000,33.33674037177116,12.2104,0.00924408,-0.00390005,3.27625,11340000,0.068369,-1.90667,0.40986,0.694192,91.47324201371521,0.00215262,-11.7852,-172.741714128,0.23416,0.182759,-0.494705,-227.211,-2.06403,265.154,223800,453.227,23.499,-3.69779,50.97703706473112,3.26741,7.15946457721293
0.236902,0.00195563,-260.552,392.584,51.97628402709961,261.439,1114,394.049,5.95004,259.88140869140625,-153.115689547,73944.55069445726,0.00681289,-5551.79,-5552.36,68.0008,0.690046,1115000,33.365238374099135,8.32431,0.00155574,-0.00388185,3.08736,11350000,0.0912391,-1.97184,0.353885,0.685065,95.98209743667394,0.00241689,-9.30065,-221.751276585,0.240943,0.160591,-0.510311,-268.286,-1.82203,288.332,224000,574.618,25.4125,-3.7568,55.44757775403559,3.32423,7.169281308539212
0.257169,0.00189272,-251.283,371.507,52.69293975830078,248.939,1115,372.643,4.49477,263.4646911621094,-131.425982489,74038.12566533126,0.00726317,-4187.04,-4197.72,80.9066,0.68863,1116000,33.269391977228224,8.34589,0.199898,-0.00294779,4.17007,11360000,0.0669893,-1.98505,0.312715,0.705458,93.53814550954849,0.00243562,-9.98892,-175.275761369,0.237193,0.172935,-0.504298,-257.442,-1.89084,277.741,224200,554.198,21.5507,-3.9163,53.210845394060016,3.31895,7.057908138260245
0.13805,0.00196367,-285.574,420.271,58.123661041259766,286.074,1116,423.786,6.11153,290.6183166503906,-140.511924169,74134.73820324801,0.00704383,-4516.97,-4702.67,86.4328,0.694232,1117000,33.310098326765,8.17854,0.0430411,-0.00342512,3.20326,11370000,0.0428037,-2.09353,0.318762,0.691479,96.49936251156032,0.00232322,-10.4923,-207.953291357,0.2435,0.17452,-0.518812,-293.842,-1.87437,332.652,224400,715.536,14.6484,-2.81516,56.05263340938836,3.41657,7.136630775406957
0.155087,0.00187336,-271.841,404.886,50.13644790649414,270.034,1117,407.28,7.89179,250.68223571777344,-134.060150982,74226.57367627323,0.00717185,-4579.2,-4599.95,84.0701,0.693872,1118000,33.43314996641129,10.7875,0.0154734,-0.00444608,2.7781,11380000,-0.0177075,-1.7802,0.347504,0.715945,91.87527398113161,0.00253728,-9.196,-205.494138609,0.245049,0.163081,-0.520121,-279.041,-1.83672,323.161,224600,538.732,19.3381,-3.514,51.29848513379693,3.32408,7.14363888092339
0.24671,0.00197867,-306.505,364.785,52.92023849487305,306.186,1118,367.323,-1.90254,264.6011962890625,-154.083134731,74316.44447864685,0.00737195,-3319.21,-3407.8,82.1007,0.726476,1119000,33.390746023505926,3.20675,0.0318598,-0.00537172,3.17285,11390000,0.0637764,-2.30422,0.421502,0.699735,90.04366988688707,0.00234283,-9.83447,-200.863294284,0.240454,0.185239,-0.526525,-315.666,-1.51991,369.72,224800,733.629,24.6144,-3.60192,49.52615887671709,3.49674,7.126764986664057
0.21859,0.00185227,-235.871,360.979,51.46399688720703,236.364,1119,365.203,6.43575,257.3199768066406,-144.83878344,74409.81528510619,0.00852268,-4165.17,-4035.28,113.487,0.671139,1120000,33.21719380188733,9.86516,0.0195053,-0.0034822,4.25269,11400000,0.0579564,-1.98174,0.329903,0.699177,92.78958477079868,0.00181468,-9.72828,-193.030326021,0.246245,0.170817,-0.504438,-244.559,-2.05741,285.948,225000,522.148,17.1023,-3.23712,52.41082290560007,3.25154,7.161568063311279
0.295957,0.00187034,-294.486,408.6,51.849491119384766,293.133,1120,413.031,5.80449,259.2474670410156,-145.044322791,74499.70214314852,0.00701238,-5304.34,-5370.93,91.4211,0.711953,1121000,33.80268417857587,6.21224,0.0592002,-0.00315951,5.07486,11410000,0.0549984,-1.79489,0.365208,0.723092,90.47474930342287,0.0022651,-11.1663,-203.512701462,0.24456,0.170821,-0.509249,-300.862,-1.73109,336.083,225200,581.692,31.1492,-3.94567,49.54927177540958,3.53394,7.122793349437416
0.277644,0.00196685,-301.784,407.651,51.07988739013672,299.96,1121,410.238,1.447,255.39944458007812,-139.76982337,74592.63090200815,0.00928265,-4322.91,-4374.81,74.9109,0.708398,1122000,33.21322568319738,2.44637,0.114729,-0.00387577,3.91426,11420000,0.0437578,-2.03003,0.327868,0.697181,92.88180770352483,0.00236631,-10.0403,-210.76332176,0.24541,0.181264,-0.539331,-307.7,-1.6253,339.871,225400,656.065,18.5953,-4.97791,52.490513836964965,3.4354,7.178068183362484
0.275962,0.00192888,-246.33,350.791,50.25373458862305,243.682,1122,353.731,10.337,251.2686767578125,-147.186368619,74702.54299348034,0.0069456,-3286.38,-3292.67,91.9176,0.690251,1123000,33.26710884645581,13.0422,0.0165035,-0.00452817,3.04704,11430000,0.0602878,-1.90748,0.46783,0.716272,110.09814805351198,0.00210763,-11.0572,-222.004194089,0.240377,0.172509,-0.50299,-254.488,-1.9159,319.96,225600,593.617,17.863,-3.28039,69.73588886857033,3.32534,7.095150338485837
0.17186,0.00198856,-299.695,405.781,54.56349182128906,297.194,1123,409.788,15.0021,272.81744384765625,-153.544103723,74802.20011140592,0.00756537,-4120.69,-4087.67,98.1845,0.724876,1124000,33.079914395697415,13.6427,0.08591,-0.00372467,3.76743,11440000,0.027998,-2.22948,0.391434,0.707275,99.41598431672901,0.00230267,-9.20177,-222.577384761,0.245176,0.165293,-0.530164,-307.624,-1.59448,374.714,225800,540.794,14.8253,-3.42593,59.149084540084004,3.41495,7.18698538094759
0.31009,0.00185092,-351.264,425.568,57.0456428527832,351.467,1124,430.27,3.77553,285.22821044921875,-141.878984968,74892.05532785784,0.00827888,-4459.69,-4615.67,115.88,0.756389,1125000,33.3295865599066,9.68644,0.0394351,-0.00292618,3.30333,11450000,0.0331264,-2.16403,0.367241,0.704038,89.94020473677665,0.00231569,-11.2259,-221.985520721,0.248299,0.164685,-0.526667,-361.972,-1.21647,427.35,226000,931.222,18.4715,-4.04367,49.46592586953193,3.54471,7.1446923073381186
0.327131,0.00202239,-285.277,415.23,50.94305419921875,282.595,1125,421.66,9.5339,254.71527099609375,-127.790167465,74990.08106697723,0.00893085,-4658.07,-4716.22,101.792,0.702542,1126000,33.24483255762607,10.8208,0.0178873,-0.00461957,4.52801,11460000,0.0444767,-1.7898,0.415216,0.703761,97.73412246350199,0.00230776,-10.4493,-206.739794534,0.238226,0.172224,-0.510657,-291.854,-1.78044,332.961,226200,618.017,19.4983,-3.26646,57.37946044560522,3.36564,7.109829460270703
