Policy Loss,Sample Time (s),Policy log std Mean,(Previous) Eval Time (s),Z mean eval,Policy mu Std,Log Pis Std,R Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Policy mu Mean,Q Predictions Std,Train Time (s),Number of env steps total,Log Pis Min,V Predictions Min,Policy log std Min,KL Divergence,Z variance eval,Q Predictions Min,KL Loss,RF Loss,V Predictions Std,Log Pis Max,AverageReturn_all_train_tasks,Epoch Time (s),R Predictions Min,V Predictions Max,Q Predictions Mean,Z mean train,Z variance train,Number of rollouts total,Policy mu Min,Epoch,Q Predictions Max,Policy log std Max,Policy mu Max,R Predictions Max,R Predictions Std,Number of train steps total,VF Loss,Policy log std Std,QF Loss,Total Train Time (s),V Predictions Mean
-2198.95,7.3221792130643735,-0.456732,66.56476608800585,6.92154,0.959127,9.15914,-0.0213025,0.172367,840.630881531,0.0815787,1671.92,378.81513322298997,800000,-16.6016,16.2321,-2.16164,5684.84130859375,6.08614e-09,-111.426,568.484130859375,564.555,1678.66,70.1464,837.490598548,452.7020785240602,-0.245807,8386.54,2161.39,8.09769,4.60163e-09,26189,-5.28028,149,8120.04,0.120312,4.55423,0.125784,0.0324799,600000,2335.84,0.263969,6982.57,68726.629048528,2199.07
-2588.35,7.4075980390189216,-0.46664,68.53369046100124,17.3807,1.03087,11.2856,-0.0181282,1.34674,865.323131956,0.0846332,2701.64,379.176474893,804000,-15.6333,15.4999,-2.46324,7871.751953125,3.75188e-09,-30.4256,787.1752319335938,570.596,2756.63,90.0509,876.39276469,455.11776339302014,-0.279887,14185.9,2516.64,23.6007,1.43921e-08,26278,-5.7805,150,14050.2,0.210349,6.28346,0.26274,0.0384243,604000,6858.66,0.277799,10774.9,69187.87923821804,2610.46
-1767.72,7.626349897007458,-0.416302,74.6677165840083,11.8047,0.887164,7.36965,-0.0227496,-1.76932,841.977516577,0.0200567,758.798,383.3674650160101,808000,-16.5589,-24.5128,-1.63935,3848.757080078125,3.19373e-09,-14.0865,384.8757019042969,576.259,740.865,35.8829,829.107631442,465.66153149702586,-0.197655,2483.41,1744.1,7.95845,1.23914e-08,26380,-4.27989,151,2489.48,0.10767,3.71212,0.0930655,0.0299549,608000,1132.58,0.240845,4260.84,69651.39357528805,1763.52
-2671.61,7.12857584602898,-0.461002,72.52183988699107,14.1683,1.06106,11.6722,-0.0225547,2.00178,815.450081138,0.10118,3077.37,379.0030741219962,812000,-15.0471,-15.9903,-2.6193,6906.5263671875,1.94938e-09,-12.1338,690.6526489257812,582.945,3166.95,97.111,793.067301309,458.65348985501623,-0.192896,15198.8,2596.67,12.0977,4.53029e-09,26487,-8.80164,152,15069.2,1.27486,6.16399,0.118248,0.0308692,612000,3602.95,0.284635,8549.54,70106.51806659307,2661.89
-1792.95,7.23322822197224,-0.420031,68.99418671199237,5.26393,0.950395,8.51902,-0.0228844,-0.630537,755.092143558,0.0126368,775.942,377.3222890729958,816000,-16.3147,-21.5592,-1.42167,9807.8876953125,5.70641e-09,-38.9348,980.7887573242188,599.066,757.806,43.7218,738.020216398,453.5497040069604,-0.301216,2621.92,1751.97,10.4619,3.98083e-09,26598,-4.90989,153,2597.31,0.117932,4.38157,0.318807,0.039146,616000,1818.49,0.222469,6422.32,70563.24216853503,1801.58
-1738.11,7.509327384032076,-0.424376,72.16945891000796,18.6895,0.936533,7.84297,-0.0225447,-0.66364,770.144051675,0.0401906,772.886,377.7783708450006,820000,-15.9995,-45.3399,-1.82479,9709.03515625,2.78562e-09,-33.8045,970.9035034179688,565.168,758.664,31.1504,774.05167635,457.45715713904065,-0.298113,2622.69,1708.77,15.8496,3.30199e-09,26714,-5.21497,154,2637.34,0.668431,3.58606,0.303006,0.0340002,620000,1705.69,0.227107,7117.03,71021.41204320107,1736.94
-1789.61,7.503167624017806,-0.425937,72.88356432600995,12.5259,0.971126,8.1982,-0.020428,-0.057559,611.556416377,0.078869,817.477,379.8508124229993,824000,-16.3761,-11.7871,-1.75852,6843.68408203125,3.22317e-09,-8.60127,684.368408203125,571.979,805.75,39.2034,601.904074786,460.23754437302705,-0.239953,3643.43,1764.93,5.58255,3.13307e-09,26826,-4.29304,155,3491.87,0.128028,4.52519,0.215441,0.0320105,624000,1860.52,0.229897,5644.98,71476.49792721312,1793.56
-1735.29,7.213242652986082,-0.403634,67.73371717799455,26.4051,0.951953,7.74866,-0.0233303,-0.541253,679.679592463,0.0305624,740.751,378.83213994100515,828000,-16.7839,-13.043,-1.57999,9325.9169921875,3.38868e-09,-0.695022,932.5917358398438,574.237,726.008,40.4388,768.289065347,453.7790997719858,-0.201877,2455.29,1703.1,13.0713,4.14725e-09,26952,-3.88225,156,2448.5,0.0555159,3.552,0.13268,0.0320387,628000,1456.66,0.210605,6173.76,71931.40052620611,1738.23
-2875.39,7.420392231986625,-0.446697,68.85855866099882,17.3072,1.05089,11.754,-0.0184496,1.52595,856.416834697,0.0806728,3874.55,378.26757876499323,832000,-15.466,-38.2043,-2.5776,11318.1845703125,3.7855e-09,-75.6115,1131.8184814453125,554.777,3976.38,80.9582,831.090399144,454.5465296579787,-0.265742,17976.2,2787.43,7.82098,3.56258e-09,27090,-6.77482,157,17821.4,0.151803,6.13045,0.181214,0.0344833,632000,4442.92,0.262336,10427.7,72386.18200405607,2851.15
-2878.49,7.485876240985817,-0.417535,69.09545480999805,23.2351,1.06981,11.3965,-0.0271503,1.62348,886.639456316,0.0297433,3643.04,378.15772096900037,836000,-16.8256,-47.0165,-2.35415,14580.6611328125,2.34308e-09,36.3405,1458.066162109375,614.526,3598.73,97.8276,857.557724146,454.73905201998423,-0.354674,16562.0,2880.16,17.6506,2.26427e-09,27247,-6.64702,158,16708.9,0.797567,9.33309,0.142522,0.0320326,636000,12391.0,0.24312,22959.4,72842.46803543804,2824.23
-1782.76,7.257125459029339,-0.39899,70.64349864999531,8.70507,0.91517,7.71609,-0.0247294,-1.33805,691.648486617,0.0758416,773.165,377.61684871999023,840000,-16.0513,14.6115,-1.85516,13009.3544921875,4.11776e-09,-5.74175,1300.9354248046875,552.725,758.391,58.7689,802.589355975,455.5174728290149,-0.221916,2801.79,1756.24,18.4867,2.0986e-09,27383,-5.2931,159,2807.31,0.187144,5.42718,0.121489,0.0330216,640000,1850.96,0.202424,9611.52,73300.18877978707,1782.92
-1855.59,7.783542066026712,-0.418646,72.84809442498954,14.4039,1.03755,9.63113,-0.0217949,1.20626,413.741830718,0.0118591,987.355,378.2258698190126,844000,-16.3487,-57.8909,-3.4196,7426.69873046875,1.54322e-09,-37.2662,742.6698608398438,563.553,994.522,89.3656,441.224649067,458.85750631002884,-0.247924,15965.3,1815.07,10.2367,3.97651e-09,27571,-6.61316,160,15615.5,0.177976,5.28513,0.129993,0.0329796,644000,14691.0,0.259832,31161.0,73757.79332781312,1822.08
-3309.98,7.520258570002625,-0.63318,71.59669196800678,10.1543,1.60793,12.669,-0.0220481,17.1691,429.208660979,-0.0253047,2811.58,376.841171469001,848000,-15.1706,-91.9969,-3.20296,6280.5078125,7.39641e-09,-68.293,628.05078125,555.452,2875.91,86.9395,416.296988757,455.9581220070104,-0.27068,14812.4,3172.12,15.4652,1.21006e-08,27760,-7.55118,161,13969.3,0.906221,6.28126,0.19314,0.0323867,648000,33780.4,0.329089,77928.1,74211.79356040111,3332.25
-5066.65,7.547588100016583,-0.739497,69.64079543399566,2.62297,1.73435,12.9433,-0.0200478,21.7946,459.643953979,-0.0986132,2878.53,376.83375928000896,852000,-15.1628,-309.847,-2.89799,3900.399169921875,2.20101e-09,-258.188,390.0399169921875,567.573,2929.86,80.6691,426.522808289,454.0221428140212,-0.236472,13641.6,4787.49,8.11883,4.77128e-09,27941,-8.35856,162,13763.2,0.545045,7.88463,0.187139,0.0343428,652000,34485.1,0.404243,164289.0,74668.32434195817,5038.7
-7050.55,7.63269250401936,-0.722652,72.15046334899671,2.63904,1.7529,14.3178,-0.0217998,21.4102,656.49926857,-0.031285,3673.56,377.684620969987,856000,-18.3229,-409.092,-3.41832,3763.064208984375,5.33841e-09,-210.616,376.3064270019531,557.874,3620.93,81.2163,664.039807662,457.4677768230031,-0.292068,15882.0,6828.05,7.62565,8.14722e-09,28080,-8.31739,163,16292.8,0.752811,8.60344,0.166751,0.0377969,656000,44855.2,0.386683,146404.0,75128.22802496319,7007.47
-8671.81,7.567778044991428,-0.716752,74.58786806999706,4.26593,1.71249,16.2032,-0.0155448,19.7218,807.936806347,-0.00492347,5382.43,377.0873845229944,860000,-14.8414,-222.58,-3.30823,8153.2314453125,3.18964e-09,-411.473,815.3231811523438,567.791,5418.67,87.749,898.675966415,459.2430306379829,-0.24497,23824.5,8394.12,10.2377,2.52676e-09,28188,-11.6044,164,23158.9,0.851074,11.8557,0.156509,0.0364166,660000,31845.5,0.378515,121703.0,75583.39834966118,8658.9
-7423.64,7.588739872997394,-0.676165,70.51683285499166,3.11159,1.52486,14.0403,-0.0211344,14.7137,892.29629448,-0.0382749,3371.73,376.8727113180066,864000,-15.2605,-319.636,-3.21903,3731.137939453125,1.30344e-08,-280.156,373.1138000488281,550.998,3313.29,73.0574,912.707861738,454.9782840459957,-0.327864,14405.3,7247.83,7.78323,3.82864e-09,28274,-10.4674,165,13594.6,0.46566,7.34168,0.152477,0.0361892,664000,23231.8,0.352177,132356.0,76032.66308064519,7424.92
-7864.66,7.604003279979224,-0.662223,64.80463757099642,9.06248,1.52531,16.3971,-0.0184216,13.8797,654.248735341,-0.0206053,4924.01,381.8503814720025,868000,-14.4766,-102.099,-3.92105,5415.724609375,3.96826e-08,-179.938,541.5724487304688,555.814,5018.55,105.463,829.954383099,454.2590223229781,-0.246123,29215.7,7690.1,3.90572,4.51073e-09,28369,-9.07524,166,28106.4,0.502629,8.12284,0.159261,0.0352676,668000,32673.0,0.357866,75023.9,76492.75400340119,7924.68
-6025.25,7.733836410014192,-0.603934,70.63816574700468,16.5026,1.36004,14.0954,-0.0209661,9.6245,741.432345483,0.0280563,2847.08,379.20175603999814,872000,-14.254,-105.653,-2.3273,5196.794921875,0.538214,-139.252,519.6795043945312,537.852,2811.79,77.8811,931.434210271,457.573758197017,-0.296103,10877.6,5911.57,6.66437,1.58035e-08,28474,-6.47874,167,10577.0,1.16517,9.57707,0.150664,0.0356114,672000,21156.6,0.325113,63799.3,76942.43317084618,6032.32
-7613.92,7.480622492003022,-0.611438,62.74516571199638,6.51968,1.41676,15.1763,-0.0230227,10.9572,955.337087472,0.0561815,5649.64,376.94601889200567,876000,-14.8602,-176.897,-3.30258,17970.80859375,0.288984,-208.158,1797.0809326171875,551.377,5684.54,83.3684,941.34063704,447.17180709600507,-0.302705,23071.6,7461.69,14.098,2.09158e-08,28565,-17.0728,168,23100.6,0.492393,6.47883,0.133782,0.0332888,676000,42322.0,0.324406,90928.5,77387.82375915918,7608.51
-6254.37,7.379114894007216,-0.540675,60.965874784000334,12.6652,1.32306,15.0815,-0.0190242,7.86044,949.621658572,0.0176315,5791.93,378.0778949779924,880000,-14.1635,-184.486,-2.98465,15080.9599609375,4.16667e-08,-116.375,1508.0960693359375,553.792,5898.72,84.3129,961.355313376,446.42288465599995,-0.224701,26995.3,6126.64,29.4032,0.440321,28648,-8.653,169,26804.4,0.471344,7.2654,0.119723,0.0327678,680000,23370.1,0.298762,44549.8,77834.44489763217,6246.84
-5010.35,7.845500141003868,-0.53023,61.16529953700956,3.23566,1.25203,13.5773,-0.021764,6.47083,944.363938346,-0.0316566,3709.17,378.4835431780084,884000,-15.8446,-119.899,-4.77222,11460.7890625,3.36827e-08,-97.4848,1146.0789794921875,585.965,3719.67,160.437,959.258175584,447.49434285602183,-0.248256,17721.7,4901.56,23.8234,7.29792e-08,28732,-8.00419,170,17604.9,1.78558,9.90778,0.114063,0.0331255,684000,8793.65,0.277768,38896.9,78283.6957679442,5030.73
-6092.55,7.413628585025435,-0.527317,62.92371968799853,10.1014,1.27683,14.2838,-0.015361,6.6524,900.103483647,0.0943495,5531.9,377.732037460999,888000,-16.7803,-95.5466,-2.7845,8519.9921875,4.73414e-08,-22.0629,851.9992065429688,542.697,5503.68,87.9475,932.450702413,448.06938573402294,-0.250287,19606.1,6034.35,5.76977,8.04126e-09,28823,-6.84279,171,19812.5,0.593546,6.47234,0.118024,0.0331724,688000,17763.1,0.288225,49762.2,78735.6902182112,6061.33
-3338.25,7.60706863302039,-0.47827,66.84982914199645,4.64037,1.10013,11.1175,-0.0229375,2.83005,581.103298779,-0.0190383,1427.7,377.065550668005,892000,-18.0197,-98.7498,-2.33257,3848.11083984375,1.82236e-08,-127.671,384.81109619140625,560.144,1406.19,61.2427,557.369236926,451.52244844302186,-0.272861,9144.78,3282.84,11.5674,2.66439e-08,28961,-5.6399,172,7743.71,0.136279,7.12522,0.105756,0.0332166,692000,7002.0,0.273388,17504.8,79191.09415085021,3334.01
-3235.14,7.8292634850076865,-0.522527,70.73276291800721,5.74281,1.27983,11.7311,-0.0221304,7.52108,488.220299661,0.0857714,1564.08,376.67424351299996,896000,-16.1194,-51.6066,-2.87703,3236.017822265625,6.13228e-09,-20.032,323.6017761230469,549.399,1560.97,79.1909,518.430226636,455.23626991601486,-0.211318,8640.01,3178.96,12.4642,4.22605e-09,29121,-7.96168,173,8449.48,0.291581,7.00062,0.11523,0.032239,696000,11194.5,0.291755,24646.6,79647.57639030823,3269.53
-3797.23,7.4717090179619845,-0.624412,71.98005374500644,5.363,1.50484,10.9443,-0.0207466,14.4328,823.397357536,0.032259,1855.24,377.4210551659926,900000,-14.0392,-101.413,-2.77558,2204.505126953125,1.23013e-08,-472.56,220.4505157470703,559.972,1857.63,60.5704,812.259405629,456.872817928961,-0.251801,7806.91,3657.15,5.42527,5.7021e-09,29231,-5.88599,174,7840.37,0.364813,7.14045,0.214352,0.0351046,700000,11798.5,0.334163,44421.9,80099.57428025317,3779.53
-4761.72,7.301679583964869,-0.668805,67.10700741400069,2.16486,1.45556,11.4308,-0.0200898,13.5697,964.435528136,-0.0203147,2256.82,379.00440000499657,904000,-16.1968,-97.8874,-2.88898,1448.693359375,9.42057e-09,-23.3219,144.8693389892578,553.329,2239.58,79.0967,962.046406628,453.41308700296213,-0.23953,10013.9,4618.07,3.91054,4.19511e-09,29318,-6.15441,175,9833.8,0.595052,6.73412,0.199926,0.0354627,704000,13007.8,0.336552,36042.4,80547.78275534914,4747.38
-5235.72,6.924203433998628,-0.636103,61.904281985989655,3.26715,1.37256,11.6191,-0.0197716,10.7063,951.516919407,0.00435112,2311.84,378.0105397050065,908000,-15.9389,-32.7519,-2.39032,1403.87158203125,1.0527e-08,-41.0144,140.3871612548828,563.204,2267.3,65.7546,947.576910645,446.8390251249948,-0.190621,8564.33,5140.19,4.32779,2.54223e-09,29400,-8.28822,176,8373.01,0.595585,5.56165,0.116269,0.0344815,708000,12429.7,0.32184,38743.3,80998.32065637909,5237.56
-4961.87,7.380403308008681,-0.587443,65.604179336995,4.22074,1.28475,12.8866,-0.0173183,7.92948,894.425607387,0.0597682,2184.8,378.62654231900524,912000,-13.3263,-39.9632,-3.34271,1366.483642578125,1.94546e-08,-29.1225,136.6483612060547,559.054,2116.71,74.544,919.118512256,451.6111249640089,-0.291759,11416.4,4865.84,3.08937,8.72059e-09,29483,-7.10598,177,11092.3,0.50795,6.89872,0.169899,0.035585,712000,14620.3,0.311309,46061.8,81456.39565133011,4965.7
-4607.91,7.560666359990137,-0.542923,72.0699886240036,9.26084,1.23086,12.8609,-0.0180982,6.05526,860.618080661,0.0739974,2094.88,378.203357544,916000,-16.9153,-53.2089,-2.75059,1290.5997314453125,1.25634e-08,-100.576,129.0599822998047,549.574,2055.68,76.3789,762.556569932,457.83401252799376,-0.213772,11298.4,4514.87,8.71287,3.2752e-09,29591,-7.31811,178,10960.6,0.423055,6.83855,0.151175,0.0340335,716000,11680.4,0.300213,28420.5,81914.19252183913,4617.54
-4244.35,7.353632123980788,-0.534154,72.03436567400058,1.61028,1.20172,12.6414,-0.0192414,5.43674,601.527909535,0.149106,1841.32,378.12670269599766,920000,-16.7112,-38.2578,-2.68111,1523.3504638671875,1.44631e-08,-53.0452,152.33505249023438,540.924,1803.12,71.2282,600.276345348,457.51470049397903,-0.266434,12454.0,4181.21,4.47054,3.37753e-09,29742,-7.68367,179,12373.5,0.176183,10.7146,0.138405,0.0341484,720000,12919.1,0.290245,36037.3,82372.2794120941,4247.96
-3797.9,7.549883449974004,-0.545346,72.60798606200842,7.62892,1.29706,12.3008,-0.0191373,7.94276,792.818889432,0.116407,1773.46,376.804504329004,924000,-14.4807,-60.791,-2.72474,1326.3616943359375,3.40459e-09,-72.661,132.63616943359375,540.14,1754.77,68.446,795.108383382,456.9623738409864,-0.270556,8376.3,3717.03,3.47908,3.32624e-09,29859,-6.95818,180,8372.36,0.393963,5.77205,0.102973,0.0341533,724000,12785.1,0.288293,30956.0,82828.07742157011,3821.56
-4928.31,7.4445648950350005,-0.620457,71.44583588700334,3.808,1.52823,13.4792,-0.0183612,14.2733,678.510440178,0.0368329,2771.33,377.24879271601094,928000,-14.971,-10.8085,-2.92687,4352.94384765625,5.99295e-09,-41.2339,435.2944030761719,556.772,2801.92,94.182,784.477951868,456.1391934980493,-0.435273,12905.4,4815.19,9.95676,2.60764e-08,29998,-10.0007,181,12762.5,0.653155,8.82003,0.153791,0.0383011,728000,21464.9,0.295982,64922.6,83282.42945040716,4959.8
-6371.06,7.502887690017815,-0.635275,69.6602632740105,7.29447,1.56311,13.3222,-0.0194905,15.0711,570.055549275,-0.0128475,3898.51,377.30184354499215,932000,-15.1763,-126.119,-2.5972,4068.243896484375,2.67219e-09,-153.013,406.82440185546875,597.83,3904.69,78.8193,663.416452029,454.46499450902047,-0.224639,16441.7,6193.41,12.0191,2.81735e-09,30141,-7.09128,182,16438.8,0.504285,9.74961,0.155857,0.0360179,732000,23678.9,0.307122,61520.4,83735.87916704016,6329.79
-5163.04,7.444736136021675,-0.5968,68.64660898999136,14.8613,1.42631,14.2768,-0.017924,11.2674,806.915355587,-0.0642337,3848.76,378.45471623500634,936000,-16.7415,-77.2825,-2.95086,5530.90869140625,5.97071e-09,-22.5994,553.0908813476562,587.89,3899.92,79.8365,699.637487266,454.5460613610194,-0.226565,15543.6,5041.7,11.9561,1.23539e-08,30250,-8.39385,183,15494.3,0.637302,7.32536,0.10442,0.0335069,736000,19830.5,0.319468,52172.4,84190.83919314817,5164.51
-4919.32,7.749316397996154,-0.60419,69.06206490298791,22.7577,1.54883,18.1421,-0.0180535,12.7756,510.132570008,-0.0365769,4800.82,376.77317121700617,940000,-15.2826,-108.537,-2.84029,9615.8134765625,2.19609e-09,-86.6631,961.5813598632812,528.902,4931.15,111.288,546.543762751,453.58455251799023,-0.439885,29711.1,4812.52,36.823,1.66149e-08,30440,-10.9151,184,29417.9,0.971567,11.5491,0.210256,0.0375227,740000,50902.9,0.329513,126320.0,84644.23064094418,4896.05
-9349.36,7.2711294229957275,-0.744167,68.87049112499517,9.90087,1.79779,17.7071,-0.017574,21.8365,725.23379323,0.0178667,7735.31,378.4142693550093,944000,-13.9191,-61.5599,-3.34338,9746.4111328125,2.85723e-09,-66.8727,974.64111328125,582.975,7924.21,125.099,816.147221579,454.5558899030002,-0.2899,27810.7,8986.79,20.9027,5.21272e-09,30570,-11.4933,185,27355.3,0.951521,9.55728,0.140051,0.0372021,744000,86706.9,0.427581,283103.0,85103.43520528116,9306.43
-15070.8,7.5971588490501745,-0.875285,73.52055382799881,9.93565,1.94269,17.6167,-0.0157158,27.3548,818.581049133,0.0912829,8478.87,378.6772769199888,948000,-16.4456,-156.044,-3.96939,7324.5380859375,2.29403e-09,-284.391,732.4537963867188,551.267,8478.4,104.026,846.635672607,459.7949895970378,-0.243828,29207.2,14563.6,17.5342,5.1713e-09,30662,-13.7406,186,29036.9,1.49923,11.0525,0.105411,0.0325599,748000,118386.0,0.466478,349484.0,85558.88809386223,14953.5
-19605.1,7.5491785269696265,-0.857726,69.18064143499942,10.6716,1.90894,18.9739,-0.014323,26.0034,888.6831796,0.109453,8451.48,377.6487040409993,952000,-13.3168,-98.1414,-3.57121,17551.173828125,2.10276e-09,-501.876,1755.117431640625,540.599,8249.35,117.791,918.947490688,454.37852400296833,-0.322844,28723.7,19089.7,6.7375,2.43831e-09,30746,-10.7027,187,28389.5,1.24924,10.7967,0.113296,0.0349644,752000,138996.0,0.438787,375939.0,86012.08132382021,19652.1
-15670.4,7.501155378980911,-0.795969,67.99710927699925,6.38887,1.77963,19.0028,-0.0130586,21.3464,929.636508995,0.120435,7434.9,378.1018899549963,956000,-14.0143,-120.288,-3.22485,10887.25390625,2.59467e-09,-231.742,1088.7254638671875,532.949,7265.11,134.603,934.088511644,453.60015461097646,-0.194823,25135.1,15291.1,9.24858,3.7543e-09,30827,-13.1134,188,24986.2,0.848108,13.5578,0.124019,0.0329712,756000,90360.4,0.425874,276641.0,86458.7735620812,15629.1
-12563.9,7.335550687028444,-0.751414,61.09079655999085,8.50018,1.67803,18.1097,-0.0165092,18.4428,948.810501742,0.0951172,5782.0,377.79154273199674,960000,-14.1839,-138.264,-3.13943,6706.357421875,4.17999e-09,-119.114,670.6357421875,572.726,5645.49,133.39,941.916818759,446.21788997901604,-0.289965,21507.0,12351.7,6.48236,2.82354e-09,30907,-10.3239,189,21563.7,1.17576,19.3725,0.170492,0.0381852,760000,70209.3,0.395592,177667.0,86904.00263310422,12505.0
-10011.3,7.661605779983802,-0.664931,60.10359341900039,13.9395,1.54099,17.5778,-0.0144311,14.1779,952.250595565,0.0650457,5671.83,378.5841631630028,964000,-14.3726,-185.381,-3.53133,7945.5390625,5.45374e-09,-72.7385,794.5538940429688,552.674,5614.9,112.463,953.178879688,446.349362361987,-0.251189,17515.6,9803.47,19.1969,1.64669e-09,30987,-9.45948,190,17482.2,0.895086,9.7351,0.100622,0.0334768,764000,39308.3,0.367084,89238.7,87349.66489532625,10011.8
-7282.67,7.316474689039751,-0.625318,59.41823454499536,16.1095,1.4212,14.7534,-0.0155193,11.0342,954.509834032,0.0926046,4231.84,377.76807101399754,968000,-17.8697,-92.8413,-2.44196,4155.24072265625,1.83179e-08,-189.616,415.5240783691406,564.702,4178.27,95.622,958.805516278,444.50278024803265,-0.243048,14649.4,7143.31,11.2626,3.52739e-09,31069,-11.762,191,14595.6,0.443379,8.22312,0.12585,0.0364462,768000,26676.2,0.338433,61924.3,87796.12822954125,7283.67
-7768.83,7.316427106998162,-0.611898,61.380205107998336,6.52452,1.36289,15.2027,-0.0136949,9.48709,959.725226224,0.107497,3599.6,378.828991353992,972000,-14.769,-51.5668,-2.81879,5614.4736328125,3.50439e-09,-88.0036,561.4473876953125,564.027,3526.34,94.8956,953.784736653,447.5256235689885,-0.220952,12333.3,7628.09,10.3884,6.78571e-09,31149,-10.6799,192,12297.8,0.520429,7.31812,0.111207,0.03774,772000,25822.1,0.321384,43684.1,88239.85128079426,7759.93
-6062.01,7.004379399033496,-0.561144,57.57996376899246,5.014,1.29234,14.4903,-0.016827,7.24886,967.176813349,0.057225,3628.6,378.59801538799366,976000,-12.6721,-271.346,-2.61694,7006.40625,5.37653e-09,-9.09825,700.640625,574.68,3603.54,133.133,967.529871373,443.1823585560196,-0.377454,10870.3,5980.61,18.3444,2.05205e-09,31229,-10.4598,193,10885.9,0.568312,9.24917,0.129279,0.0399964,776000,16066.5,0.308046,35120.4,88682.44395355826,6080.54
-5002.6,7.1908677099854685,-0.552468,56.99208290799288,2.75823,1.23976,14.0867,-0.0178147,6.13929,966.935291256,0.0965309,2441.27,379.1994836790109,980000,-15.3381,-26.3814,-2.60674,2707.759521484375,5.83376e-09,-109.791,270.7759704589844,594.626,2397.07,103.859,966.132959813,443.38243429698923,-0.224793,8940.99,4918.09,3.54775,3.22743e-09,31309,-7.16427,194,8918.14,0.56671,10.8007,0.237957,0.0340353,780000,12734.2,0.305971,27155.3,89127.17237829824,4991.35
-3734.55,7.038367847999325,-0.511927,58.33961546700448,2.1278,1.12175,11.2887,-0.0185175,3.45435,967.31519257,0.146046,1803.25,378.67848026599677,984000,-15.8534,-96.603,-2.22423,1156.7933349609375,3.81489e-09,-89.8216,115.67933654785156,595.902,1781.12,59.2445,970.820223103,444.05646358100057,-0.262674,5827.78,3696.34,5.69569,3.12639e-09,31389,-10.2015,195,5815.22,0.538654,6.05276,0.13551,0.034731,784000,6870.38,0.283253,17887.5,89570.96797438824,3737.42
-3578.38,7.153787793999072,-0.517268,58.08256558400171,0.454448,1.10272,12.0722,-0.0157994,3.12624,967.32472772,0.104403,1597.5,378.32519052299904,988000,-19.3275,-43.7406,-2.53377,897.0167236328125,2.63892e-09,-13.612,89.70167541503906,576.748,1556.68,76.0266,963.447235393,443.5615439009998,-0.236047,5756.27,3527.27,1.81443,1.80304e-09,31469,-8.04669,196,5785.07,0.755346,6.71177,0.121782,0.0330681,788000,6705.67,0.286128,14437.7,90016.61316297925,3583.74
-3114.62,7.212555768972379,-0.496378,60.16602098100702,4.64096,1.07284,11.3864,-0.0166516,2.22413,968.264947196,0.0979352,1375.1,377.6261051949987,992000,-16.3978,-41.2812,-2.36771,1359.3321533203125,2.84129e-09,-99.9319,135.93321228027344,574.77,1350.44,87.7914,964.961747164,445.0046819449781,-0.182367,4765.68,3062.69,9.81418,1.39104e-09,31549,-12.2494,197,4752.52,0.891761,8.79417,0.194889,0.0329192,792000,4449.81,0.279592,11130.8,90462.35713694122,3131.41
-2644.46,7.490985926022404,-0.467243,60.907057115997304,4.96149,1.04228,10.2089,-0.0188111,1.46781,964.192177066,0.00551107,1202.71,377.6745901169925,996000,-16.9662,-93.8416,-1.99719,2501.930908203125,2.31434e-09,-67.3235,250.19309997558594,544.204,1177.21,55.4992,972.516764304,446.0726331590122,-0.209927,4334.82,2596.89,3.09578,2.1209e-09,31630,-6.64524,198,4321.77,0.40364,7.07389,0.174667,0.0360521,796000,3381.74,0.264312,9743.31,90908.19000147023,2648.09
-2502.18,7.098364681995008,-0.45548,60.66867677899427,2.70959,0.99508,9.60749,-0.0200083,0.55662,967.524527868,0.057771,1071.3,378.612889327007,1000000,-15.7437,-58.9809,-2.12655,1196.4847412109375,4.82258e-09,-41.1639,119.64847564697266,592.091,1051.94,48.6998,967.945052789,446.3799307879963,-0.274838,3811.65,2471.32,3.17767,2.03805e-09,31710,-6.98698,199,3798.57,0.0839551,5.80974,0.153285,0.0331389,800000,2576.52,0.251422,7013.83,91353.37855539224,2518.9
-2596.18,7.289332087952062,-0.433663,59.47952324501239,1.20601,0.967888,10.0764,-0.0175324,-0.318912,969.999603522,0.0313855,1052.64,378.70062571699964,1004000,-15.6633,-32.8137,-2.175,1140.2772216796875,1.75619e-09,-19.4892,114.02772521972656,583.323,1026.96,70.1543,969.734187197,445.4694810499641,-0.175891,3839.45,2548.63,2.65969,1.47093e-09,31790,-5.92118,200,3856.19,0.568009,7.21616,0.137501,0.0312631,804000,3029.28,0.244378,6011.81,91798.99204145621,2582.09
-2599.64,7.509105454999371,-0.429158,59.62525226299476,1.53036,0.974499,10.2202,-0.0153437,-0.143238,969.866077871,0.0876262,1025.96,378.5625109960092,1008000,-18.2754,-66.2512,-2.17902,722.8717651367188,2.95293e-09,-49.5354,72.28717803955078,568.578,998.718,63.5287,970.135172784,445.69686871400336,-0.286286,4316.03,2558.48,0.983526,1.79311e-09,31870,-6.65215,201,3984.74,0.396156,6.79968,0.171896,0.0344976,808000,2400.71,0.247658,10970.9,92244.08269164724,2602.83
